Year,Quarter,Area,Fleet,Catch
1961,4,2,2,0
1962,4,2,2,0
1963,4,2,2,0
1964,4,2,2,29.27682
1965,4,2,2,62.40393
1966,4,2,2,7.61253
1967,4,2,2,19.93571
1968,4,2,2,5.73437
1969,4,2,2,1.76975
1970,4,2,2,18.18527
1971,4,2,2,63.55931
1972,4,2,2,24.47085
1973,4,2,2,546.40649
1974,4,2,2,51.1542
1975,4,2,2,126.67422
1976,4,2,2,805.354
1977,4,2,2,414.79268
1978,4,2,2,346.96366
1979,4,2,2,854.97459
1980,4,2,2,1330.23453
1981,4,2,2,664.59063
1982,4,2,2,161.89984
1983,4,2,2,383.92803
1984,4,2,2,355.02085
1986,4,2,2,443.82896
1987,4,2,2,521.56948
1988,4,2,2,509.00189
1989,4,2,2,289.52705
1990,4,2,2,219.3491
1991,4,2,2,491.23846
1992,4,2,2,239.16242
1993,4,2,2,251.90412
1994,4,2,2,35.75762
1995,4,2,2,341.95831
1996,4,2,2,296.13749
1997,4,2,2,254.13676
1998,4,2,2,454.9858
1999,4,2,2,285.7081
2000,4,2,2,257.88566
2001,4,2,2,498.29129
2002,4,2,2,295.68565
2003,4,2,2,56.8498
2004,4,2,2,126.61837
2005,4,2,2,21.22519
2006,4,2,2,6.75908
2007,4,2,2,18.03339
2008,4,2,2,325.38886
2009,4,2,2,54.66673
2010,4,2,18,140.19695
2011,4,2,18,148.70592
2012,4,2,18,232.78509
2013,4,2,18,131.29208
2014,4,2,18,242.7536
2015,4,2,18,274.18836
2016,4,2,18,297.91437
1958,1,4,2,15.27742
1959,1,4,2,139.38944
1960,1,4,2,36.67048
1961,1,4,2,190.68576
1962,1,4,2,319.61849
1963,1,4,2,924.00554
1964,1,4,2,4073.33999
1965,1,4,2,1395.21305
1966,1,4,2,61.02137
1967,1,4,2,6.1847
1968,1,4,2,1.1626
1969,1,4,2,0.80444
1970,1,4,2,14.99003
1971,1,4,2,7.00725
1972,1,4,2,90.14218
1973,1,4,2,5.55483
1974,1,4,2,144.73483
1975,1,4,2,828.29966
1976,1,4,2,291.82232
1977,1,4,2,125.09495
1978,1,4,2,199.56006
1979,1,4,2,52.11339
1980,1,4,2,121.47923
1981,1,4,2,109.87503
1982,1,4,2,51.56504
1983,1,4,2,49.94896
1984,1,4,2,70.60106
1985,1,4,2,23.99073
1986,1,4,2,78.43785
1987,1,4,2,257.57273
1988,1,4,2,237.36385
1989,1,4,2,205.57251
1990,1,4,2,189.87578
1991,1,4,2,101.3017
1992,1,4,2,271.48164
1993,1,4,2,120.85433
1994,1,4,2,129.59332
1995,1,4,2,80.4528
1996,1,4,2,89.92754
1997,1,4,2,188.71644
1998,1,4,2,237.01371
1999,1,4,2,102.66421
2000,1,4,2,319.86752
2001,1,4,2,97.66652
2002,1,4,2,292.15232
2003,1,4,2,195.00827
2004,1,4,2,76.36836
2005,1,4,2,196.51083
2006,1,4,2,864.79021
2007,1,4,2,247.82762
2008,1,4,2,157.5289
2009,1,4,2,1.37166
1957,2,4,2,5.4538
1958,2,4,2,13.7723
1959,2,4,2,15.78554
1960,2,4,2,278.0184
1961,2,4,2,37.29593
1962,2,4,2,421.21063
1963,2,4,2,4655.9377
1964,2,4,2,4566.52458
1965,2,4,2,1222.16561
1966,2,4,2,86.28775
1967,2,4,2,22.51974
1968,2,4,2,10.1194
1969,2,4,2,12.2448
1970,2,4,2,16.24062
1971,2,4,2,104.35103
1972,2,4,2,137.63033
1973,2,4,2,26.31229
1974,2,4,2,427.15215
1975,2,4,2,1701.42685
1976,2,4,2,1304.99909
1977,2,4,2,1279.34197
1978,2,4,2,314.27721
1979,2,4,2,550.8049
1980,2,4,2,722.63424
1981,2,4,2,386.28926
1982,2,4,2,2339.20668
1983,2,4,2,2493.61791
1984,2,4,2,1373.63244
1985,2,4,2,356.29487
1986,2,4,2,552.9635
1987,2,4,2,613.39016
1988,2,4,2,894.82123
1989,2,4,2,272.70917
1990,2,4,2,615.28116
1991,2,4,2,1010.05693
1992,2,4,2,1364.75912
1993,2,4,2,706.3491
1994,2,4,2,604.73019
1995,2,4,2,1097.52506
1996,2,4,2,468.5455
1997,2,4,2,396.55124
1998,2,4,2,506.13454
1999,2,4,2,237.13679
2000,2,4,2,112.79756
2001,2,4,2,275.97176
2002,2,4,2,415.22016
2003,2,4,2,305.38808
2004,2,4,2,141.48701
2005,2,4,2,235.55943
2006,2,4,2,287.59731
2007,2,4,2,118.87134
2008,2,4,2,157.79941
2009,2,4,2,21.03213
2010,2,4,18,9.19062
1957,3,4,2,5.41712
1958,3,4,2,0.88235
1959,3,4,2,11.53168
1960,3,4,2,189.55027
1961,3,4,2,81.12736
1962,3,4,2,955.923
1963,3,4,2,801.2769
1964,3,4,2,202.27834
1965,3,4,2,51.04679
1966,3,4,2,16.16689
1967,3,4,2,41.78267
1968,3,4,2,8.98603
1969,3,4,2,2.132
1970,3,4,2,0.75
1971,3,4,2,0.37877
1972,3,4,2,0.28436
1974,3,4,2,82.24063
1975,3,4,2,9.75031
1976,3,4,2,67.95369
1977,3,4,2,69.97968
1978,3,4,2,1.19497
1979,3,4,2,0.1079
1981,3,4,2,0.15696
1982,3,4,2,137.66592
1983,3,4,2,32.63332
1984,3,4,2,29.37537
1985,3,4,2,1.1347
1986,3,4,2,6.2376
1987,3,4,2,10.8325
1988,3,4,2,7.39661
1989,3,4,2,0.13427
1990,3,4,2,4.55308
1991,3,4,2,23.02312
1992,3,4,2,89.88131
1993,3,4,2,40.62616
1995,3,4,2,16.94932
1996,3,4,2,8.30101
1999,3,4,2,0.54842
2001,3,4,2,3.04068
1957,4,4,2,52.12908
1958,4,4,2,4.06794
1959,4,4,2,89.14441
1960,4,4,2,315.76082
1961,4,4,2,267.89094
1962,4,4,2,1999.66499
1963,4,4,2,1233.87413
1964,4,4,2,400.17929
1965,4,4,2,60.30432
1966,4,4,2,24.86723
1967,4,4,2,78.52348
1968,4,4,2,0.59368
1969,4,4,2,0.97688
1970,4,4,2,0.15
1971,4,4,2,44.31604
1972,4,4,2,6.54028
1973,4,4,2,2.92359
1974,4,4,2,321.15073
1975,4,4,2,18.54935
1976,4,4,2,244.77746
1977,4,4,2,82.83991
1979,4,4,2,0.1079
1981,4,4,2,4.70893
1982,4,4,2,0.3183
1985,4,4,2,17.66885
1986,4,4,2,5.14602
1987,4,4,2,13.84153
1988,4,4,2,8.74145
1989,4,4,2,7.92213
1990,4,4,2,0.12306
1991,4,4,2,5.42688
1993,4,4,2,3.92606
1995,4,4,2,215.48238
1996,4,4,2,12.91267
1997,4,4,2,3.57698
1999,4,4,2,16.89133
2000,4,4,2,0.13722
2001,4,4,2,0.85139
2002,4,4,2,10.83532
1973,1,5,2,3.50831
1981,1,5,2,12.08625
1986,1,5,2,33.68305
1987,1,5,2,2.55767
1988,1,5,2,5.54745
1989,1,5,2,83.78658
1990,1,5,2,89.83105
1991,1,5,2,183.85601
1992,1,5,2,568.85846
1993,1,5,2,520.45877
1994,1,5,2,474.6732
1995,1,5,2,66.66734
1999,1,5,2,1.42589
2000,1,5,2,10.56619
2001,1,5,2,703.12594
2002,1,5,2,42.13736
2005,1,5,2,58.5729
2007,1,5,2,53.69288
2008,1,5,2,169.43148
2009,1,5,2,22.9753
2010,1,5,18,1.36617
1965,2,5,2,0.90322
1966,2,5,2,0.01301
1968,2,5,2,0.21138
1973,2,5,2,1.31561
1975,2,5,2,1.30796
1976,2,5,2,7.02969
1978,2,5,2,0.68284
1979,2,5,2,0.86316
1981,2,5,2,0.78482
1982,2,5,2,15.91513
1993,2,5,2,0.1707
2001,2,5,2,43.1776
1965,3,5,2,2.06452
1967,3,5,2,0.13316
1968,3,5,2,0.52846
1971,3,5,2,0.18939
1974,3,5,2,0.65098
1975,3,5,2,0.11891
1979,3,5,2,0.21579
1982,3,5,2,0.15915
1992,3,5,2,27.7329
1993,3,5,2,1.53629
1994,3,5,2,2.20239
1995,3,5,2,397.51808
1996,3,5,2,850.23794
1997,3,5,2,690.35687
1998,3,5,2,874.33257
1999,3,5,2,365.13803
2000,3,5,2,502.2373
2001,3,5,2,482.85936
2002,3,5,2,595.67507
2003,3,5,2,261.14251
2004,3,5,2,107.41331
2005,3,5,2,218.82432
2006,3,5,2,10.87083
2007,3,5,2,120.8323
2008,3,5,2,342.28946
2009,3,5,2,293.8781
2010,3,5,18,24.71532
2011,3,5,18,5.13529
2013,3,5,18,4.97272
2014,3,5,18,37.63063
2015,3,5,18,11.81333
2016,3,5,18,23.55689
1966,4,5,2,0.03252
1967,4,5,2,0.19974
1978,4,5,2,0.34142
1980,4,5,2,34.77204
1982,4,5,2,3.02387
1984,4,5,2,23.36677
1985,4,5,2,15.72366
1986,4,5,2,62.53197
1987,4,5,2,1.80542
1988,4,5,2,15.12942
1989,4,5,2,93.7228
1990,4,5,2,550.18441
1991,4,5,2,1645.166
1992,4,5,2,983.8495
1993,4,5,2,1070.61902
1994,4,5,2,786.02173
1995,4,5,2,2044.76611
1996,4,5,2,1899.5462
1997,4,5,2,1181.75973
1998,4,5,2,1398.79432
1999,4,5,2,1728.07136
2000,4,5,2,1922.91015
2001,4,5,2,732.43804
2002,4,5,2,1153.09209
2003,4,5,2,1393.96954
2004,4,5,2,999.0627
2005,4,5,2,1357.44613
2006,4,5,2,427.71907
2007,4,5,2,623.58431
2008,4,5,2,1454.91056
2009,4,5,2,1528.60044
2010,4,5,18,1069.71363
2011,4,5,18,1083.68871
2012,4,5,18,1092.59901
2013,4,5,18,1123.99428
2014,4,5,18,1074.98176
2015,4,5,18,1343.89867
2016,4,5,18,1456.75856
1980,1,6,2,1.11449
1981,1,6,2,0.62786
1984,1,6,2,0.16691
1989,1,6,2,15.03862
1990,1,6,2,0.86139
1991,1,6,2,0.16445
1992,1,6,2,0.16707
1993,1,6,2,19.45959
1994,1,6,2,1.15915
1995,1,6,2,50.73496
2000,1,6,2,1.50946
2005,1,6,2,5.83194
2006,1,6,2,0.79933
2007,1,6,2,66.48578
2008,1,6,2,8.83676
1965,2,6,2,0.3871
1971,2,6,2,0.75754
1973,2,6,2,4.38538
1974,2,6,2,2.27844
1975,2,6,2,8.91795
1976,2,6,2,29.02001
1977,2,6,2,33.5702
1978,2,6,2,60.94349
1979,2,6,2,25.78696
1982,2,6,2,20.37137
1983,2,6,2,32.79981
1984,2,6,2,16.85746
1985,2,6,2,5.02509
1989,2,6,2,157.50264
1990,2,6,2,13.29007
1991,2,6,2,1.48006
1992,2,6,2,26.2293
1998,2,6,2,0.1378
2005,2,6,2,2.78919
1972,3,6,2,5.40284
1974,3,6,2,1216.79226
1975,3,6,2,331.62902
1976,3,6,2,27.39777
1977,3,6,2,3.1733
1982,3,6,2,4.77454
1989,3,6,2,1.61128
1996,3,6,2,1.69094
1997,3,6,2,61.79539
1998,3,6,2,71.10411
1999,3,6,2,94.32824
2000,3,6,2,9.05674
2001,3,6,2,76.26016
2002,3,6,2,1.20393
2003,3,6,2,30.66757
2004,3,6,2,140.4053
2005,3,6,2,20.79211
2006,3,6,2,66.82361
2007,3,6,2,73.39582
2008,3,6,2,34.53553
1967,4,6,2,0.19974
1981,4,6,2,0.47089
1985,4,6,2,0.1621
1991,4,6,2,10.52485
1992,4,6,2,17.0407
1994,4,6,2,76.62002
1995,4,6,2,0.90397
1996,4,6,2,9.83823
1997,4,6,2,382.24334
1998,4,6,2,107.48297
1999,4,6,2,143.79572
2000,4,6,2,15.9179
2001,4,6,2,9.60853
2002,4,6,2,25.68372
2003,4,6,2,508.82406
2004,4,6,2,550.26331
2005,4,6,2,501.67315
2006,4,6,2,237.39966
2007,4,6,2,307.30997
2008,4,6,2,25.2479
2009,4,6,2,36.12038
2010,4,6,18,50.30001
2014,4,6,18,21.86161
2015,4,6,18,30.15044
2016,4,6,18,97.61978
1975,1,7,2,1.32284
1983,1,7,2,3.00592
1988,1,7,2,0.73767
1972,2,7,2,43.22525
1973,2,7,2,243.06894
1974,2,7,2,1860.83022
1975,2,7,2,283.91339
1976,2,7,2,575.58312
1977,2,7,2,273.80078
1978,2,7,2,6.30447
1979,2,7,2,25.52344
1980,2,7,2,114.86557
1981,2,7,2,27.83301
1982,2,7,2,165.06871
1983,2,7,2,375.40602
1984,2,7,2,637.12225
1985,2,7,2,914.20799
1986,2,7,2,333.40347
1987,2,7,2,280
1988,2,7,2,241.03359
1989,2,7,2,100.75577
1990,2,7,2,172
1991,2,7,2,82.56071
1992,2,7,2,121.70253
1993,2,7,2,552.33332
1994,2,7,2,536
1995,2,7,2,813.00001
1996,2,7,2,765.00001
1997,2,7,2,98.95348
1998,2,7,2,360.99999
1999,2,7,2,380.99999
2000,2,7,2,135.99999
2001,2,7,2,152.00001
2002,2,7,2,390
2003,2,7,2,316
2004,2,7,2,638.00001
2005,2,7,2,378
2006,2,7,2,556
2007,2,7,2,466
2008,2,7,2,79.96
2009,2,7,2,18.453
1972,3,7,2,68.13198
1973,3,7,2,2.93107
1974,3,7,2,334.16977
1975,3,7,2,974.76376
1976,3,7,2,392.41689
1977,3,7,2,246.19921
1978,3,7,2,54.69553
1979,3,7,2,73.47656
1980,3,7,2,4.13444
1981,3,7,2,72.16699
1982,3,7,2,795.93129
1983,3,7,2,298.58806
1984,3,7,2,398.87775
1985,3,7,2,91.79201
1986,3,7,2,7.59653
1988,3,7,2,16.22873
1989,3,7,2,26.24422
1991,3,7,2,2.43929
1992,3,7,2,1.29747
1993,3,7,2,240.66666
1997,3,7,2,40.49798
1972,4,7,2,0.64276
1997,4,7,2,45.54855
1950,1,7,5,164.25
1951,1,7,5,132.75
1952,1,7,5,250.25
1953,1,7,5,266
1954,1,7,5,311.5
1955,1,7,5,225.25
1956,1,7,5,154.75
1957,1,7,5,155.25
1958,1,7,5,151.25
1959,1,7,5,97
1960,1,7,5,56.25
1961,1,7,5,118
1962,1,7,5,104.75
1963,1,7,5,383.25
1964,1,7,5,315.25
1965,1,7,5,108.75
1966,1,7,5,254.87772
1967,1,7,5,408.56658
1968,1,7,5,299.94431
1969,1,7,5,586.06658
1970,1,7,5,362.71549
1971,1,7,5,494.43099
1972,1,7,5,785.21549
1973,1,7,5,441.72881
1974,1,7,5,923.8299
1975,1,7,5,1138.65436
1976,1,7,5,1616.60113
1977,1,7,5,1323.65132
1978,1,7,5,823.75
1979,1,7,5,944.46138
1980,1,7,5,1207.5011
1981,1,7,5,578.13071
1982,1,7,5,1539.69889
1983,1,7,5,1502.2898
1984,1,7,5,1325.51796
1985,1,7,5,1606.87602
1986,1,7,5,1560.24534
1987,1,7,5,1064.9967
1988,1,7,5,1339.58134
1989,1,7,5,894.29825
1990,1,7,5,1022.95353
1991,1,7,5,1120.20957
1992,1,7,5,1342.01527
1993,1,7,5,1633.28288
1994,1,7,5,1929.36683
1995,1,7,5,1162.00145
1996,1,7,5,2615.49
1997,1,7,5,3271.43687
1998,1,7,5,6605.77041
1999,1,7,5,7015.124
2000,1,7,5,8063.77729
2001,1,7,5,6960.82198
2002,1,7,5,6600.95766
2003,1,7,5,7393.12768
2004,1,7,5,7407.82918
2005,1,7,5,6811.09075
2006,1,7,5,7715.41368
2007,1,7,5,720.63049
2008,1,7,5,806.09215
1950,3,7,5,530.75
1951,3,7,5,462.51
1952,3,7,5,583.4675
1953,3,7,5,632.095
1954,3,7,5,829.867
1955,3,7,5,566.167
1956,3,7,5,452.71
1957,3,7,5,393.48
1958,3,7,5,364.5895
1959,3,7,5,280.634
1960,3,7,5,280.686
1961,3,7,5,290.186
1962,3,7,5,192.7505
1963,3,7,5,419.2475
1964,3,7,5,337.85
1965,3,7,5,126.299
1966,3,7,5,624.47005
1967,3,7,5,956.35558
1968,3,7,5,1205.02363
1969,3,7,5,1129.34358
1970,3,7,5,759.49516
1971,3,7,5,1285.58756
1972,3,7,5,1180.27316
1973,3,7,5,1250.52293
1974,3,7,5,2219.22838
1975,3,7,5,2186.46946
1976,3,7,5,3614.60237
1977,3,7,5,1979.95311
1978,3,7,5,1373.09616
1979,3,7,5,1118.12907
1980,3,7,5,1938.39959
1981,3,7,5,1983.84903
1982,3,7,5,3148.03995
1983,3,7,5,2645.83983
1984,3,7,5,2450.40265
1985,3,7,5,3337.90937
1986,3,7,5,4160.99243
1987,3,7,5,4315.73342
1988,3,7,5,5703.44272
1989,3,7,5,4309.37597
1990,3,7,5,4735.66713
1991,3,7,5,4950.80885
1992,3,7,5,7583.65529
1993,3,7,5,7249.44125
1994,3,7,5,12155.76715
1995,3,7,5,9699.21826
1996,3,7,5,9859.62563
1997,3,7,5,3900.24558
1998,3,7,5,7791.56656
1999,3,7,5,8556.01758
2000,3,7,5,7385.63924
2001,3,7,5,8022.03258
2002,3,7,5,8124.17925
2003,3,7,5,8970.3835
2004,3,7,5,8367.96517
2005,3,7,5,7421.56749
2006,3,7,5,8210.05468
2007,3,7,5,897.80075
2008,3,7,5,252.1335
1950,4,7,5,164.25
1951,4,7,5,132.75
1952,4,7,5,250.25
1953,4,7,5,266
1954,4,7,5,311.5
1955,4,7,5,225.25
1956,4,7,5,154.75
1957,4,7,5,155.25
1958,4,7,5,151.25
1959,4,7,5,97
1960,4,7,5,56.25
1961,4,7,5,118
1962,4,7,5,104.75
1963,4,7,5,383.25
1964,4,7,5,315.25
1965,4,7,5,108.75
1966,4,7,5,560.38751
1967,4,7,5,866.83127
1968,4,7,5,1063.71879
1969,4,7,5,1044.33127
1970,4,7,5,698.77627
1971,4,7,5,1208.55253
1972,4,7,5,1122.27627
1973,4,7,5,892.84783
1974,4,7,5,1525.38468
1975,4,7,5,1703.66378
1976,4,7,5,3083.79164
1977,4,7,5,3726.70155
1978,4,7,5,2125.46706
1979,4,7,5,2232.73067
1980,4,7,5,1530.30879
1981,4,7,5,1246.2586
1982,4,7,5,2959.79507
1983,4,7,5,2443.9489
1984,4,7,5,2271.66741
1985,4,7,5,3036.49127
1986,4,7,5,1978.22679
1987,4,7,5,1613.50199
1988,4,7,5,1969.84932
1989,4,7,5,1369.88576
1990,4,7,5,1520.76163
1991,4,7,5,1638.84184
1992,4,7,5,2368.92685
1993,4,7,5,2520.50767
1994,4,7,5,4021.16642
1995,4,7,5,2334.46745
1996,4,7,5,3580.71552
1997,4,7,5,3493.7234
1998,4,7,5,7465.70863
1999,4,7,5,7129.124
2000,4,7,5,7298.29886
2001,4,7,5,7176.54885
2002,4,7,5,6554.18436
2003,4,7,5,7354.5258
2004,4,7,5,7490.68328
2005,4,7,5,6811.09075
2006,4,7,5,7710.00168
2007,4,7,5,707.80075
2008,4,7,5,252.1335
1950,2,7,6,530.75
1951,2,7,6,462.51
1952,2,7,6,583.4675
1953,2,7,6,632.095
1954,2,7,6,829.867
1955,2,7,6,566.167
1956,2,7,6,452.71
1957,2,7,6,393.48
1958,2,7,6,364.5895
1959,2,7,6,280.634
1960,2,7,6,280.686
1961,2,7,6,290.186
1962,2,7,6,192.7505
1963,2,7,6,419.2475
1964,2,7,6,337.85
1965,2,7,6,126.299
1966,2,7,6,457.16271
1967,2,7,6,705.39457
1968,2,7,6,786.75527
1969,2,7,6,878.38257
1970,2,7,6,575.45709
1971,2,7,6,917.51141
1972,2,7,6,996.23509
1973,2,7,6,1738.90044
1974,2,7,6,3450.55704
1975,2,7,6,3036.21239
1976,2,7,6,5655.00485
1977,2,7,6,2532.69402
1978,2,7,6,2976.68678
1979,2,7,6,1807.67888
1980,2,7,6,3864.79051
1981,2,7,6,4720.76166
1982,2,7,6,4483.46609
1983,2,7,6,3892.92147
1984,2,7,6,4576.12134
1985,2,7,6,4478.99506
1986,2,7,6,3416.32464
1987,2,7,6,3037.89229
1988,2,7,6,3552.98022
1989,2,7,6,4309.39362
1990,2,7,6,4518.01771
1991,2,7,6,4677.13974
1992,2,7,6,6209.20261
1993,2,7,6,7603.6682
1994,2,7,6,8431.6996
1995,2,7,6,9383.31284
1996,2,7,6,8605.16885
1997,2,7,6,12525.59414
1998,2,7,6,9040.08142
1999,2,7,6,10177.23042
2000,2,7,6,9575.26661
2001,2,7,6,9993.76459
2002,2,7,6,11789.62673
2003,2,7,6,12435.7047
2004,2,7,6,13775.66637
2005,2,7,6,14578.05401
2006,2,7,6,13705.33268
2007,2,7,6,45851.50903
2008,2,7,6,11408.63598
2009,1,7,7,366.06875
2010,1,7,7,194.10325
2011,1,7,7,38.255
2012,1,7,7,26.39685
2015,1,7,7,354.47025
2016,1,7,7,917.99397
2009,2,7,7,9739.97274
2010,2,7,7,4033.51369
2011,2,7,7,3825.30363
2012,2,7,7,5748.83348
2013,2,7,7,6670.10545
2014,2,7,7,6870.37307
2015,2,7,7,6617.69124
2016,2,7,7,7902.40519
2009,3,7,7,366.06875
2010,3,7,7,194.301
2011,3,7,7,38.255
2012,3,7,7,20.52076
2013,3,7,7,932.75628
2014,3,7,7,946.7695
2015,3,7,7,1574.731
2016,3,7,7,1142.15352
2009,4,7,7,366.06875
2010,4,7,7,194.10325
2011,4,7,7,38.255
2012,4,7,7,20.53633
2015,4,7,7,1009.59048
2016,4,7,7,920.38993
1950,3,5,8,2199.92
1951,3,5,8,6728.26
1952,3,5,8,14751.8
1953,3,5,8,10217.035
1954,3,5,8,12144.535
1955,3,5,8,13393.555
1956,3,5,8,5313.475
1957,3,5,8,6436.565
1958,3,5,8,3860.14
1959,3,5,8,3240.77
1960,3,5,8,4214.8
1961,3,5,8,8552.96
1962,3,5,8,8730.29
1963,3,5,8,167.05
1964,3,5,8,1461.045
1965,3,5,8,2505.75
1966,3,5,8,999.73
1967,3,5,8,2014.88
1968,3,5,8,753.01
1969,3,5,8,841.675
1970,3,5,8,470.31
1971,3,5,8,652.78
1972,3,5,8,430.47497
1973,3,5,8,421.48001
1974,3,5,8,868.66
1975,3,5,8,988
1976,3,5,8,529
1977,3,5,8,764
1978,3,5,8,221
1979,3,5,8,60
1980,3,5,8,206.37767
1981,3,5,8,59.35758
1982,3,5,8,50
1983,3,5,8,1
1984,3,5,8,242.59768
1986,3,5,8,31
1999,3,5,8,5
2016,3,5,8,41.738
1980,4,5,8,29.10074
1984,4,5,8,0.40232
1980,3,6,8,46.52159
1981,3,6,8,101.64242
1992,1,7,9,28.51152
1993,1,7,9,59.97732
2002,1,7,9,4
2008,1,7,9,13.35
1991,2,7,9,1212.22928
1992,2,7,9,7.12788
1993,2,7,9,44.38322
1994,2,7,9,990.30101
1995,2,7,9,856.85619
1996,2,7,9,955.18395
1997,2,7,9,764.14716
1998,2,7,9,498.43932
1999,2,7,9,516.3809
2000,2,7,9,512.68045
2001,2,7,9,499
2002,2,7,9,659
2003,2,7,9,880
2004,2,7,9,375.83846
2005,2,7,9,448
2006,2,7,9,831.02109
2007,2,7,9,816.546
2008,2,7,9,807.945
2009,2,7,9,609.43
2010,2,7,9,369.539
2011,2,7,9,366.005
2012,2,7,9,366.779
2013,2,7,9,380.325
2014,2,7,9,377.8669
2015,2,7,9,437.736
2016,2,7,9,436.06854
1991,3,7,9,205.77072
1992,3,7,9,798.63249
1993,3,7,9,857.67574
1994,3,7,9,399.02238
1995,3,7,9,345.25341
1996,3,7,9,384.87265
1997,3,7,9,307.89812
1998,3,7,9,328.63034
1999,3,7,9,340.45955
2000,3,7,9,338.01977
2001,3,7,9,329
2002,3,7,9,207
2003,3,7,9,109
2004,3,7,9,451.35954
2005,3,7,9,429
2006,3,7,9,190.97891
1992,4,7,9,241.72811
1993,4,7,9,95.96372
1994,4,7,9,20.67661
1995,4,7,9,17.8904
1996,4,7,9,19.9434
1997,4,7,9,15.95472
1998,4,7,9,61.93034
1999,4,7,9,64.15955
2000,4,7,9,63.69978
2001,4,7,9,62
2002,4,7,9,105
2003,4,7,9,148
2005,4,7,9,140.152
1963,2,2,10,652.35223
1964,2,2,10,1347.77496
1965,2,2,10,4.29503
1969,2,2,10,10.08418
1970,2,2,10,194.32535
1971,2,2,10,222.39781
1972,2,2,10,16.45717
1975,2,2,10,493.39071
1977,2,2,10,1204
1978,2,2,10,1071
1979,2,2,10,989.47439
1980,2,2,10,193
1981,2,2,10,249.72614
1982,2,2,10,63.1031
1983,2,2,10,102.08199
1984,2,2,10,106.60124
1950,3,2,10,0.94171
1951,3,2,10,94.17085
1954,3,2,10,51.79397
1958,3,2,10,129.95577
1959,3,2,10,735.47437
1960,3,2,10,260.85326
1961,3,2,10,850.36282
1962,3,2,10,3548.35778
1963,3,2,10,4655.31562
1964,3,2,10,3802.22504
1965,3,2,10,3326.70497
1966,3,2,10,1006
1967,3,2,10,2082
1968,3,2,10,687
1969,3,2,10,1107.91582
1970,3,2,10,4093.67465
1971,3,2,10,3546.60219
1972,3,2,10,1994.54283
1973,3,2,10,1656
1974,3,2,10,960
1975,3,2,10,1826.60929
1976,3,2,10,1582
1977,3,2,10,298
1978,3,2,10,159
1979,3,2,10,391.52561
1980,3,2,10,565
1981,3,2,10,516.27386
1982,3,2,10,131.682
1983,3,2,10,213.22733
1984,3,2,10,222.66708
1950,4,2,10,0.05829
1951,4,2,10,5.82915
1954,4,2,10,3.20603
1958,4,2,10,8.04422
1959,4,2,10,45.52563
1960,4,2,10,16.14673
1961,4,2,10,52.63718
1962,4,2,10,219.64221
1963,4,2,10,462.33215
1981,4,2,10,144
1982,4,2,10,42.21491
1983,4,2,10,68.69068
1984,4,2,10,71.73168
2009,1,2,11,2.81364
2012,1,2,11,0.4195
2013,1,2,11,19.32976
2014,1,2,11,14.00335
2015,1,2,11,5.63346
1985,2,2,11,100.22112
1986,2,2,11,95.70186
1987,2,2,11,97.56273
2009,2,2,11,3.86503
2012,2,2,11,0.4195
2013,2,2,11,17.5443
2014,2,2,11,21.77042
2015,2,2,11,10.90113
1985,3,2,11,209.34037
1986,3,2,11,199.90062
1987,3,2,11,203.78758
1988,3,2,11,383
1989,3,2,11,385
1990,3,2,11,384
1991,3,2,11,237
1992,3,2,11,300
1993,3,2,11,295
1994,3,2,11,301
1995,3,2,11,249
1996,3,2,11,245
1997,3,2,11,250
1998,3,2,11,249
1999,3,2,11,103.33334
2000,3,2,11,275.2
2001,3,2,11,195.9
2002,3,2,11,207.74
2003,3,2,11,265.42
2004,3,2,11,31.786
2005,3,2,11,178.283
2006,3,2,11,3.594
2007,3,2,11,27.948
2009,3,2,11,2.58066
2012,3,2,11,0.4195
2013,3,2,11,4.73542
2014,3,2,11,4.30873
2015,3,2,11,7.682
1985,4,2,11,67.43851
1986,4,2,11,64.39752
1987,4,2,11,65.64969
1999,4,2,11,144.66666
2009,4,2,11,2.18041
2012,4,2,11,0.4195
2013,4,2,11,0.93156
2014,4,2,11,1.7575
2015,4,2,11,14.63239
1990,1,2,14,3.90387
1990,2,2,14,2.40238
1991,2,2,14,0.30027
1992,2,2,14,0.29605
2008,2,2,14,7.80291
2013,2,2,14,0.552
2014,2,2,14,0.52038
1975,3,2,14,12
1976,3,2,14,2
1977,3,2,14,2
1978,3,2,14,1.99044
1979,3,2,14,1
1981,3,2,14,0.90617
1990,3,2,14,351.83102
1991,3,2,14,288.7584
1992,3,2,14,300.34775
1993,3,2,14,256.43909
1994,3,2,14,240.9397
1995,3,2,14,284.51713
1996,3,2,14,243.69474
1997,3,2,14,265.19588
1998,3,2,14,292.84966
2000,3,2,14,176.82661
2001,3,2,14,266.331
2002,3,2,14,351.4756
2003,3,2,14,266.2353
2004,3,2,14,186.50353
2005,3,2,14,188.28346
2006,3,2,14,251.10365
2007,3,2,14,87.78471
2008,3,2,14,153.97444
2009,3,2,14,142.67919
2010,3,2,14,91.32514
2011,3,2,14,84.03434
2012,3,2,14,76.6052
2013,3,2,14,50.36589
2014,3,2,14,36.45757
2015,3,2,14,55.48743
2016,3,2,14,38.79816
1990,4,2,14,64.95392
1991,4,2,14,123.41043
1992,4,2,14,66.70461
1993,4,2,14,37.58662
1994,4,2,14,1.80076
1995,4,2,14,39.53009
