"Year","Quarter","Area","qNo","Fleet","Index","lt","CV","Name"
2021,3,3,18,14,0.230706514484786,0,0.191,"CAN GSL"
1996,3,2,19,14,0.58260691035147,0,0.168,"CAN SWNS"
1997,3,2,19,14,0.507490925054583,0,0.165,"CAN SWNS"
1998,3,2,19,14,0.654058701243632,0,0.173,"CAN SWNS"
1999,3,2,19,14,1.25132238921401,0,0.181,"CAN SWNS"
2000,3,2,19,14,0.549629160708934,0,0.184,"CAN SWNS"
2001,3,2,19,14,1.04246330814461,0,0.176,"CAN SWNS"
2002,3,2,19,14,1.05895218296588,0,0.164,"CAN SWNS"
2003,3,2,19,14,0.859253587908301,0,0.178,"CAN SWNS"
2004,3,2,19,14,1.10475461302496,0,0.156,"CAN SWNS"
2005,3,2,19,14,1.27147545844,0,0.168,"CAN SWNS"
2006,3,2,19,14,1.66354425974571,0,0.159,"CAN SWNS"
2007,3,2,19,14,1.22933722278565,0,0.162,"CAN SWNS"
2008,3,2,19,14,1.44002840105741,0,0.168,"CAN SWNS"
2009,3,2,19,14,2.18935615682392,0,0.166,"CAN SWNS"
2010,3,2,19,14,2.46600283438075,0,0.166,"CAN SWNS"
2011,3,2,19,14,2.02446740861124,0,0.16,"CAN SWNS"
2012,3,2,19,14,1.94568722890963,0,0.174,"CAN SWNS"
2013,3,2,19,14,1.26781126403528,0,0.165,"CAN SWNS"
2014,3,2,19,14,1.61224553807954,0,0.177,"CAN SWNS"
2015,3,2,19,14,1.79728735551822,0,0.169,"CAN SWNS"
2016,3,2,19,14,2.00981063099234,0,0.172,"CAN SWNS"
2017,3,2,19,14,1.88339592402928,0,0.183,"CAN SWNS"
2018,3,2,19,14,1.77347009188749,0,0.182,"CAN SWNS"
2019,3,2,19,14,1.98599336736162,0,0.171,"CAN SWNS"
2020,3,2,19,14,2.48615590360675,0,0.198,"CAN SWNS"
2021,3,2,19,14,2.65837304062888,0,0.199,"CAN SWNS"
1995,3,2,20,15,1.263941674,NA,0.123730846,"US_RR_66_144"
1996,3,2,20,15,1.329040159,NA,0.124090373,"US_RR_66_144"
1997,3,2,20,15,2.00384457,NA,0.100820346,"US_RR_66_144"
1998,3,2,20,15,0.941407203,NA,0.102160931,"US_RR_66_144"
1999,3,2,20,15,0.902959199,NA,0.173788186,"US_RR_66_144"
2000,3,2,20,15,1.15460284,NA,0.180934633,"US_RR_66_144"
2001,3,2,20,15,0.766376268,NA,0.113688484,"US_RR_66_144"
2002,3,2,20,15,1.066390222,NA,0.14989977,"US_RR_66_144"
2003,3,2,20,15,0.6779487,NA,0.088203133,"US_RR_66_144"
2004,3,2,20,15,1.641419134,NA,0.091641474,"US_RR_66_144"
2005,3,2,20,15,1.55372696,NA,0.105580558,"US_RR_66_144"
2006,3,2,20,15,0.707334658,NA,0.162239925,"US_RR_66_144"
2007,3,2,20,15,0.69358519,NA,0.08780509,"US_RR_66_144"
2008,3,2,20,15,0.680495302,NA,0.096621721,"US_RR_66_144"
2009,3,2,20,15,0.556638621,NA,0.121019289,"US_RR_66_144"
2010,3,2,20,15,0.871272838,NA,0.103937367,"US_RR_66_144"
2011,3,2,20,15,0.757053358,NA,0.116099873,"US_RR_66_144"
2012,3,2,20,15,0.834652372,NA,0.130943859,"US_RR_66_144"
2013,3,2,20,15,1.308385107,NA,0.125213325,"US_RR_66_144"
2014,3,2,20,15,0.804772755,NA,0.150780358,"US_RR_66_144"
2015,3,2,20,15,0.37588059,NA,0.142546894,"US_RR_66_144"
2016,3,2,20,15,0.575554414,NA,0.146084167,"US_RR_66_144"
2017,3,2,20,15,0.930002784,NA,0.144496654,"US_RR_66_144"
2018,3,2,20,15,0.676839421,NA,0.160343501,"US_RR_66_144"
2019,3,2,20,15,1.230815708,NA,0.130141059,"US_RR_66_144"
2020,3,2,20,15,1.695059952,NA,0.148772891,"US_RR_66_144"
2021,3,2,20,15,2.128127077,NA,0.116145358,"US_RR_66_144"
1994,2,1,21,1,0.889850131296121,0,0.3,"MEXUS_GOM_PLL"
1995,2,1,21,1,0.439925907607071,0,0.28,"MEXUS_GOM_PLL"
1996,2,1,21,1,0.779868654394353,0,0.19,"MEXUS_GOM_PLL"
1997,2,1,21,1,0.209964637721557,0,0.53,"MEXUS_GOM_PLL"
1998,2,1,21,1,0.749873706148417,0,0.27,"MEXUS_GOM_PLL"
1999,2,1,21,1,0.44992422368905,0,0.25,"MEXUS_GOM_PLL"
2000,2,1,21,1,2.23962280236327,0,0.15,"MEXUS_GOM_PLL"
2001,2,1,21,1,0.969836659951952,0,0.18,"MEXUS_GOM_PLL"
2002,2,1,21,1,1.44975583188694,0,0.17,"MEXUS_GOM_PLL"
2003,2,1,21,1,1.18979961375549,0,0.15,"MEXUS_GOM_PLL"
2004,2,1,21,1,0.599898964918733,0,0.16,"MEXUS_GOM_PLL"
2005,2,1,21,1,0.549907384508839,0,0.16,"MEXUS_GOM_PLL"
2006,2,1,21,1,0.789866970476332,0,0.16,"MEXUS_GOM_PLL"
2007,2,1,21,1,0.489917488016966,0,0.15,"MEXUS_GOM_PLL"
2008,2,1,21,1,0.799865286558311,0,0.14,"MEXUS_GOM_PLL"
2009,2,1,21,1,0.679885493574565,0,0.14,"MEXUS_GOM_PLL"
2010,2,1,21,1,0.509914120180923,0,0.14,"MEXUS_GOM_PLL"
2011,2,1,21,1,0.939841711706015,0,0.15,"MEXUS_GOM_PLL"
2012,2,1,21,1,1.48974909621485,0,0.13,"MEXUS_GOM_PLL"
2013,2,1,21,1,0.71987875790248,0,0.14,"MEXUS_GOM_PLL"
2014,2,1,21,1,1.30977940673923,0,0.13,"MEXUS_GOM_PLL"
2015,2,1,21,1,1.89968005557599,0,0.13,"MEXUS_GOM_PLL"
2016,2,1,21,1,1.57973394095266,0,0.13,"MEXUS_GOM_PLL"
2017,2,1,21,1,1.15980466550955,0,0.15,"MEXUS_GOM_PLL"
2018,2,1,21,1,1.44975583188694,0,0.14,"MEXUS_GOM_PLL"
2019,2,1,21,1,1.6597204696085,0,0.14,"MEXUS_GOM_PLL"
2020,2,1,21,1,1.24978951024736,0,0.16,"MEXUS_GOM_PLL"
2021,2,1,21,1,1.78969857867422,0,0.14,"MEXUS_GOM_PLL"
