ID1;Source;ID;Year;Length;Type_length;Weight;Type_of_weight;age;Prob.East.;GEAR;BFT_Area;Month;quarter;Method
1674;US+Can;2011_MA_209;2011;17.630.242;EST_L;101.269.323.757.754;EST_L;9;0.192;RR;W_ATL;3;1;Otolith Chemistry
1675;US+Can;2011_MA_210;2011;17.726.302;EST_L;102.938.348.948.967;EST_L;8;0.044;RR;W_ATL;3;1;Otolith Chemistry
1676;US+Can;2011_MA_211;2011;18.446.752;EST_L;116.045.087.297.218;EST_L;9;0.286;RR;W_ATL;3;1;Otolith Chemistry
1677;US+Can;2011_MA_212;2011;1.732.285;EST_L;960.500.130.591.504;EST_L;10;0.024;RR;W_ATL;3;1;Otolith Chemistry
1678;US+Can;2011_MA_213;2011;18.245.026;EST_L;112.269.211.751.053;EST_L;9;0.054;RR;W_ATL;3;1;Otolith Chemistry
1679;US+Can;2011_MA_214;2011;25.833.766;EST_L;319.631.675.665.786;EST_L;19;1;RR;W_ATL;3;1;Otolith Chemistry
1680;US+Can;2011_MA_215;2011;16.496.734;EST_L;82.919.439.968.741;EST_L;8;0.492;RR;W_ATL;3;1;Otolith Chemistry
1681;US+Can;2011_MA_216;2011;1.813.936;EST_L;110.324.523.508.123;EST_L;9;0.224;RR;W_ATL;3;1;Otolith Chemistry
1682;US+Can;2011_MA_217;2011;18.648.478;EST_L;119.904.807.279.969;EST_L;9;0.064;RR;W_ATL;3;1;Otolith Chemistry
1683;US+Can;2011_MA_218;2011;18.552.418;EST_L;118.056.330.026.182;EST_L;10;0.382;RR;W_ATL;3;1;Otolith Chemistry
1684;US+Can;2011_MA_219;2011;1.885.981;EST_L;124.039.259.245.053;EST_L;9;0.034;RR;W_ATL;3;1;Otolith Chemistry
1685;US+Can;2011_MA_220;2011;17.524.576;EST_L;994.543.715.559.635;EST_L;10;0.422;RR;W_ATL;3;1;Otolith Chemistry
1686;US+Can;2011_MA_221;2011;17.524.576;EST_L;994.543.715.559.635;EST_L;9;0.458;RR;W_ATL;3;1;Otolith Chemistry
1687;US+Can;2011_MA_222;2011;18.033.694;EST_L;108.402.453.682.083;EST_L;10;0.916;RR;W_ATL;3;1;Otolith Chemistry
1688;US+Can;2011_MA_223;2011;17.217.184;EST_L;942.982.427.347.368;EST_L;9;0.046;RR;W_ATL;3;1;Otolith Chemistry
1689;US+Can;2011_MA_224;2011;17.831.968;EST_L;104.795.375.115.751;EST_L;9;0.058;RR;W_ATL;3;1;Otolith Chemistry
1690;US+Can;2011_MA_225;2011;17.831.968;EST_L;104.795.375.115.751;EST_L;11;0.442;RR;W_ATL;3;1;Otolith Chemistry
1691;US+Can;2011_MA_226;2011;20.704.162;EST_L;164.232.106.701.012;EST_L;12;0.454;RR;W_ATL;3;1;Otolith Chemistry
1692;US+Can;2011_MA_227;2011;16.496.734;EST_L;82.919.439.968.741;EST_L;10;0.98;RR;W_ATL;3;1;Otolith Chemistry
1693;US+Can;2011_MA_228;2011;15.267.166;EST_L;656.836.432.880.922;EST_L;7;0.922;RR;W_ATL;3;1;Otolith Chemistry
1694;US+Can;2011_MA_229;2011;18.725.326;EST_L;121.397.424.128.381;EST_L;10;0.99;RR;W_ATL;3;1;Otolith Chemistry
1695;US+Can;2011_MA_230;2011;15.680.224;EST_L;711.763.003.794.791;EST_L;8;0.324;RR;W_ATL;3;1;Otolith Chemistry
1696;US+Can;2011_MA_231;2011;17.476.546;EST_L;986.366.229.335.282;EST_L;9;0.176;RR;W_ATL;3;1;Otolith Chemistry
1697;US+Can;2011_MA_232;2011;18.754.144;EST_L;121.960.337.509.383;EST_L;10;0.274;RR;W_ATL;3;1;Otolith Chemistry
1698;US+Can;2011_MA_233;2011;17.937.634;EST_L;10.667.463.323.621;EST_L;11;0.928;RR;W_ATL;3;1;Otolith Chemistry
1699;US+Can;2011_MA_234;2011;1.895.587;EST_L;125.949.598.338.582;EST_L;9;0.662;RR;W_ATL;3;1;Otolith Chemistry
1700;US+Can;2011_MA_235;2011;17.476.546;EST_L;986.366.229.335.282;EST_L;9;0.48;RR;W_ATL;3;1;Otolith Chemistry
1701;US+Can;2011_MA_236;2011;18.245.026;EST_L;112.269.211.751.053;EST_L;10;0.026;RR;W_ATL;3;1;Otolith Chemistry
1702;US+Can;2011_MA_237;2011;18.245.026;EST_L;112.269.211.751.053;EST_L;9;0.152;RR;W_ATL;3;1;Otolith Chemistry
1703;US+Can;2011_MA_238;2011;18.917.446;EST_L;125.183.123.312.196;EST_L;9;0.34;RR;W_ATL;3;1;Otolith Chemistry
1704;US+Can;2011_MA_239;2011;12.865.666;EST_L;392.517.496.366.102;EST_L;7;0.268;RR;W_ATL;3;1;Otolith Chemistry
1705;US+Can;2011_MA_240;2011;1.386.469;EST_L;491.545.247.155.686;EST_L;6;0.01;RR;W_ATL;3;1;Otolith Chemistry
1706;US+Can;2011_MA_241;2011;17.879.998;EST_L;105.646.819.340.756;EST_L;9;0.622;RR;W_ATL;3;1;Otolith Chemistry
1707;US+Can;2011_MA_242;2011;13.970.356;EST_L;502.901.491.318.185;EST_L;9;0.174;RR;W_ATL;3;1;Otolith Chemistry
1708;US+Can;2011_MA_243;2011;17.313.244;EST_L;95.889.870.975.778;EST_L;10;0.036;RR;W_ATL;3;1;Otolith Chemistry
1709;US+Can;2011_MA_244;2011;16.227.766;EST_L;789.185.553.233.205;EST_L;9;0.01;RR;W_ATL;3;1;Otolith Chemistry
1710;US+Can;2011_MA_245;2011;18.552.418;EST_L;118.056.330.026.182;EST_L;9;0.42;RR;W_ATL;3;1;Otolith Chemistry
1711;US+Can;2011_MA_246;2011;17.524.576;EST_L;994.543.715.559.635;EST_L;10;0.002;RR;W_ATL;3;1;Otolith Chemistry
1712;US+Can;2011_MA_247;2011;15.987.616;EST_L;754.570.898.751.238;EST_L;7;0.182;RR;W_ATL;3;1;Otolith Chemistry
1713;US+Can;2011_MA_248;2011;17.937.634;EST_L;10.667.463.323.621;EST_L;10;0.822;RR;W_ATL;3;1;Otolith Chemistry
1714;US+Can;2011_MA_249;2011;17.726.302;EST_L;102.938.348.948.967;EST_L;9;0.024;RR;W_ATL;3;1;Otolith Chemistry
1715;US+Can;2011_MA_250;2011;19.474.594;EST_L;136.605.637.500.536;EST_L;11;0.238;RR;W_ATL;3;1;Otolith Chemistry
1716;US+Can;2011_MA_251;2011;1.732.285;EST_L;960.500.130.591.504;EST_L;8;0.226;RR;W_ATL;3;1;Otolith Chemistry
1717;US+Can;2011_MA_252;2011;18.552.418;EST_L;118.056.330.026.182;EST_L;10;0.024;RR;W_ATL;3;1;Otolith Chemistry
1718;US+Can;2011_MA_253;2011;18.245.026;EST_L;112.269.211.751.053;EST_L;10;0.048;RR;W_ATL;3;1;Otolith Chemistry
1719;US+Can;2011_MA_254;2011;18.033.694;EST_L;108.402.453.682.083;EST_L;8;0.004;RR;W_ATL;3;1;Otolith Chemistry
1720;US+Can;2011_MA_255;2011;18.033.694;EST_L;108.402.453.682.083;EST_L;9;0.072;RR;W_ATL;3;1;Otolith Chemistry
1721;US+Can;2011_MA_256;2011;166.024;EST_L;845.275.313.317.873;EST_L;7;0.002;RR;W_ATL;3;1;Otolith Chemistry
1722;US+Can;2012_MA_100;2012;1.741.891;EST_L;94.971.955.509.279;EST_L;9;0.526;RR;W_ATL;2;1;Otolith Chemistry
1723;US+Can;2012_MA_101;2012;15.776.284;EST_L;705.376.031.782.885;EST_L;8;0.936;RR;W_ATL;2;1;Otolith Chemistry
1724;US+Can;2012_MA_103;2012;1.588.195;EST_L;719.658.584.097.529;EST_L;9;0.988;RR;W_ATL;2;1;Otolith Chemistry
1725;US+Can;2012_MA_104;2012;17.726.302;EST_L;100.094.248.366.689;EST_L;8;0.338;RR;W_ATL;2;1;Otolith Chemistry
1726;US+Can;2012_MA_105;2012;1.588.195;EST_L;719.658.584.097.529;EST_L;7;0.612;RR;W_ATL;2;1;Otolith Chemistry
1727;US+Can;2012_MA_106;2012;17.015.458;EST_L;885.184.084.862.645;EST_L;7;0.53;RR;W_ATL;2;1;Otolith Chemistry
1728;US+Can;2012_MA_107;2012;16.083.676;EST_L;747.458.401.581.756;EST_L;8;0.108;RR;W_ATL;2;1;Otolith Chemistry
1729;US+Can;2012_MA_108;2012;1.588.195;EST_L;719.658.584.097.529;EST_L;8;0.058;RR;W_ATL;2;1;Otolith Chemistry
1730;US+Can;2012_MA_109;2012;15.795.496;EST_L;707.958.665.746.866;EST_L;7;0.15;RR;W_ATL;2;1;Otolith Chemistry
1731;US+Can;2012_MA_110;2012;17.236.396;EST_L;920.149.629.263.511;EST_L;10;0.986;RR;W_ATL;2;1;Otolith Chemistry
1732;US+Can;2012_MA_111;2012;1.669.846;EST_L;836.581.052.573.677;EST_L;8;0.43;RR;W_ATL;2;1;Otolith Chemistry
1733;US+Can;2012_MA_112;2012;14.959.774;EST_L;601.331.698.678.832;EST_L;6;0.894;RR;W_ATL;2;1;Otolith Chemistry
1734;US+Can;2012_MA_113;2012;17.726.302;EST_L;100.094.248.366.689;EST_L;8;0.986;RR;W_ATL;2;1;Otolith Chemistry
1735;US+Can;2012_MA_114;2012;15.680.224;EST_L;692.557.083.401.467;EST_L;7;0.076;RR;W_ATL;2;1;Otolith Chemistry
1736;US+Can;2012_MA_115;2012;16.295.008;EST_L;777.340.701.015.859;EST_L;8;0.978;RR;W_ATL;2;1;Otolith Chemistry
1737;US+Can;2012_MA_116;2012;18.648.478;EST_L;119.904.807.279.969;EST_L;8;0.016;RR;W_ATL;3;1;Otolith Chemistry
1738;US+Can;2012_MA_117;2012;1.967.632;EST_L;140.906.923.722.208;EST_L;10;0.12;RR;W_ATL;3;1;Otolith Chemistry
1739;US+Can;2012_MA_118;2012;16.909.792;EST_L;893.237.190.363.363;EST_L;8;0.222;RR;W_ATL;3;1;Otolith Chemistry
1740;US+Can;2012_MA_119;2012;14.902.138;EST_L;610.717.070.961.913;EST_L;7;0.98;RR;W_ATL;3;1;Otolith Chemistry
1741;US+Can;2012_MA_120;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;6;0.958;RR;W_ATL;3;1;Otolith Chemistry
1742;US+Can;2012_MA_121;2012;16.496.734;EST_L;82.919.439.968.741;EST_L;6;0.044;RR;W_ATL;3;1;Otolith Chemistry
1743;US+Can;2012_MA_122;2012;17.111.518;EST_L;925.679.316.051.807;EST_L;8;0.978;RR;W_ATL;3;1;Otolith Chemistry
1744;US+Can;2012_MA_123;2012;11.981.914;EST_L;316.871.437.749.268;EST_L;6;0;RR;W_ATL;3;1;Otolith Chemistry
1745;US+Can;2012_MA_124;2012;17.111.518;EST_L;925.679.316.051.807;EST_L;7;0.538;RR;W_ATL;3;1;Otolith Chemistry
1746;US+Can;2012_MA_125;2012;1.885.981;EST_L;124.039.259.245.053;EST_L;11;0.054;RR;W_ATL;3;1;Otolith Chemistry
1747;US+Can;2012_MA_126;2012;1.506.544;EST_L;631.072.484.095.187;EST_L;7;0.232;RR;W_ATL;3;1;Otolith Chemistry
1748;US+Can;2012_MA_127;2012;1.669.846;EST_L;86.007.380.319.077;EST_L;8;0.13;RR;W_ATL;3;1;Otolith Chemistry
1749;US+Can;2012_MA_128;2012;15.680.224;EST_L;711.763.003.794.791;EST_L;8;0.002;RR;W_ATL;3;1;Otolith Chemistry
1750;US+Can;2012_MA_129;2012;151.615;EST_L;643.255.208.305.841;EST_L;7;0.612;RR;W_ATL;3;1;Otolith Chemistry
1751;US+Can;2012_MA_130;2012;14.758.048;EST_L;593.124.533.663.018;EST_L;8;0.826;RR;W_ATL;3;1;Otolith Chemistry
1752;US+Can;2012_MA_131;2012;15.372.832;EST_L;670.607.754.098.707;EST_L;8;0.346;RR;W_ATL;3;1;Otolith Chemistry
1753;US+Can;2012_MA_132;2012;16.909.792;EST_L;893.237.190.363.363;EST_L;7;0.09;RR;W_ATL;3;1;Otolith Chemistry
1754;US+Can;2012_MA_133;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;7;0.986;RR;W_ATL;3;1;Otolith Chemistry
1755;US+Can;2012_MA_134;2012;16.496.734;EST_L;82.919.439.968.741;EST_L;7;0.048;RR;W_ATL;3;1;Otolith Chemistry
1756;US+Can;2012_MA_135;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;7;0.858;RR;W_ATL;3;1;Otolith Chemistry
1757;US+Can;2012_MA_136;2012;18.033.694;EST_L;108.402.453.682.083;EST_L;7;0.858;RR;W_ATL;3;1;Otolith Chemistry
1758;US+Can;2012_MA_137;2012;1.588.195;EST_L;739.667.243.751.324;EST_L;7;0.968;RR;W_ATL;3;1;Otolith Chemistry
1759;US+Can;2012_MA_138;2012;14.652.382;EST_L;580.440.636.118.833;EST_L;7;0.776;RR;W_ATL;3;1;Otolith Chemistry
1760;US+Can;2012_MA_139;2012;20.291.104;EST_L;146.225.668.190.458;EST_L;11;0.218;RR;W_ATL;1;1;Otolith Chemistry
1761;US+Can;2012_MA_140;2012;20.291.104;EST_L;154.571.402.250.988;EST_L;11;0.156;RR;W_ATL;3;1;Otolith Chemistry
1762;US+Can;2012_MA_141;2012;20.195.044;EST_L;152.380.482.197.346;EST_L;11;0.312;RR;W_ATL;3;1;Otolith Chemistry
1763;US+Can;2012_MA_142;2012;18.648.478;EST_L;119.904.807.279.969;EST_L;10;0.074;RR;W_ATL;3;1;Otolith Chemistry
1764;US+Can;2012_MA_143;2012;18.341.086;EST_L;114.056.849.502.971;EST_L;10;0.042;RR;W_ATL;3;1;Otolith Chemistry
1765;US+Can;2012_MA_144;2012;17.111.518;EST_L;925.679.316.051.807;EST_L;8;0.988;RR;W_ATL;3;1;Otolith Chemistry
1766;US+Can;2012_MA_145;2012;1.741.891;EST_L;976.612.649.001.825;EST_L;10;0.542;RR;W_ATL;3;1;Otolith Chemistry
1767;US+Can;2012_MA_146;2012;15.776.284;EST_L;724.961.405.384.059;EST_L;8;0.108;RR;W_ATL;3;1;Otolith Chemistry
1768;US+Can;2012_MA_147;2012;14.758.048;EST_L;593.124.533.663.018;EST_L;10;0.074;RR;W_ATL;3;1;Otolith Chemistry
1769;US+Can;2012_MA_148;2012;17.111.518;EST_L;925.679.316.051.807;EST_L;9;0.036;RR;W_ATL;3;1;Otolith Chemistry
1770;US+Can;2012_MA_149;2012;15.680.224;EST_L;711.763.003.794.791;EST_L;7;0.728;RR;W_ATL;3;1;Otolith Chemistry
1771;US+Can;2012_MA_150;2012;16.295.008;EST_L;79.906.410.987.651;EST_L;7;0.016;RR;W_ATL;3;1;Otolith Chemistry
1772;US+Can;2012_MA_151;2012;12.500.638;EST_L;359.960.221.060.911;EST_L;6;1;RR;W_ATL;3;1;Otolith Chemistry
1773;US+Can;2012_MA_152;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;9;0.85;RR;W_ATL;3;1;Otolith Chemistry
1774;US+Can;2012_MA_153;2012;15.776.284;EST_L;724.961.405.384.059;EST_L;8;0.012;RR;W_ATL;3;1;Otolith Chemistry
1775;US+Can;2012_MA_154;2012;1.588.195;EST_L;739.667.243.751.324;EST_L;8;0.126;RR;W_ATL;3;1;Otolith Chemistry
1776;US+Can;2012_MA_155;2012;14.959.774;EST_L;617.850.487.533.695;EST_L;8;0.754;RR;W_ATL;3;1;Otolith Chemistry
1777;US+Can;2012_MA_156;2012;14.854.108;EST_L;604.814.728.585.547;EST_L;9;0.98;RR;W_ATL;3;1;Otolith Chemistry
1778;US+Can;2012_MA_157;2012;18.033.694;EST_L;108.402.453.682.083;EST_L;8;0.92;RR;W_ATL;3;1;Otolith Chemistry
1779;US+Can;2012_MA_158;2012;12.702.364;EST_L;377.719.673.101.404;EST_L;7;0.058;RR;W_ATL;3;1;Otolith Chemistry
1780;US+Can;2012_MA_159;2012;1.885.981;EST_L;124.039.259.245.053;EST_L;11;0.108;RR;W_ATL;3;1;Otolith Chemistry
1781;US+Can;2012_MA_160;2012;1.506.544;EST_L;631.072.484.095.187;EST_L;8;0.572;RR;W_ATL;3;1;Otolith Chemistry
1782;US+Can;2012_MA_161;2012;19.474.594;EST_L;136.605.637.500.536;EST_L;12;0.19;RR;W_ATL;3;1;Otolith Chemistry
1783;US+Can;2012_MA_162;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;7;0.98;RR;W_ATL;3;1;Otolith Chemistry
1784;US+Can;2012_MA_163;2012;15.776.284;EST_L;724.961.405.384.059;EST_L;7;0.232;RR;W_ATL;3;1;Otolith Chemistry
1785;US+Can;2012_MA_164;2012;1.669.846;EST_L;86.007.380.319.077;EST_L;8;0.908;RR;W_ATL;3;1;Otolith Chemistry
1786;US+Can;2012_MA_165;2012;14.854.108;EST_L;604.814.728.585.547;EST_L;7;0.084;RR;W_ATL;3;1;Otolith Chemistry
1787;US+Can;2012_MA_166;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;7;0.222;RR;W_ATL;3;1;Otolith Chemistry
1788;US+Can;2012_MA_167;2012;16.189.342;EST_L;783.577.442.066.492;EST_L;9;0.198;RR;W_ATL;3;1;Otolith Chemistry
1789;US+Can;2012_MA_168;2012;15.267.166;EST_L;656.836.432.880.922;EST_L;6;0.18;RR;W_ATL;3;1;Otolith Chemistry
1790;US+Can;2012_MA_169;2012;15.267.166;EST_L;656.836.432.880.922;EST_L;9;0.982;RR;W_ATL;3;1;Otolith Chemistry
1791;US+Can;2012_MA_170;2012;15.776.284;EST_L;724.961.405.384.059;EST_L;8;0.99;RR;W_ATL;3;1;Otolith Chemistry
1792;US+Can;2012_MA_171;2012;1.280.803;EST_L;387.251.359.845.145;EST_L;6;0.024;RR;W_ATL;3;1;Otolith Chemistry
1793;US+Can;2012_MA_172;2012;15.680.224;EST_L;711.763.003.794.791;EST_L;8;0.272;RR;W_ATL;3;1;Otolith Chemistry
1794;US+Can;2012_MA_173;2012;16.083.676;EST_L;768.292.451.824.827;EST_L;8;0.024;RR;W_ATL;3;1;Otolith Chemistry
1795;US+Can;2012_MA_174;2012;16.391.068;EST_L;813.319.025.172.359;EST_L;7;0.078;RR;W_ATL;3;1;Otolith Chemistry
1796;US+Can;2012_MA_175;2012;1.588.195;EST_L;739.667.243.751.324;EST_L;8;0.686;RR;W_ATL;3;1;Otolith Chemistry
1797;US+Can;2012_MA_176;2012;1.669.846;EST_L;86.007.380.319.077;EST_L;8;0.3;RR;W_ATL;3;1;Otolith Chemistry
1798;US+Can;2012_MA_177;2012;16.391.068;EST_L;813.319.025.172.359;EST_L;8;0.664;RR;W_ATL;3;1;Otolith Chemistry
1799;US+Can;2012_MA_178;2012;15.680.224;EST_L;711.763.003.794.791;EST_L;7;0.734;RR;W_ATL;3;1;Otolith Chemistry
1800;US+Can;2012_MA_179;2012;17.015.458;EST_L;910.134.313.593.131;EST_L;9;0.978;RR;W_ATL;3;1;Otolith Chemistry
1801;US+Can;2012_MA_180;2012;1.967.632;EST_L;140.906.923.722.208;EST_L;9;0.012;RR;W_ATL;3;1;Otolith Chemistry
1802;US+Can;2012_MA_181;2012;16.391.068;EST_L;813.319.025.172.359;EST_L;7;0.048;RR;W_ATL;3;1;Otolith Chemistry
1803;US+Can;2012_MA_182;2012;16.391.068;EST_L;813.319.025.172.359;EST_L;7;0.966;RR;W_ATL;3;1;Otolith Chemistry
1804;US+Can;2012_MA_183;2012;16.804.126;EST_L;876.550.796.145.803;EST_L;8;0.086;RR;W_ATL;3;1;Otolith Chemistry
1805;US+Can;2012_MA_184;2012;18.648.478;EST_L;119.904.807.279.969;EST_L;12;0.092;RR;W_ATL;3;1;Otolith Chemistry
1806;US+Can;2012_MA_185;2012;15.574.558;EST_L;697.431.130.384.234;EST_L;9;0.108;RR;W_ATL;3;1;Otolith Chemistry
1807;US+Can;2012_MA_186;2012;16.391.068;EST_L;813.319.025.172.359;EST_L;9;0.904;RR;W_ATL;3;1;Otolith Chemistry
1808;US+Can;2012_MA_187;2012;15.468.892;EST_L;68.329.321.329.371;EST_L;8;0.338;RR;W_ATL;3;1;Otolith Chemistry
1809;US+Can;2012_MA_188;2012;19.368.928;EST_L;134.387.983.573.768;EST_L;9;0.386;RR;W_ATL;3;1;Otolith Chemistry
1810;US+Can;2012_MA_189;2012;1.506.544;EST_L;631.072.484.095.187;EST_L;8;0.222;RR;W_ATL;3;1;Otolith Chemistry
1811;US+Can;2012_MA_190;2012;9.887.806;EST_L;162.366.518.131.108;EST_L;3;0.918;RR;W_ATL;6;2;Otolith Chemistry
1812;US+Can;2012_MA_191;2012;12.145.216;EST_L;3.001.876.786.497;EST_L;3;0.992;RR;W_ATL;6;2;Otolith Chemistry
1813;US+Can;2012_MA_192;2012;14.335.384;EST_L;492.700.618.763.623;EST_L;6;0.134;RR;W_ATL;6;2;Otolith Chemistry
1814;US+Can;2012_MA_193;2012;1.007.032;EST_L;171.488.814.076.536;EST_L;5;0.226;RR;W_ATL;6;2;Otolith Chemistry
1815;US+Can;2012_MA_194;2012;12.625.516;EST_L;33.707.942.831.486;EST_L;4;0.016;RR;W_ATL;6;2;Otolith Chemistry
1816;US+Can;2012_MA_195;2012;12.385.366;EST_L;318.277.976.826.382;EST_L;5;0.46;RR;W_ATL;6;2;Otolith Chemistry
1817;US+Can;2012_MA_196;2012;12.692.758;EST_L;3.424.731.298.056;EST_L;4;0.622;RR;W_ATL;6;2;Otolith Chemistry
1818;US+Can;2012_MA_197;2012;10.252.834;EST_L;180.945.883.309.115;EST_L;5;0.45;RR;W_ATL;6;2;Otolith Chemistry
1819;US+Can;2012_MA_198;2012;10.185.592;EST_L;177.422.371.697.147;EST_L;6;0.078;RR;W_ATL;6;2;Otolith Chemistry
1820;US+Can;2012_MA_199;2012;12.510.244;EST_L;32.796.511.773.085;EST_L;5;0.05;RR;W_ATL;6;2;Otolith Chemistry
1821;US+Can;2012_MA_200;2012;1.300.015;EST_L;367.862.019.892.592;EST_L;6;0.012;RR;W_ATL;6;2;Otolith Chemistry
1822;US+Can;2012_MA_201;2012;12.510.244;EST_L;32.796.511.773.085;EST_L;7;0.202;RR;W_ATL;6;2;Otolith Chemistry
1823;US+Can;2012_MA_202;2012;13.365.178;EST_L;399.601.220.555.395;EST_L;5;0.562;RR;W_ATL;6;2;Otolith Chemistry
1824;US+Can;2012_MA_203;2012;12.443.002;EST_L;322.724.954.147.044;EST_L;4;0.276;RR;W_ATL;6;2;Otolith Chemistry
1825;US+Can;2012_MA_204;2012;11.405.554;EST_L;253.419.366.170.838;EST_L;4;0.048;RR;W_ATL;7;3;Otolith Chemistry
1826;US+Can;2012_MA_205;2012;12.385.366;EST_L;324.300.630.314.692;EST_L;5;0.006;RR;W_ATL;7;3;Otolith Chemistry
1827;US+Can;2012_MA_206;2012;1.031.047;EST_L;187.350.982.314.503;EST_L;4;0.106;RR;W_ATL;7;3;Otolith Chemistry
1828;US+Can;2012_MA_207;2012;12.020.338;EST_L;29.653.030.281.876;EST_L;5;0.038;RR;W_ATL;7;3;Otolith Chemistry
1829;US+Can;2012_MA_208;2012;11.780.188;EST_L;279.152.595.756.563;EST_L;4;0.032;RR;W_ATL;7;3;Otolith Chemistry
1830;US+Can;2012_MA_209;2012;12.385.366;EST_L;324.300.630.314.692;EST_L;5;0.49;RR;W_ATL;7;3;Otolith Chemistry
1831;US+Can;2012_MA_210;2012;9.945.442;EST_L;168.194.067.488.998;EST_L;3;0.014;RR;W_ATL;7;3;Otolith Chemistry
1832;US+Can;2012_MA_211;2012;12.750.394;EST_L;353.750.555.002.478;EST_L;5;0.058;RR;W_ATL;7;3;Otolith Chemistry
1833;US+Can;2012_MA_212;2012;11.165.404;EST_L;237.784.493.115.169;EST_L;5;0.148;RR;W_ATL;7;3;Otolith Chemistry
1834;US+Can;2012_MA_213;2012;12.385.366;EST_L;324.300.630.314.692;EST_L;4;0.3;RR;W_ATL;7;3;Otolith Chemistry
1835;US+Can;2012_MA_214;2012;10.435.348;EST_L;194.223.619.844.327;EST_L;5;0.202;RR;W_ATL;7;3;Otolith Chemistry
1836;US+Can;2012_MA_215;2012;1.031.047;EST_L;187.350.982.314.503;EST_L;3;0.466;RR;W_ATL;7;3;Otolith Chemistry
1837;US+Can;2012_MA_216;2012;10.800.376;EST_L;215.270.974.247.828;EST_L;4;0.032;RR;W_ATL;7;3;Otolith Chemistry
1838;US+Can;2012_MA_217;2012;12.625.516;EST_L;343.483.512.667.136;EST_L;4;0.122;RR;W_ATL;7;3;Otolith Chemistry
1839;US+Can;2012_MA_218;2012;10.925.254;EST_L;222.805.497.383.819;EST_L;4;0.074;RR;W_ATL;7;3;Otolith Chemistry
1840;US+Can;2012_MA_219;2012;12.750.394;EST_L;353.750.555.002.478;EST_L;4;0.054;RR;W_ATL;7;3;Otolith Chemistry
1841;US+Can;2012_MA_222;2012;10.560.226;EST_L;201.262.094.940.293;EST_L;4;0.388;RR;W_ATL;7;3;Otolith Chemistry
1842;US+Can;2012_MA_223;2012;12.875.272;EST_L;364.219.920.068.057;EST_L;5;0.098;RR;W_ATL;7;3;Otolith Chemistry
1843;US+Can;2012_MA_224;2012;132.403;EST_L;396.001.246.175.261;EST_L;6;0.01;RR;W_ATL;7;3;Otolith Chemistry
1844;US+Can;2012_MA_225;2012;12.385.366;EST_L;324.300.630.314.692;EST_L;5;0.016;RR;W_ATL;7;3;Otolith Chemistry
1845;US+Can;2012_MA_226;2012;1.300.015;EST_L;374.893.574.436.908;EST_L;6;0.01;RR;W_ATL;7;3;Otolith Chemistry
1846;US+Can;2012_MA_81;2012;15.680.224;EST_L;675.148.814.371.374;EST_L;6;0.99;RR;W_ATL;1;1;Otolith Chemistry
1847;US+Can;2012_MA_82;2012;15.776.284;EST_L;687.624.392.451.345;EST_L;7;0.968;RR;W_ATL;1;1;Otolith Chemistry
1848;US+Can;2012_MA_83;2012;18.446.752;EST_L;10.988.884.390.433;EST_L;8;0.016;RR;W_ATL;1;1;Otolith Chemistry
1849;US+Can;2012_MA_84;2012;16.391.068;EST_L;791.182.916.019.708;EST_L;6;0.038;RR;W_ATL;2;1;Otolith Chemistry
1850;US+Can;2012_MA_85;2012;1.958.026;EST_L;134.938.691.842.044;EST_L;11;0.1;RR;W_ATL;2;1;Otolith Chemistry
1851;US+Can;2012_MA_86;2012;19.464.988;EST_L;132.567.189.173.694;EST_L;10;0.106;RR;W_ATL;2;1;Otolith Chemistry
1852;US+Can;2012_MA_87;2012;15.776.284;EST_L;705.376.031.782.885;EST_L;8;0.588;RR;W_ATL;2;1;Otolith Chemistry
1853;US+Can;2012_MA_88;2012;15.555.346;EST_L;676.126.022.272.637;EST_L;8;0.334;RR;W_ATL;2;1;Otolith Chemistry
1854;US+Can;2012_MA_89;2012;15.468.892;EST_L;664.904.330.907.129;EST_L;8;0.972;RR;W_ATL;2;1;Otolith Chemistry
1855;US+Can;2012_MA_90;2012;19.705.138;EST_L;137.539.567.939.115;EST_L;10;0.338;RR;W_ATL;2;1;Otolith Chemistry
1856;US+Can;2012_MA_91;2012;15.574.558;EST_L;678.636.765.907.841;EST_L;8;0.346;RR;W_ATL;2;1;Otolith Chemistry
1857;US+Can;2012_MA_92;2012;1.458.514;EST_L;55.723.523.361.226;EST_L;7;0.858;RR;W_ATL;2;1;Otolith Chemistry
1858;US+Can;2012_MA_93;2012;15.776.284;EST_L;705.376.031.782.885;EST_L;7;0.962;RR;W_ATL;2;1;Otolith Chemistry
1859;US+Can;2012_MA_94;2012;18.341.086;EST_L;110.885.094.335.267;EST_L;10;0.596;RR;W_ATL;2;1;Otolith Chemistry
1860;US+Can;2012_MA_95;2012;15.267.166;EST_L;639.204.961.676.088;EST_L;8;0.878;RR;W_ATL;2;1;Otolith Chemistry
1861;US+Can;2012_MA_96;2012;1.885.981;EST_L;120.571.709.699.359;EST_L;11;0.136;RR;W_ATL;2;1;Otolith Chemistry
