,SampID,PortSampled,Source,ID,Year,Length,Type_length,Weight,Type_of_weight,age,Prob.East.,GEAR,BFT_Area,Month,quarter,Method
616,3700,Port Hood,Can,09BFT1-1,2012,260,CFL,336,TW,15,0.068,RR,GSL,10,4,stable isotope
617,3701,Port Hood,Can,09BFT1-1,2012,225,CFL,192,TW,9,0.164,RR,GSL,10,4,stable isotope
618,3702,Port Hood,Can,09BFT1-1,2012,253,CFL,283,TW,13,0.088,RR,GSL,10,4,stable isotope
619,3703,Port Hood,Can,09BFT1-1,2012,267,CFL,277,TW,15,0.032,RR,GSL,8,3,stable isotope
620,3704,Port Hood,Can,09BFT1-1,2012,245,CFL,259,TW,13,0.012,RR,GSL,9,3,stable isotope
621,3705,Port Hood,Can,09BFT1-1,2012,214,CFL,210,TW,10,0.072,RR,GSL,9,3,stable isotope
622,3706,Port Hood,Can,09BFT1-1,2012,254,CFL,339,TW,12,0.316,RR,GSL,9,3,stable isotope
623,3707,Port Hood,Can,09BFT1-1,2012,212,CFL,152,TW,10,0.604,RR,GSL,10,4,stable isotope
624,3708,Port Hood,Can,09BFT1-1,2012,214,CFL,181,TW,9,0.998,RR,GSL,10,4,stable isotope
625,3709,Port Hood,Can,09BFT1-1,2012,271,CFL,325,TW,22,0.136,RR,GSL,9,3,stable isotope
626,3710,Port Hood,Can,09BFT1-1,2012,217,CFL,151,TW,9,0.422,RR,GSL,9,3,stable isotope
627,3711,Port Hood,Can,09BFT1-1,2012,213,CFL,152,TW,10,0.036,RR,GSL,9,3,stable isotope
628,3712,North Lake,Can,09BFT1-1,2012,250.75,CFL,255,TW,19,0.262,RR,GSL,9,3,stable isotope
629,3713,North Lake,Can,09BFT1-1,2012,216,CFL,160,TW,9,0.024,RR,GSL,9,3,stable isotope
630,3714,North Lake,Can,09BFT1-1,2012,220,CFL,205,TW,10,0.264,RR,GSL,9,3,stable isotope
631,3715,North Lake,Can,09BFT1-1,2012,285,CFL,360,TW,20,0.006,RR,GSL,9,3,stable isotope
632,3716,North Lake,Can,09BFT1-1,2012,210,CFL,167,TW,12,0.03,RR,GSL,9,3,stable isotope
633,3717,North Lake,Can,09BFT1-1,2012,250,CFL,299,TW,13,0.066,RR,GSL,9,3,stable isotope
634,3718,North Lake,Can,09BFT1-1,2012,182,CFL,179,TW,11,0.446,RR,GSL,9,3,stable isotope
635,3719,North Lake,Can,09BFT1-1,2012,268.88,CFL,314,TW,15,0.03,RR,GSL,9,3,stable isotope
636,3720,North Lake,Can,09BFT1-1,2012,250,CFL,255,TW,10,0.068,RR,GSL,9,3,stable isotope
637,3721,North Lake,Can,09BFT1-1,2012,252,CFL,225,TW,10,0.024,RR,GSL,9,3,stable isotope
638,3722,Morell,Can,09BFT1-1,2012,260,CFL,288,TW,14,0.076,RR,GSL,9,3,stable isotope
639,3723,North Lake,Can,09BFT1-1,2012,270,CFL,340,TW,19,0.334,RR,GSL,9,3,stable isotope
640,3724,North Lake,Can,09BFT1-1,2012,257,CFL,275,TW,14,0.02,RR,GSL,9,3,stable isotope
641,3725,North Lake,Can,09BFT1-1,2012,174,CFL,91,TW,8,0.294,RR,GSL,8,3,stable isotope
642,3726,North Lake,Can,09BFT1-1,2012,250,CFL,258,TW,14,0.068,RR,GSL,9,3,stable isotope
643,3727,North Lake,Can,09BFT1-1,2012,270,CFL,334,TW,16,0.068,RR,GSL,9,3,stable isotope
644,3728,North Lake,Can,09BFT1-1,2012,220,CFL,176,TW,9,0.026,RR,GSL,9,3,stable isotope
645,3729,North Lake,Can,09BFT1-1,2012,218.4,CFL,132,TW,8,0.016,RR,GSL,9,3,stable isotope
646,3730,North Lake,Can,09BFT1-1,2012,246,CFL,207,TW,20,0.028,RR,GSL,9,3,stable isotope
647,3731,Morell,Can,09BFT1-1,2012,229,CFL,298,TW,16,0.026,RR,GSL,9,3,stable isotope
648,3732,North Lake,Can,09BFT1-1,2012,251,CFL,240,TW,12,0.518,RR,GSL,9,3,stable isotope
649,3733,North Lake,Can,09BFT1-1,2012,283.82,CFL,369,TW,18,0.324,RR,GSL,9,3,stable isotope
650,3734,North Lake,Can,09BFT1-1,2012,266,CFL,300,TW,18,0.03,RR,GSL,9,3,stable isotope
651,3735,North Lake,Can,09BFT1-1,2012,253,CFL,264,TW,13,0.012,RR,GSL,9,3,stable isotope
652,3736,North Lake,Can,09BFT1-1,2012,232,CFL,223,TW,15,0.082,RR,GSL,9,3,stable isotope
653,3737,North Lake,Can,09BFT1-1,2012,265,CFL,341,TW,22,0.014,RR,GSL,9,3,stable isotope
654,3738,North Lake,Can,09BFT1-1,2012,289,CFL,349,TW,21,0.088,RR,GSL,9,3,stable isotope
655,3739,North Lake,Can,09BFT1-1,2012,286,CFL,336,TW,19,0.75,RR,GSL,9,3,stable isotope
656,3740,North Lake,Can,09BFT1-1,2012,220,CFL,196,TW,12,0.078,RR,GSL,9,3,stable isotope
657,3741,North Lake,Can,09BFT1-1,2012,220,CFL,157,TW,11,0.066,RR,GSL,9,3,stable isotope
658,3742,North Lake,Can,09BFT1-1,2012,260,CFL,290,TW,14,0.284,RR,GSL,9,3,stable isotope
659,3743,North Lake,Can,09BFT1-1,2012,263.55,CFL,296,TW,12,0.106,RR,GSL,9,3,stable isotope
660,3744,North Lake,Can,09BFT1-1,2012,282,CFL,330,TW,16,0.262,RR,GSL,9,3,stable isotope
661,3745,North Lake,Can,09BFT1-1,2012,255,CFL,294,TW,18,0.29,RR,GSL,9,3,stable isotope
662,3746,Morell,Can,09BFT1-1,2012,223,CFL,164,TW,10,0.614,RR,GSL,9,3,stable isotope
663,3747,North Lake,Can,09BFT1-1,2012,220,CFL,182,TW,8,0.83,RR,GSL,9,3,stable isotope
664,3748,North Lake,Can,09BFT1-1,2012,270,CFL,290,TW,24,0.002,RR,GSL,9,3,stable isotope
665,3749,North Lake,Can,09BFT1-1,2012,283.82,CFL,369,TW,21,0.062,RR,GSL,9,3,stable isotope
666,3750,Morell,Can,09BFT1-1,2012,263.55,CFL,296,TW,11,0.702,RR,GSL,10,4,stable isotope
667,3751,North Lake,Can,09BFT1-1,2012,210,CFL,160,TW,10,0.86,RR,GSL,9,3,stable isotope
668,3752,Murray Harbour,Can,09BFT1-1,2012,232.61,CFL,204,TW,10,0.036,RR,GSL,10,4,stable isotope
669,3753,Murray Harbour,Can,09BFT1-1,2012,257.15,CFL,275,TW,18,0.47,RR,GSL,10,4,stable isotope
670,3754,Murray Harbour,Can,09BFT1-1,2012,262.48,CFL,292,TW,12,0.028,RR,GSL,10,4,stable isotope
671,3755,Murray Harbour,Can,09BFT1-1,2012,258.21,CFL,278,TW,10,0.262,RR,GSL,10,4,stable isotope
672,3756,Murray Harbour,Can,09BFT1-1,2012,299.83,CFL,434,TW,17,0.854,RR,GSL,10,4,stable isotope
673,3757,Murray Harbour,Can,09BFT1-1,2012,223,CFL,373,TW,18,0.3,RR,GSL,10,4,stable isotope
674,3758,Murray Harbour,Can,09BFT1-1,2012,279.55,CFL,352,TW,16,0.22,RR,GSL,10,4,stable isotope
675,3759,Murray Harbour,Can,09BFT1-1,2012,268.88,CFL,314,TW,18,0.262,RR,GSL,10,4,stable isotope
676,3760,Murray Harbour,Can,09BFT1-1,2012,274.22,CFL,333,TW,11,0.134,RR,GSL,10,4,stable isotope
677,3761,Murray Harbour,Can,09BFT1-1,2012,263.55,CFL,296,TW,16,0.07,RR,GSL,10,4,stable isotope
678,3762,Murray Harbour,Can,09BFT1-1,2012,213.4,CFL,158,TW,10,0.004,RR,GSL,10,4,stable isotope
679,3763,Murray Harbour,Can,09BFT1-1,2012,212.33,CFL,155,TW,7,0.572,RR,GSL,10,4,stable isotope
680,3764,Murray Harbour,Can,09BFT1-1,2012,278.49,CFL,349,TW,22,0.012,RR,GSL,10,4,stable isotope
681,3765,Tignish,Can,09BFT1-1,2012,251.81,CFL,258,TW,17,0.078,RR,GSL,9,3,stable isotope
682,3766,Tignish,Can,09BFT1-1,2012,179,CFL,183,TW,22,0.078,RR,GSL,9,3,stable isotope
683,3767,Tignish,Can,09BFT1-1,2012,262,CFL,239,TW,10,0.026,RR,GSL,9,3,stable isotope
684,3768,Tignish,Can,09BFT1-1,2012,266,CFL,314,TW,16,0.022,RR,GSL,9,3,stable isotope
685,3769,Tignish,Can,09BFT1-1,2012,273,CFL,380,TW,18,0.014,RR,GSL,9,3,stable isotope
686,3770,Tignish,Can,09BFT1-1,2012,303,CFL,467,TW,8,0.872,RR,GSL,9,3,stable isotope
687,3771,Tignish,Can,09BFT1-1,2012,293.43,CFL,407,TW,22,0.26,RR,GSL,9,3,stable isotope
688,3772,Tignish,Can,09BFT1-1,2012,256,CFL,310,TW,14,0.072,RR,GSL,9,3,stable isotope
689,3773,Tignish,Can,09BFT1-1,2012,293,CFL,389,TW,14,0.624,RR,GSL,9,3,stable isotope
690,3774,Tignish,Can,09BFT1-1,2012,258,CFL,314,TW,19,0.32,RR,GSL,9,3,stable isotope
691,3775,Tignish,Can,09BFT1-1,2012,270,CFL,286,TW,16,0.282,RR,GSL,9,3,stable isotope
692,3776,Tignish,Can,09BFT1-1,2012,270,CFL,315,TW,14,0.122,RR,GSL,9,3,stable isotope
693,3777,Alberton,Can,09BFT1-1,2012,282,CFL,314,TW,18,0.07,RR,GSL,9,3,stable isotope
694,3778,Tignish,Can,09BFT1-1,2012,283,CFL,361,TW,16,0.086,RR,GSL,9,3,stable isotope
695,3779,Tignish,Can,09BFT1-1,2012,282,CFL,347,TW,18,0.002,RR,GSL,9,3,stable isotope
696,3780,Tignish,Can,09BFT1-1,2012,308,CFL,434,TW,20,0.322,RR,GSL,9,3,stable isotope
697,3781,Tignish,Can,09BFT1-1,2012,246,CFL,235,TW,10,0.012,RR,GSL,9,3,stable isotope
698,3782,Tignish,Can,09BFT1-1,2012,278,CFL,308,TW,19,0.118,RR,GSL,9,3,stable isotope
699,3783,Tignish,Can,09BFT1-1,2012,283,CFL,343,TW,16,0.024,RR,GSL,9,3,stable isotope
700,3784,Tignish,Can,09BFT1-1,2012,284,CFL,339,TW,18,0.068,RR,GSL,9,3,stable isotope
701,3785,Tignish,Can,09BFT1-1,2012,216,CFL,190,TW,9,0.086,RR,GSL,9,3,stable isotope
702,3786,Tignish,Can,09BFT1-1,2012,281.69,CFL,361,TW,17,0.038,RR,GSL,10,4,stable isotope
703,3787,Tignish,Can,09BFT1-1,2012,259.28,CFL,282,TW,18,0.04,RR,GSL,10,4,stable isotope
704,3788,Tignish,Can,09BFT1-1,2012,282,CFL,331,TW,18,0.082,RR,GSL,10,4,stable isotope
705,3789,Tignish,Can,09BFT1-1,2012,268,CFL,311,TW,15,0.014,RR,GSL,10,4,stable isotope
706,3790,Tignish,Can,09BFT1-1,2012,295.56,CFL,416,TW,21,0.04,RR,GSL,10,4,stable isotope
707,3791,Tignish,Can,09BFT1-1,2012,258,CFL,305,TW,18,0.426,RR,GSL,9,3,stable isotope
708,3792,Tignish,Can,09BFT1-1,2012,283,CFL,405,TW,22,0.26,RR,GSL,9,3,stable isotope
709,3793,Tignish,Can,09BFT1-1,2012,271.02,CFL,321,TW,18,0.026,RR,GSL,9,3,stable isotope
710,3794,Tignish,Can,09BFT1-1,2012,271,CFL,308,TW,16,0.032,RR,GSL,9,3,stable isotope
711,3795,Tignish,Can,09BFT1-1,2012,266,CFL,344,TW,17,0.078,RR,GSL,9,3,stable isotope
712,3796,Tignish,Can,09BFT1-1,2012,303,CFL,474,TW,23,0.022,RR,GSL,9,3,stable isotope
713,3797,Tignish,Can,09BFT1-1,2012,226,CFL,187,TW,NA,0.05,RR,GSL,9,3,stable isotope
714,3798,Tignish,Can,09BFT1-1,2012,263,CFL,328,TW,12,0.01,RR,GSL,9,3,stable isotope
715,3799,Tignish,Can,09BFT1-1,2012,253,CFL,246,TW,11,0.158,RR,GSL,9,3,stable isotope
716,3800,Tignish,Can,09BFT1-1,2012,293,CFL,341,TW,16,0.088,RR,GSL,9,3,stable isotope
717,3801,Tignish,Can,09BFT1-1,2012,221,CFL,195,TW,9,0.028,RR,GSL,9,3,stable isotope
718,3802,Tignish,Can,09BFT1-1,2012,233,CFL,175,TW,9,0.022,RR,GSL,9,3,stable isotope
719,3803,Tignish,Can,09BFT1-1,2012,237,CFL,200,TW,11,0.306,RR,GSL,9,3,stable isotope
720,3804,Tignish,Can,09BFT1-1,2012,280,CFL,372,TW,19,0.868,RR,GSL,9,3,stable isotope
721,3805,Tignish,Can,09BFT1-1,2012,229,CFL,202,TW,10,0.112,RR,GSL,9,3,stable isotope
722,3806,Tignish,Can,09BFT1-1,2012,297,CFL,437,TW,NA,0.038,RR,GSL,9,3,stable isotope
723,3807,Tignish,Can,09BFT1-1,2012,264,CFL,298,TW,NA,0.072,RR,GSL,9,3,stable isotope
724,3808,Tignish,Can,09BFT1-1,2012,220,CFL,190,TW,11,0.006,RR,GSL,9,3,stable isotope
725,3809,Tignish,Can,09BFT1-1,2012,226,CFL,194,TW,10,0.014,RR,GSL,9,3,stable isotope
726,3810,Tignish,Can,09BFT1-1,2012,213,CFL,171,TW,11,0.108,RR,GSL,9,3,stable isotope
727,3811,Tignish,Can,09BFT1-1,2012,268.88,CFL,314,TW,12,0.012,RR,GSL,9,3,stable isotope
728,3812,Tignish,Can,09BFT1-1,2012,273,CFL,348,TW,19,0.078,RR,GSL,9,3,stable isotope
729,3813,Tignish,Can,09BFT1-1,2012,223,CFL,180,TW,11,0.022,RR,GSL,9,3,stable isotope
730,3814,Tignish,Can,09BFT1-1,2012,204,CFL,146,TW,8,0.028,RR,GSL,9,3,stable isotope
731,3815,Tignish,Can,09BFT1-1,2012,270,CFL,355,TW,21,0.038,RR,GSL,9,3,stable isotope
732,3816,Tignish,Can,09BFT1-1,2012,236,CFL,224,TW,9,0.022,RR,GSL,9,3,stable isotope
733,3817,Tignish,Can,09BFT1-1,2012,273,CFL,376,TW,12,0.486,RR,GSL,9,3,stable isotope
734,3818,Tignish,Can,09BFT1-1,2012,225,CFL,214,TW,10,0.9,RR,GSL,9,3,stable isotope
735,3819,Tignish,Can,09BFT1-1,2012,249,CFL,238,TW,15,0.002,RR,GSL,9,3,stable isotope
736,3820,Tignish,Can,09BFT1-1,2012,259,CFL,269,TW,14,0.14,RR,GSL,9,3,stable isotope
737,3821,Tignish,Can,09BFT1-1,2012,255,CFL,290,TW,16,0.67,RR,GSL,9,3,stable isotope
738,3822,Tignish,Can,09BFT1-1,2012,274,CFL,338,TW,16,0.436,RR,GSL,9,3,stable isotope
739,3823,Tignish,Can,09BFT1-1,2012,282,CFL,369,TW,17,0.122,RR,GSL,9,3,stable isotope
740,3824,Tignish,Can,09BFT1-1,2012,290,CFL,331,TW,17,0.998,RR,GSL,9,3,stable isotope
741,3825,Tignish,Can,09BFT1-1,2012,287,CFL,370,TW,22,0.022,RR,GSL,9,3,stable isotope
742,3826,Tignish,Can,09BFT1-1,2012,268,CFL,291,TW,15,0.004,RR,GSL,9,3,stable isotope
743,3827,Tignish,Can,09BFT1-1,2012,299,CFL,385,TW,16,0.022,RR,GSL,9,3,stable isotope
744,3828,Tignish,Can,09BFT1-1,2012,280,CFL,347,TW,21,0.33,RR,GSL,9,3,stable isotope
745,3829,Tignish,Can,09BFT1-1,2012,290,CFL,352,TW,23,0.012,RR,GSL,9,3,stable isotope
746,3830,Tignish,Can,09BFT1-1,2012,283.82,CFL,369,TW,16,0.63,RR,GSL,9,3,stable isotope
747,3831,Tignish,Can,09BFT1-1,2012,284,CFL,349,TW,18,0.01,RR,GSL,9,3,stable isotope
748,3832,Tignish,Can,09BFT1-1,2012,294,CFL,417,TW,22,0.016,RR,GSL,9,3,stable isotope
749,3833,Tignish,Can,09BFT1-1,2012,304,CFL,528,TW,16,0.188,RR,GSL,9,3,stable isotope
750,3834,Tignish,Can,09BFT1-1,2012,268,CFL,325,TW,18,0.03,RR,GSL,9,3,stable isotope
751,3835,Tignish,Can,09BFT1-1,2012,234,CFL,234,TW,13,0.886,RR,GSL,9,3,stable isotope
752,3836,Tignish,Can,09BFT1-1,2012,277,CFL,350,TW,17,0.586,RR,GSL,9,3,stable isotope
753,3837,Tignish,Can,09BFT1-1,2012,250,CFL,250,TW,10,0.02,RR,GSL,9,3,stable isotope
754,3838,Tignish,Can,09BFT1-1,2012,252.88,CFL,261,TW,10,0.178,RR,GSL,9,3,stable isotope
755,3839,Tignish,Can,09BFT1-1,2012,282.75,CFL,365,TW,15,0.08,RR,GSL,9,3,stable isotope
756,3840,Port Hood,Can,09BFT1-1,2013,230,CFL,230,TW,10,0.84,RR,GSL,10,4,stable isotope/kin analysis
757,3841,Port Hood,Can,09BFT1-1,2013,277,CFL,435,TW,23,0.046,RR,GSL,9,3,stable isotope/kin analysis
758,3842,Port Hood,Can,09BFT1-1,2013,226.73,CFL,216,TW,12,0.466,RR,GSL,10,4,stable isotope/kin analysis
759,3843,Port Hood,Can,09BFT1-1,2013,276,CFL,422,TW,19,0.012,RR,GSL,10,4,stable isotope/kin analysis
760,3844,Port Hood,Can,09BFT1-1,2013,231.76,CFL,233,TW,10,0.012,RR,GSL,10,4,stable isotope
761,3845,Port Hood,Can,09BFT1-1,2013,260,CFL,347,TW,13,0.074,RR,GSL,10,4,stable isotope
762,3846,Port Hood,Can,09BFT1-1,2013,230,CFL,206,TW,12,0.122,RR,GSL,10,4,stable isotope
763,3847,Port Hood,Can,09BFT1-1,2013,236,CFL,223,TW,9,0.04,RR,GSL,10,4,stable isotope/kin analysis
764,3848,Port Hood,Can,09BFT1-1,2013,235,CFL,221,TW,10,0.032,RR,GSL,10,4,stable isotope
765,3849,Port Hood,Can,09BFT1-1,2013,233,CFL,261,TW,9,0.016,RR,GSL,10,4,stable isotope/kin analysis
766,3850,Port Hood,Can,09BFT1-1,2013,230,CFL,196,TW,10,0.69,RR,GSL,8,3,stable isotope/kin analysis
767,3851,Port Hood,Can,09BFT1-1,2013,266,CFL,352,TW,19,0.216,RR,GSL,10,4,stable isotope/kin analysis
768,3852,Port Hood,Can,09BFT1-1,2013,160,CFL,142,TW,8,0.714,RR,GSL,10,4,stable isotope/kin analysis
769,3853,Port Hood,Can,09BFT1-1,2013,220,CFL,219,TW,11,0.214,RR,GSL,10,4,stable isotope/kin analysis
770,3854,Port Hood,Can,09BFT1-1,2013,246,CFL,279,TW,14,0.818,RR,GSL,10,4,stable isotope/kin analysis
771,3855,Port Hood,Can,09BFT1-1,2013,220,CFL,202,TW,10,0.632,RR,GSL,10,4,stable isotope/kin analysis
772,3856,Port Hood,Can,09BFT1-1,2013,286,CFL,377,TW,18,0.032,RR,GSL,10,4,stable isotope/kin analysis
773,3857,Port Hood,Can,09BFT1-1,2013,263,CFL,279,TW,13,0.292,RR,GSL,10,4,stable isotope/kin analysis
774,3858,Port Hood,Can,09BFT1-1,2013,275,CFL,364,TW,18,0.556,RR,GSL,10,4,stable isotope/kin analysis
775,3859,Port Hood,Can,09BFT1-1,2013,226,CFL,219,TW,10,0.898,RR,GSL,10,4,stable isotope/kin analysis
776,3860,Port Hood,Can,09BFT1-1,2013,286,CFL,407,TW,21,0.02,RR,GSL,10,4,stable isotope/kin analysis
777,3861,Port Hood,Can,09BFT1-1,2013,225,CFL,199,TW,10,0.19,RR,GSL,10,4,stable isotope/kin analysis
778,3862,Port Hood,Can,09BFT1-1,2013,220.97,CFL,199,TW,10,0.214,RR,GSL,10,4,stable isotope/kin analysis
779,3863,Port Hood,Can,09BFT1-1,2013,265,CFL,354,TW,19,0.104,RR,GSL,10,4,stable isotope/kin analysis
780,3864,Port Hood,Can,09BFT1-1,2013,220,CFL,192,TW,9,0.016,RR,GSL,10,4,stable isotope/kin analysis
781,3865,Port Hood,Can,09BFT1-1,2013,223,CFL,220,TW,12,0.078,RR,GSL,9,3,stable isotope/kin analysis
782,3866,Port Hood,Can,09BFT1-1,2013,240,CFL,242,TW,12,0.634,RR,GSL,10,4,stable isotope/kin analysis
783,3867,Port Hood,Can,09BFT1-1,2013,280,CFL,395,TW,18,0.036,RR,GSL,10,4,stable isotope/kin analysis
784,3868,Port Hood,Can,09BFT1-1,2013,230,CFL,217,TW,9,0.06,RR,GSL,10,4,stable isotope/kin analysis
785,3869,Port Hood,Can,09BFT1-1,2013,239.11,CFL,258,TW,13,0.708,RR,GSL,10,4,stable isotope/kin analysis
786,3870,Port Hood,Can,09BFT1-1,2013,230,CFL,239,TW,11,0.004,RR,GSL,10,4,stable isotope/kin analysis
787,3871,Port Hood,Can,09BFT1-1,2013,267,CFL,334,TW,12,0.326,RR,GSL,10,4,stable isotope/kin analysis
788,3872,Port Hood,Can,09BFT1-1,2013,253,CFL,299,TW,17,0.236,RR,GSL,10,4,stable isotope/kin analysis
789,3873,Port Hood,Can,09BFT1-1,2013,210.19,CFL,168,TW,11,0.152,RR,GSL,10,4,stable isotope/kin analysis
790,3874,Port Hood,Can,09BFT1-1,2013,250,CFL,303,TW,14,0.324,RR,GSL,10,4,stable isotope/kin analysis
791,3875,Port Hood,Can,09BFT1-1,2013,230,CFL,216,TW,9,0.144,RR,GSL,10,4,stable isotope/kin analysis
792,3876,Port Hood,Can,09BFT1-1,2013,216,CFL,193,TW,10,0.014,RR,GSL,10,4,stable isotope/kin analysis
793,3877,Port Hood,Can,09BFT1-1,2013,235,CFL,223,TW,10,0.232,RR,GSL,10,4,stable isotope/kin analysis
794,3878,Port Hood,Can,09BFT1-1,2013,240,CFL,237,TW,11,0.136,RR,GSL,10,4,stable isotope/kin analysis
795,3879,Port Hood,Can,09BFT1-1,2013,190,CFL,134,TW,9,0.584,RR,GSL,10,4,stable isotope/kin analysis
796,3880,Port Hood,Can,09BFT1-1,2013,210,CFL,207,TW,12,0.71,RR,GSL,10,4,stable isotope/kin analysis
797,3881,Port Hood,Can,09BFT1-1,2013,220,CFL,205,TW,11,0.03,RR,GSL,10,4,stable isotope/kin analysis
798,3882,Port Hood,Can,09BFT1-1,2013,230,CFL,169,TW,12,0.104,RR,GSL,10,4,stable isotope/kin analysis
799,3883,Port Hood,Can,09BFT1-1,2013,224,CFL,231,TW,8,0.018,RR,GSL,10,4,stable isotope/kin analysis
800,3884,Port Hood,Can,09BFT1-1,2013,264.62,CFL,299,TW,11,0.146,RR,GSL,10,4,stable isotope/kin analysis
801,3885,Port Hood,Can,09BFT1-1,2013,230,CFL,228,TW,9,0,RR,GSL,10,4,stable isotope/kin analysis
802,3886,Port Hood,Can,09BFT1-1,2013,244,CFL,215,TW,11,0.754,RR,GSL,10,4,stable isotope/kin analysis
803,3887,Port Hood,Can,09BFT1-1,2013,250,CFL,258,TW,13,0.644,RR,GSL,10,4,stable isotope/kin analysis
804,3888,Port Hood,Can,09BFT1-1,2013,230,CFL,234,TW,8,0.032,RR,GSL,10,4,stable isotope/kin analysis
805,3889,Port Hood,Can,09BFT1-1,2013,281.69,CFL,361,TW,17,0.036,RR,GSL,10,4,stable isotope/kin analysis
806,3890,Port Hood,Can,09BFT1-1,2013,198,CFL,141,TW,8,0.76,RR,GSL,10,4,stable isotope/kin analysis
807,3891,Port Hood,Can,09BFT1-1,2013,210,CFL,176,TW,9,0.082,RR,GSL,10,4,stable isotope/kin analysis
808,3892,Port Hood,Can,09BFT1-1,2013,276,CFL,386,TW,23,0.014,RR,GSL,10,4,stable isotope/kin analysis
809,3893,Port Hood,Can,09BFT1-1,2013,224,CFL,195,TW,9,0.104,RR,GSL,10,4,stable isotope/kin analysis
810,3894,Port Hood,Can,09BFT1-1,2013,262,CFL,244,TW,12,0.814,RR,GSL,10,4,stable isotope/kin analysis
811,3895,Port Hood,Can,09BFT1-1,2013,226,CFL,223,TW,10,0.89,RR,GSL,10,4,stable isotope/kin analysis
812,3896,Port Hood,Can,09BFT1-1,2013,224,CFL,202,TW,12,0.506,RR,GSL,10,4,stable isotope/kin analysis
813,3897,Port Hood,Can,09BFT1-1,2013,229,CFL,195,TW,12,0.118,RR,GSL,10,4,stable isotope/kin analysis
814,3898,Port Hood,Can,09BFT1-1,2013,265,CFL,294,TW,19,0.068,RR,GSL,10,4,stable isotope/kin analysis
815,3899,Port Hood,Can,09BFT1-1,2013,230.47,CFL,198,TW,9,0.014,RR,GSL,10,4,stable isotope/kin analysis
816,3900,Port Hood,Can,09BFT1-1,2013,236,CFL,161,TW,9,0.748,RR,GSL,9,3,stable isotope/kin analysis
817,3901,Port Hood,Can,09BFT1-1,2013,286,CFL,332,TW,17,0.03,RR,GSL,10,4,stable isotope/kin analysis
818,3902,Port Hood,Can,09BFT1-1,2013,247.54,CFL,245,TW,14,0.346,RR,GSL,10,4,stable isotope/kin analysis
819,3903,Port Hood,Can,09BFT1-1,2013,230,CFL,214,TW,11,0.626,RR,GSL,10,4,stable isotope/kin analysis
820,3904,Port Hood,Can,09BFT1-1,2013,290,CFL,336,TW,23,0.136,RR,GSL,10,4,stable isotope/kin analysis
821,3905,Port Hood,Can,09BFT1-1,2013,260,CFL,321,TW,24,0.026,RR,GSL,9,3,stable isotope/kin analysis
822,3906,Port Hood,Can,09BFT1-1,2013,238,CFL,219,TW,11,0.048,RR,GSL,10,4,stable isotope/kin analysis
823,3907,Port Hood,Can,09BFT1-1,2013,262,CFL,315,TW,14,0.012,RR,GSL,10,4,stable isotope/kin analysis
824,3908,Port Hood,Can,09BFT1-1,2013,296,CFL,394,TW,20,0.134,RR,GSL,9,3,stable isotope/kin analysis
825,3909,Port Hood,Can,09BFT1-1,2013,230,CFL,314,TW,14,0.014,RR,GSL,10,4,stable isotope/kin analysis
826,3910,Port Hood,Can,09BFT1-1,2013,260,CFL,226,TW,12,0.13,RR,GSL,9,3,stable isotope/kin analysis
827,3911,Port Hood,Can,09BFT1-1,2013,295,CFL,382,TW,17,0.012,RR,GSL,9,3,stable isotope/kin analysis
828,3912,Port Hood,Can,09BFT1-1,2013,280,CFL,388,TW,18,0.04,RR,GSL,10,4,stable isotope/kin analysis
829,3913,Port Hood,Can,09BFT1-1,2013,224,CFL,200,TW,10,0.028,RR,GSL,9,3,stable isotope/kin analysis
830,3914,Port Hood,Can,09BFT1-1,2013,285,CFL,436,TW,23,0.284,RR,GSL,10,4,stable isotope/kin analysis
831,3915,Port Hood,Can,09BFT1-1,2013,239,CFL,230,TW,11,0.012,RR,GSL,10,4,stable isotope/kin analysis
832,3916,Port Hood,Can,09BFT1-1,2013,239.64,CFL,243,TW,11,0.018,RR,GSL,9,3,stable isotope/kin analysis
833,3917,Port Hood,Can,09BFT1-1,2013,260,CFL,247,TW,12,0.8,RR,GSL,10,4,stable isotope/kin analysis
834,3918,Port Hood,Can,09BFT1-1,2013,297,CFL,351,TW,21,0.31,RR,GSL,10,4,stable isotope/kin analysis
835,3919,Port Hood,Can,09BFT1-1,2013,228,CFL,214,TW,13,0.058,RR,GSL,10,4,stable isotope/kin analysis
836,3920,Port Hood,Can,09BFT1-1,2013,246,CFL,265,TW,10,0.016,RR,GSL,9,3,stable isotope/kin analysis
837,3921,Port Hood,Can,09BFT1-1,2013,287,CFL,375,TW,16,0.228,RR,GSL,9,3,stable isotope/kin analysis
838,3922,Port Hood,Can,09BFT1-1,2013,280,CFL,392,TW,17,0.016,RR,GSL,10,4,stable isotope/kin analysis
839,3923,Port Hood,Can,09BFT1-1,2013,265,CFL,298,TW,18,0.022,RR,GSL,10,4,stable isotope/kin analysis
840,3924,Port Hood,Can,09BFT1-1,2013,220,CFL,184,TW,12,0.792,RR,GSL,10,4,stable isotope/kin analysis
841,3925,Port Hood,Can,09BFT1-1,2013,284,CFL,387,TW,24,0.06,RR,GSL,9,3,stable isotope/kin analysis
842,3926,Port Hood,Can,09BFT1-1,2013,231,CFL,242,TW,11,0.03,RR,GSL,10,4,stable isotope/kin analysis
