ID1,Source,ID,Year,Length,Type_length,Weight,Type_of_weight,age,Prob(East),GEAR,BFT_Area,Month,Season,Quarter
1068,US,1974_MA_21,1975,82.4,CFL,NA,,2,0.696,PURSE SEINE,W_ATL,7,S,3
1069,US,1974_MA_210,1976,244,CFL,NA,,20,0.022,RR,W_ATL,8,S,3
1070,US,1974_MA_211,1976,218.2,CFL,NA,,16,0.128,HARPOON,W_ATL,7,S,3
1071,US,1974_MA_212,1976,246.4,CFL,NA,,19,0.076,HARPOON,W_ATL,7,S,3
1072,US,1974_MA_213,1976,296.4,CFL,NA,,23,0.104,,W_ATL,7,S,3
1073,US,1974_MA_214,1976,274.3,CFL,NA,,25,0.092,RR,W_ATL,6,S,2
1074,US,1974_MA_215,1976,268,CFL,NA,,19,0.208,RR,W_ATL,7,S,3
1075,US,1974_MA_216,1976,278,CFL,NA,,23,0.264,RR,W_ATL,8,S,3
1076,US,1974_MA_217,1976,286,CFL,NA,,25,0.096,HARPOON,W_ATL,7,S,3
1077,US,1974_MA_218,1976,270,CFL,NA,,19,0.274,UNKNOWN,W_ATL,7,S,3
1078,US,1974_MA_219,1976,261,CFL,NA,,18,0.208,HARPOON,W_ATL,7,S,3
1079,US,1974_MA_22,1975,75.5,CFL,NA,,2,0.1,PURSE SEINE,W_ATL,7,S,3
1080,US,1974_MA_220,1976,275.8,CFL,NA,,17,0.128,,W_ATL,7,S,3
1081,US,1974_MA_221,1976,267.5,CFL,NA,,22,0.134,,W_ATL,7,S,3
1082,US,1974_MA_222,1976,306.6,CFL,NA,,22,0.082,HARPOON,W_ATL,7,S,3
1083,US,1974_MA_223,1976,264.5,CFL,NA,,18,0.098,,W_ATL,8,S,3
1084,US,1974_MA_224,1976,276,CFL,NA,,25,0.198,HARPOON,W_ATL,7,S,3
1085,US,1974_MA_225,1976,277,CFL,NA,,23,0.348,,W_ATL,7,S,3
1086,US,1974_MA_226,1976,238.7,CFL,NA,,10,0.012,,W_ATL,8,S,3
1087,US,1974_MA_227,1977,76.1,CFL,NA,,3,0.112,RR,W_ATL,6,S,2
1088,US,1974_MA_228,1977,174.9,CFL,NA,,7,0.03,PURSE SEINE,W_ATL,6,S,2
1089,US,1974_MA_229,1977,156.4,CFL,NA,,5,0.112,PURSE SEINE,W_ATL,6,S,2
1090,US,1974_MA_23,1975,75.6,CFL,NA,,2,0.178,PURSE SEINE,W_ATL,7,S,3
1091,US,1974_MA_230,1977,152.3,CFL,NA,,8,0.34,PURSE SEINE,W_ATL,6,S,2
1092,US,1974_MA_231,1977,126.1,CFL,NA,,5,0.088,PURSE SEINE,W_ATL,6,S,2
1093,US,1974_MA_232,1977,152.3,CFL,NA,,5,0.37,PURSE SEINE,W_ATL,6,S,2
1094,US,1974_MA_233,1977,163.6,CFL,NA,,6,0.838,PURSE SEINE,W_ATL,6,S,2
1095,US,1974_MA_234,1977,152.3,CFL,NA,,6,0.716,PURSE SEINE,W_ATL,6,S,2
1096,US,1974_MA_235,1977,97.8,CFL,NA,,5,0.654,RR,W_ATL,6,S,2
1097,US,1974_MA_236,1977,101.9,CFL,NA,,4,0.06,RR,W_ATL,6,S,2
1098,US,1974_MA_237,1977,99.8,CFL,NA,,5,0.274,PURSE SEINE,W_ATL,6,S,2
1099,US,1974_MA_238,1977,130.2,CFL,NA,,4,0.114,,W_ATL,7,S,3
1100,US,1974_MA_239,1977,127.6,CFL,NA,,4,0.108,RR,W_ATL,6,S,2
1101,US,1974_MA_24,1975,78.9,CFL,NA,,3,0.044,PURSE SEINE,W_ATL,7,S,3
1102,US,1974_MA_240,1977,134.8,CFL,NA,,6,0.286,RR,W_ATL,6,S,2
1103,US,1974_MA_241,1977,111.1,CFL,NA,,4,0.806,RR,W_ATL,6,S,2
1104,US,1974_MA_242,1977,252.2,CFL,NA,,17,0.074,PURSE SEINE,W_ATL,9,F,3
1105,US,1974_MA_243,1977,271.8,CFL,NA,,25,0.174,PURSE SEINE,W_ATL,9,F,3
1106,US,1974_MA_244,1977,237.8,CFL,NA,,13,0.154,PURSE SEINE,W_ATL,9,F,3
1107,US,1974_MA_245,1977,243.1,CFL,NA,,25,0.112,KEG LINE,W_ATL,8,S,3
1108,US,1974_MA_246,1977,235.2,CFL,NA,,11,0.278,KEG LINE,W_ATL,7,S,3
1109,US,1974_MA_247,1977,230,CFL,NA,,11,0.078,KEG LINE,W_ATL,7,S,3
1110,US,1974_MA_248,1977,250.9,CFL,NA,,27,0.09,RR,W_ATL,8,S,3
1111,US,1974_MA_249,1977,252.2,CFL,NA,,27,0.174,RR,W_ATL,8,S,3
1112,US,1974_MA_25,1975,74.7,CFL,NA,,2,0.2,PURSE SEINE,W_ATL,7,S,3
1113,US,1974_MA_250,1977,247.3,CFL,NA,,10,0.782,RR,W_ATL,8,S,3
1114,US,1974_MA_251,1977,250,CFL,NA,,14,0.212,KEG LINE,W_ATL,7,S,3
1115,US,1974_MA_252,1977,255.3,CFL,NA,,20,0.062,KEG LINE,W_ATL,7,S,3
1116,US,1974_MA_253,1978,263.9,CFL,NA,,24,0.118,JLL,GOM,3,Sp,1
1117,US,1974_MA_254,1978,261.4,CFL,NA,,19,0.364,JLL,GOM,4,Sp,2
1118,US,1974_MA_255,1978,235.2,CFL,NA,,15,0.2,JLL,GOM,4,Sp,2
1119,US,1974_MA_256,1978,242,CFL,NA,,14,0.124,JLL,GOM,5,Sp,2
1120,US,1974_MA_257,1978,252.6,CFL,NA,,18,0.856,JLL,GOM,5,Sp,2
1121,US,1974_MA_258,1978,258,CFL,NA,,26,0.218,JLL,GOM,5,Sp,2
1122,US,1974_MA_259,1978,244.7,CFL,NA,,14,0.14,JLL,GOM,5,Sp,2
1123,US,1974_MA_26,1975,74.8,CFL,NA,,2,0.052,PURSE SEINE,W_ATL,7,S,3
1124,US,1974_MA_260,1978,260.7,CFL,NA,,28,0.458,JLL,GOM,5,Sp,2
1125,US,1974_MA_261,1978,244.7,CFL,NA,,28,0.84,JLL,GOM,5,Sp,2
1126,US,1974_MA_262,1978,236.7,CFL,NA,,13,0.782,JLL,GOM,5,Sp,2
1127,US,1974_MA_263,1978,260.6,CFL,NA,,29,0.194,JLL,GOM,5,Sp,2
1128,US,1974_MA_264,1978,263.9,CFL,NA,,27,0.232,JLL,GOM,4,Sp,2
1129,US,1974_MA_265,1978,255.3,CFL,NA,,22,0.308,JLL,GOM,5,Sp,2
1130,US,1974_MA_266,1978,271.3,CFL,NA,,22,0.268,JLL,GOM,5,Sp,2
1131,US,1974_MA_267,1978,268.6,CFL,NA,,28,0.908,JLL,GOM,5,Sp,2
1132,US,1974_MA_268,1978,254.9,CFL,NA,,23,0.504,JLL,GOM,5,Sp,2
1133,US,1974_MA_269,1978,239.3,CFL,NA,,17,0.618,JLL,GOM,5,Sp,2
1134,US,1974_MA_27,1975,74.2,CFL,NA,,2,0.084,PURSE SEINE,W_ATL,7,S,3
1135,US,1974_MA_270,1978,263.3,CFL,NA,,14,0.182,JLL,GOM,5,Sp,2
1136,US,1974_MA_271,1978,271.3,CFL,NA,,26,0.146,JLL,GOM,5,Sp,2
1137,US,1974_MA_272,1978,268.6,CFL,NA,,22,0.258,JLL,GOM,5,Sp,2
1138,US,1974_MA_273,1978,271.3,CFL,NA,,23,0.206,JLL,GOM,5,Sp,2
1139,US,1974_MA_274,1978,256.1,CFL,NA,,17,0.404,JLL,GOM,4,Sp,2
1140,US,1974_MA_275,1978,287.2,CFL,NA,,25,0.236,JLL,GOM,5,Sp,2
1141,US,1974_MA_276,1978,261.8,CFL,NA,,13,0.148,JLL,GOM,5,Sp,2
1142,US,1974_MA_277,1978,281.6,CFL,NA,,18,0.712,JLL,GOM,5,Sp,2
1143,US,1974_MA_278,1978,282.7,CFL,NA,,27,0.17,JLL,GOM,5,Sp,2
1144,US,1974_MA_279,1978,258,CFL,NA,,28,0.228,JLL,GOM,5,Sp,2
1145,US,1974_MA_28,1975,79.2,CFL,NA,,2,0.818,PURSE SEINE,W_ATL,7,S,3
1146,US,1974_MA_280,1978,268.6,CFL,NA,,23,0.38,JLL,GOM,5,Sp,2
1147,US,1974_MA_281,1978,256.1,CFL,NA,,21,0.22,JLL,GOM,4,Sp,2
1148,US,1974_MA_282,1978,188.2,CFL,NA,,15,0.382,JLL,GOM,4,Sp,2
1149,US,1974_MA_283,1978,237.8,CFL,NA,,23,0.106,JLL,GOM,4,Sp,2
1150,US,1974_MA_284,1978,236.6,CFL,NA,,11,0.238,JLL,GOM,4,Sp,2
1151,US,1974_MA_285,1978,227,CFL,NA,,14,0.106,JLL,GOM,4,Sp,2
1152,US,1974_MA_286,1978,237.8,CFL,NA,,24,0.904,JLL,GOM,4,Sp,2
1153,US,1974_MA_287,1978,274.4,CFL,NA,,22,0.058,JLL,GOM,3,Sp,1
1154,US,1974_MA_288,1978,265.3,CFL,NA,,22,0.084,JLL,GOM,4,Sp,2
1155,US,1974_MA_289,1978,237.8,CFL,NA,,14,0.33,JLL,GOM,4,Sp,2
1156,US,1974_MA_29,1975,74.6,CFL,NA,,2,0.094,PURSE SEINE,W_ATL,7,S,3
1157,US,1974_MA_290,1978,265.3,CFL,NA,,29,0.434,JLL,GOM,4,Sp,2
1158,US,1974_MA_291,1978,248.3,CFL,NA,,15,0.284,JLL,GOM,4,Sp,2
1159,US,1974_MA_292,1978,247,CFL,NA,,23,0.316,JLL,GOM,4,Sp,2
1160,US,1974_MA_293,1978,250,CFL,NA,,22,0.324,JLL,GOM,4,Sp,2
1161,US,1974_MA_294,1978,248.3,CFL,NA,,15,0.346,JLL,GOM,4,Sp,2
1162,US,1974_MA_295,1978,254.9,CFL,NA,,20,0.208,JLL,GOM,4,Sp,2
1163,US,1974_MA_296,1978,277.8,CFL,NA,,29,0.468,JLL,GOM,4,Sp,2
1164,US,1974_MA_297,1978,266.6,CFL,NA,,25,0.122,JLL,GOM,3,Sp,1
1165,US,1974_MA_298,1978,250.9,CFL,NA,,26,0.064,JLL,GOM,5,Sp,2
1166,US,1974_MA_299,1978,268,CFL,NA,,25,0.096,JLL,GOM,5,Sp,2
1167,US,1974_MA_3,1975,73.8,CFL,NA,,2,0.07,PURSE SEINE,W_ATL,7,S,3
1168,US,1974_MA_30,1975,82.1,CFL,NA,,3,0.082,PURSE SEINE,W_ATL,7,S,3
1169,US,1974_MA_300,1978,256.1,CFL,NA,,21,0.198,JLL,GOM,5,Sp,2
1170,US,1974_MA_301,1978,256.2,CFL,NA,,28,0.3,NA,GOM,4,Sp,2
1171,US,1974_MA_302,1978,241.8,CFL,NA,,14,0.116,JLL,GOM,4,Sp,2
1172,US,1974_MA_303,1978,258.8,CFL,NA,,24,0.178,JLL,GOM,5,Sp,2
1173,US,1974_MA_304,1978,253.6,CFL,NA,,22,0.474,JLL,GOM,6,S,2
1174,US,1974_MA_305,1978,256.1,CFL,NA,,22,0.278,JLL,GOM,6,S,2
1175,US,1974_MA_306,1978,269.2,CFL,NA,,19,0.08,JLL,GOM,6,S,2
1176,US,1974_MA_307,1978,253.1,CFL,NA,,23,0.072,JLL,GOM,3,Sp,1
1177,US,1974_MA_308,1978,269.2,CFL,NA,,23,0.354,JLL,GOM,6,S,2
1178,US,1974_MA_309,1978,277,CFL,NA,,23,0.096,JLL,GOM,6,S,2
1179,US,1974_MA_31,1975,74,CFL,NA,,2,0.126,PURSE SEINE,W_ATL,7,S,3
1180,US,1974_MA_310,1978,263.9,CFL,NA,,26,0.33,JLL,GOM,6,S,2
1181,US,1974_MA_311,1978,240.5,CFL,NA,,22,0.322,JLL,GOM,6,S,2
1182,US,1974_MA_312,1978,256.1,CFL,NA,,27,0.012,JLL,GOM,6,S,2
1183,US,1974_MA_313,1978,253.1,CFL,NA,,16,0.11,JLL,GOM,3,Sp,1
1184,US,1974_MA_314,1978,266.6,CFL,NA,,19,0.226,JLL,GOM,6,S,2
1185,US,1974_MA_315,1978,258.8,CFL,NA,,17,0.326,JLL,GOM,6,S,2
1186,US,1974_MA_316,1978,257.3,CFL,NA,,24,0.11,JLL,GOM,6,S,2
1187,US,1974_MA_317,1978,210.9,CFL,NA,,14,0.23,JLL,GOM,6,S,2
1188,US,1974_MA_318,1978,263.9,CFL,NA,,29,0.416,JLL,GOM,3,Sp,1
1189,US,1974_MA_319,1978,256.1,CFL,NA,,19,0.13,JLL,GOM,6,S,2
1190,US,1974_MA_32,1975,76.7,CFL,NA,,2,0.092,PURSE SEINE,W_ATL,7,S,3
1191,US,1974_MA_320,1978,261.4,CFL,NA,,24,0.386,JLL,GOM,6,S,2
1192,US,1974_MA_321,1978,245.7,CFL,NA,,24,0.626,JLL,GOM,6,S,2
1193,US,1974_MA_322,1978,250.9,CFL,NA,,29,0.338,NA,GOM,5,Sp,2
1194,US,1974_MA_323,1978,256.1,CFL,NA,,26,0.3,JLL,GOM,3,Sp,1
1195,US,1974_MA_324,1978,290.2,CFL,NA,,26,0.28,NA,GOM,5,Sp,2
1196,US,1974_MA_326,1978,253.5,CFL,NA,,23,0.42,JLL,GOM,4,Sp,2
1197,US,1974_MA_327,1978,269.2,CFL,NA,,24,0.532,JLL,GOM,4,Sp,2
1198,US,1974_MA_328,1978,261.4,CFL,NA,,30,0.48,JLL,GOM,4,Sp,2
1199,US,1974_MA_329,1978,248.3,CFL,NA,,22,0.498,JLL,GOM,4,Sp,2
1200,US,1974_MA_33,1978,74.8,CFL,NA,,2,0.078,PURSE SEINE,W_ATL,7,S,3
1201,US,1974_MA_330,1975,248.3,CFL,NA,,20,0.306,JLL,GOM,4,Sp,2
1202,US,1974_MA_331,1978,243,CFL,NA,,14,0.648,JLL,GOM,4,Sp,2
1203,US,1974_MA_332,1978,250.6,CFL,NA,,13,0.384,JLL,GOM,4,Sp,2
1204,US,1974_MA_333,1978,279.7,CFL,NA,,20,0.154,JLL,GOM,4,Sp,2
1205,US,1974_MA_334,1978,261.4,CFL,NA,,18,0.24,JLL,GOM,3,Sp,1
1206,US,1974_MA_335,1978,250.9,CFL,NA,,19,0.03,JLL,GOM,5,Sp,2
1207,US,1974_MA_336,1978,252.1,CFL,NA,,12,0.9,JLL,GOM,5,Sp,2
1208,US,1974_MA_337,1978,250.9,CFL,NA,,30,0.232,JLL,GOM,5,Sp,2
1209,US,1974_MA_338,1978,253.1,CFL,NA,,26,0.094,JLL,GOM,5,Sp,2
1210,US,1974_MA_339,1978,263.9,CFL,NA,,34,0.29,JLL,GOM,5,Sp,2
1211,US,1974_MA_34,1978,76.9,CFL,NA,,2,0.014,PURSE SEINE,W_ATL,7,S,3
1212,US,1974_MA_340,1975,258.8,CFL,NA,,32,0.252,JLL,GOM,5,Sp,2
1213,US,1974_MA_341,1978,245.7,CFL,NA,,28,0.094,JLL,GOM,5,Sp,2
1214,US,1974_MA_342,1978,274.4,CFL,NA,,25,0.084,JLL,GOM,5,Sp,2
1215,US,1974_MA_343,1978,269.2,CFL,NA,,32,0.334,JLL,GOM,5,Sp,2
1216,US,1974_MA_344,1978,253.1,CFL,NA,,27,0.66,JLL,GOM,3,Sp,1
1217,US,1974_MA_345,1978,267.5,CFL,NA,,21,0.276,JLL,GOM,5,Sp,2
1218,US,1974_MA_346,1978,275.8,CFL,NA,,28,0.086,JLL,GOM,5,Sp,2
1219,US,1974_MA_347,1978,252.1,CFL,NA,,27,0.408,JLL,GOM,5,Sp,2
1220,US,1974_MA_348,1978,252.1,CFL,NA,,26,0.204,JLL,GOM,5,Sp,2
1221,US,1974_MA_349,1978,286.1,CFL,NA,,24,0.26,JLL,GOM,5,Sp,2
1222,US,1974_MA_35,1978,77.4,CFL,NA,,2,0.06,PURSE SEINE,W_ATL,7,S,3
1223,US,1974_MA_350,1975,248,CFL,NA,,25,0.308,JLL,GOM,5,Sp,2
1224,US,1974_MA_351,1978,62,CFL,NA,,3,0.292,,W_ATL,7,S,3
1225,US,1974_MA_352,1996,167,CFL,NA,,5,0.422,,W_ATL,7,S,3
1226,US,1974_MA_353,1996,86,CFL,NA,,3,0.106,,W_ATL,7,S,3
1227,US,1974_MA_354,1996,87,CFL,NA,,3,0.854,,W_ATL,8,S,3
1228,US,1974_MA_355,1996,83,CFL,NA,,3,0.24,,W_ATL,7,S,3
1229,US,1974_MA_356,1996,84,CFL,NA,,2,0.108,,W_ATL,7,S,3
1230,US,1974_MA_357,1996,191,CFL,NA,,7,0.714,,W_ATL,10,F,4
1231,US,1974_MA_358,1996,196,CFL,NA,,6,0.174,,W_ATL,10,F,4
1232,US,1974_MA_359,1996,226,CFL,NA,,9,0.418,,W_ATL,10,F,4
1233,US,1974_MA_36,1996,74.3,CFL,NA,,2,0.104,PURSE SEINE,W_ATL,7,S,3
1234,US,1974_MA_360,1975,188,CFL,NA,,6,0.052,,W_ATL,11,F,4
1235,US,1974_MA_361,1996,245,CFL,NA,,13,0.302,,W_ATL,11,F,4
1236,US,1974_MA_362,1996,195,CFL,NA,,9,0.032,,W_ATL,11,F,4
1237,US,1974_MA_363,1996,206,CFL,NA,,8,0.812,,W_ATL,10,F,4
1238,US,1974_MA_364,1996,203,CFL,NA,,6,0.076,,W_ATL,9,F,3
1239,US,1974_MA_365,1996,253,CFL,NA,,16,0.364,,W_ATL,10,F,4
1240,US,1974_MA_366,1996,240,CFL,NA,,10,0.952,,W_ATL,10,F,4
1241,US,1974_MA_367,1996,229,CFL,NA,,10,0.374,,W_ATL,10,F,4
1242,US,1974_MA_368,1996,224,CFL,NA,,9,0.412,,W_ATL,10,F,4
1243,US,1974_MA_369,1996,274,CFL,NA,,21,0.038,,W_ATL,8,S,3
1244,US,1974_MA_37,1996,100.4,CFL,NA,,3,0.098,PURSE SEINE,W_ATL,8,S,3
1245,US,1974_MA_370,1975,188,CFL,NA,,8,0.674,,W_ATL,8,S,3
1246,US,1974_MA_371,1996,188,CFL,NA,,7,0.058,,W_ATL,8,S,3
1247,US,1974_MA_372,1996,213,CFL,NA,,9,0.908,,W_ATL,8,S,3
1248,US,1974_MA_373,1996,186,CFL,NA,,7,0.176,,W_ATL,8,S,3
1249,US,1974_MA_374,1996,266,CFL,NA,,18,0.398,,W_ATL,8,S,3
1250,US,1974_MA_375,1996,207,CFL,NA,,8,0.138,,W_ATL,8,S,3
1251,US,1974_MA_376,1996,224,CFL,NA,,10,0.45,,W_ATL,8,S,3
1252,US,1974_MA_377,1996,199,CFL,NA,,9,0.228,,W_ATL,9,F,3
1253,US,1974_MA_378,1996,192,CFL,NA,,8,0.174,,W_ATL,9,F,3
1254,US,1974_MA_379,1996,234,CFL,NA,,10,0.186,,W_ATL,9,F,3
1255,US,1974_MA_38,1996,78.4,CFL,NA,,2,0.118,PURSE SEINE,W_ATL,8,S,3
1256,US,1974_MA_380,1975,193,CFL,NA,,8,0.136,,W_ATL,9,F,3
1257,US,1974_MA_381,1996,236,CFL,NA,,12,0.204,,W_ATL,9,F,3
1258,US,1974_MA_382,1996,214,CFL,NA,,9,0.264,,W_ATL,9,F,3
1259,US,1974_MA_383,1996,232,CFL,NA,,10,0.822,,W_ATL,9,F,3
1260,US,1974_MA_384,1996,234,CFL,NA,,10,0.124,,W_ATL,9,F,3
1261,US,1974_MA_385,1996,230,CFL,NA,,10,0.252,,W_ATL,9,F,3
1262,US,1974_MA_386,1996,200,CFL,NA,,9,0.88,,W_ATL,9,F,3
1263,US,1974_MA_387,1996,196,CFL,NA,,7,0.872,,W_ATL,9,F,3
1264,US,1974_MA_388,1996,219,CFL,NA,,10,0.812,,W_ATL,9,F,3
1265,US,1974_MA_389,1996,234,CFL,NA,,10,0.738,,W_ATL,9,F,3
1266,US,1974_MA_39,1996,77.9,CFL,NA,,2,0.06,PURSE SEINE,W_ATL,8,S,3
1267,US,1974_MA_390,1975,217,CFL,NA,,9,0.068,,W_ATL,9,F,3
1268,US,1974_MA_391,1996,247,CFL,NA,,10,0.744,,W_ATL,9,F,3
1269,US,1974_MA_392,1996,189,CFL,NA,,7,0.808,,W_ATL,9,F,3
1270,US,1974_MA_393,1996,194,CFL,NA,,9,0.824,,W_ATL,9,F,3
1271,US,1974_MA_394,1996,216,CFL,NA,,10,0.13,,W_ATL,9,F,3
1272,US,1974_MA_395,1996,224,CFL,NA,,11,0.522,,W_ATL,10,F,4
1273,US,1974_MA_396,1996,244,CFL,NA,,9,0.85,,W_ATL,10,F,4
1274,US,1974_MA_397,1996,238,CFL,NA,,10,0.952,,W_ATL,10,F,4
1275,US,1974_MA_398,1996,189,CFL,NA,,9,0.872,,W_ATL,10,F,4
1276,US,1974_MA_399,1996,205,CFL,NA,,8,0.108,,W_ATL,10,F,4
1277,US,1974_MA_4,1996,72.5,CFL,NA,,3,0.14,PURSE SEINE,W_ATL,7,S,3
1278,US,1974_MA_40,1975,100.8,CFL,NA,,3,0.8,PURSE SEINE,W_ATL,8,S,3
1279,US,1974_MA_400,1975,238,CFL,NA,,10,0.244,,W_ATL,10,F,4
1280,US,1974_MA_401,1996,187,CFL,NA,,7,0.842,,W_ATL,10,F,4
1281,US,1974_MA_402,1996,229,CFL,NA,,9,0.886,,W_ATL,10,F,4
1282,US,1974_MA_403,1996,236,CFL,NA,,10,0.908,,W_ATL,10,F,4
1283,US,1974_MA_404,1996,231,CFL,NA,,10,0.84,,W_ATL,10,F,4
1284,US,1974_MA_405,1996,230,CFL,NA,,11,0.844,,W_ATL,10,F,4
1285,US,1974_MA_408,1996,180.1,CFL,NA,,7,0.804,,W_ATL,8,S,3
1286,US,1974_MA_409,1996,182.1,CFL,NA,,8,0.232,,W_ATL,10,F,4
1287,US,1974_MA_41,1996,75.2,CFL,NA,,2,0.082,PURSE SEINE,W_ATL,8,S,3
1288,US,1974_MA_410,1996,183.2,CFL,NA,,8,0.854,,W_ATL,9,F,3
1289,US,1974_MA_411,1996,185.2,CFL,NA,,7,0.294,,W_ATL,9,F,3
1290,US,1974_MA_412,1975,185.2,CFL,NA,,7,0.2,,W_ATL,9,F,3
1291,US,1974_MA_413,1996,185.2,CFL,NA,,8,0.928,,W_ATL,9,F,3
1292,US,1974_MA_414,1996,185.2,CFL,NA,,9,0.098,,W_ATL,10,F,4
1293,US,1974_MA_415,1996,186.2,CFL,NA,,9,0.138,,W_ATL,9,F,3
1294,US,1974_MA_416,1996,188.3,CFL,NA,,8,0.212,,W_ATL,9,F,3
1295,US,1974_MA_417,1996,190.4,CFL,NA,,8,0.234,,W_ATL,9,F,3
1296,US,1974_MA_418,1996,190.4,CFL,NA,,8,0.224,,W_ATL,9,F,3
1297,US,1974_MA_419,1996,192.4,CFL,NA,,7,0.056,,W_ATL,9,F,3
1298,US,1974_MA_42,1996,76.7,CFL,NA,,2,0.09,PURSE SEINE,W_ATL,8,S,3
1299,US,1974_MA_420,1996,192.4,CFL,NA,,8,0.072,,W_ATL,9,F,3
1300,US,1974_MA_421,1996,195.5,CFL,NA,,8,0.14,,W_ATL,9,F,3
1301,US,1974_MA_422,1975,196.5,CFL,NA,,7,0.206,,W_ATL,9,F,3
1302,US,1974_MA_423,1996,198.6,CFL,NA,,7,0.894,,W_ATL,9,F,3
1303,US,1974_MA_424,1996,198.6,CFL,NA,,8,0.794,,W_ATL,9,F,3
1304,US,1974_MA_425,1996,261,CFL,NA,,12,0.828,,W_ATL,10,F,4
1305,US,1974_MA_426,1996,178,CFL,NA,,8,0.456,,W_ATL,2,w,1
1306,US,1974_MA_427,1996,81.3,CFL,NA,,3,0.754,,W_ATL,6,S,2
1307,US,1974_MA_428,1996,174,CFL,NA,,12,0.288,,W_ATL,2,w,1
1308,US,1974_MA_429,1997,184,CFL,NA,,9,0.874,,W_ATL,2,w,1
1309,US,1974_MA_43,1997,55.6,CFL,NA,,1,0.108,PURSE SEINE,W_ATL,8,S,3
1310,US,1974_MA_430,1997,166,CFL,NA,,10,0.712,,W_ATL,2,w,1
1311,US,1974_MA_431,1997,130.7,CFL,NA,,7,0.838,,W_ATL,6,S,2
1312,US,1974_MA_432,1975,140,CFL,NA,,6,0.924,,W_ATL,7,S,3
1313,US,1974_MA_433,1997,130.7,CFL,NA,,5,0.894,,W_ATL,7,S,3
1314,US,1974_MA_434,1997,131.1,CFL,NA,,6,0.012,,W_ATL,2,w,1
1315,US,1974_MA_435,1997,107,CFL,NA,,3,0.922,,W_ATL,7,S,3
1316,US,1974_MA_436,1997,137.9,CFL,NA,,5,0.106,,W_ATL,9,F,3
1317,US,1974_MA_437,1997,142,CFL,NA,,5,0.068,,W_ATL,7,S,3
1318,US,1974_MA_438,1997,151.2,CFL,NA,,5,0.94,,W_ATL,2,w,1
1319,US,1974_MA_439,1997,156.4,CFL,NA,,7,0.776,,W_ATL,7,S,3
1320,US,1974_MA_44,1997,77.2,CFL,NA,,2,0.082,PURSE SEINE,W_ATL,8,S,3
1321,US,1974_MA_440,1997,157.4,CFL,NA,,8,0.752,,W_ATL,2,w,1
1322,US,1974_MA_441,1997,164.2,CFL,NA,,7,0.498,,W_ATL,2,w,1
1323,US,1974_MA_442,1975,169.8,CFL,NA,,9,0.12,,W_ATL,2,w,1
1324,US,1974_MA_443,1997,175.2,CFL,NA,,8,0.856,,W_ATL,2,w,1
1325,US,1974_MA_444,1997,109.1,CFL,NA,,3,0.912,,W_ATL,8,S,3
1326,US,1974_MA_445,1997,90,CFL,NA,,2,0.93,,W_ATL,9,F,3
1327,US,1974_MA_446,1997,53.5,CFL,NA,,1,0.25,,W_ATL,9,F,3
1328,US,1974_MA_447,1997,99.8,CFL,NA,,3,0.766,,W_ATL,8,S,3
1329,US,1974_MA_448,1997,85.4,CFL,NA,,2,0.806,,W_ATL,8,S,3
1330,US,1974_MA_449,1997,84.4,CFL,NA,,2,0.746,,W_ATL,8,S,3
1331,US,1974_MA_45,1997,75.3,CFL,NA,,3,0.012,PURSE SEINE,W_ATL,7,S,3
1332,US,1974_MA_450,1997,80.3,CFL,NA,,2,0.372,,W_ATL,9,F,3
1333,US,1974_MA_451,1997,92.6,CFL,NA,,3,0.504,,W_ATL,9,F,3
1334,US,1974_MA_452,1975,95.7,CFL,NA,,3,0.078,,W_ATL,9,F,3
1335,US,1974_MA_453,1997,88.5,CFL,NA,,2,0.914,,W_ATL,9,F,3
1336,US,1974_MA_454,1997,84.4,CFL,NA,,2,0.846,,W_ATL,9,F,3
1337,US,1974_MA_455,1997,86.4,CFL,NA,,2,0.744,,W_ATL,9,F,3
1338,US,1974_MA_456,1997,85.4,CFL,NA,,2,0.972,,W_ATL,9,F,3
1339,US,1974_MA_457,1997,84.4,CFL,NA,,2,0.948,,W_ATL,9,F,3
1340,US,1974_MA_458,1997,66.9,CFL,NA,,2,0.066,,W_ATL,8,S,3
1341,US,1974_MA_459,1997,80.3,CFL,NA,,2,0.962,,W_ATL,8,S,3
1342,US,1974_MA_46,1997,58,CFL,NA,,1,0.04,PURSE SEINE,W_ATL,8,S,3
1343,US,1974_MA_460,1997,98.8,CFL,NA,,5,0.708,RAR,W_ATL,7,S,3
1344,US,1974_MA_461,1997,102.9,CFL,NA,,4,0.828,,W_ATL,7,S,3
1345,US,1974_MA_462,1975,118.5,CFL,NA,,4,0.888,,W_ATL,7,S,3
1346,US,1974_MA_463,1998,112.3,CFL,NA,,3,0.212,RAR,W_ATL,7,S,3
1347,US,1974_MA_464,1998,78.4,CFL,NA,,3,0.836,,W_ATL,7,S,3
1348,US,1974_MA_465,1998,91.5,CFL,NA,,3,0.016,RAR,W_ATL,9,F,3
1349,US,1974_MA_466,1998,55.9,CFL,NA,,1,0.136,,W_ATL,10,F,4
1350,US,1974_MA_467,1998,98.9,CFL,NA,,3,0.97,RAR,W_ATL,7,S,3
1351,US,1974_MA_469,1998,78.9,CFL,NA,,3,0.144,RAR,W_ATL,6,S,2
1352,US,1974_MA_47,1998,75.7,CFL,NA,,2,0.09,PURSE SEINE,W_ATL,8,S,3
