;ID1;Source;ID;Year;Length;Type_length;Weight;Type_of_weight;age;Prob.East.;GEAR;BFT_Area;Month;quarter;Method
2162;2162;US+Can;3161;2010;202.6247943;EST_W;151.39;RWT;12;0.27;UN;W_ATL;8;3;Otolith Chemistry
2164;2164;US+Can;3163;2010;245.84986;EST_L;209.22;NA;13;0.318;UN;W_ATL;8;3;Otolith Chemistry
2165;2165;US+Can;3164;2010;206.3511417;EST_W;159.89;RWT;10;0.102;RR;W_ATL;8;3;Otolith Chemistry
2166;2166;US+Can;3165;2010;243.409936;EST_L;230.2;NA;15;0.084;UN;W_ATL;9;3;Otolith Chemistry
2167;2167;US+Can;3166;2010;177.531988;EST_L;84.48;NA;7;0.092;RR;W_ATL;9;3;Otolith Chemistry
2168;2168;US+Can;3167;2010;175.092064;EST_L;166.7;NA;15;0.074;RR;W_ATL;9;3;Otolith Chemistry
2169;2169;US+Can;3168;2010;211.690924;EST_L;158.76;NA;9;0.146;UN;W_ATL;9;3;Otolith Chemistry
2170;2170;US+Can;3169;2010;231.210316;EST_L;193.34;NA;11;0.448;UN;W_ATL;9;3;Otolith Chemistry
2172;2172;US+Can;3170;2010;201.931228;EST_L;132.68;NA;9;0.676;RR;W_ATL;9;3;Otolith Chemistry
2173;2173;US+Can;3171;2010;236.090164;EST_L;221.69;NA;11;0.032;RR;W_ATL;9;3;Otolith Chemistry
2174;2174;US+Can;3172;2010;236.090164;EST_L;182;NA;14;0.456;RR;W_ATL;9;3;Otolith Chemistry
2175;2175;US+Can;3173;2010;255.609556;EST_L;262.52;NA;11;0.094;RR;W_ATL;9;3;Otolith Chemistry
2176;2176;US+Can;3174;2010;233.65024;EST_L;204.12;NA;10;0.15;RR;W_ATL;9;3;Otolith Chemistry
2177;2177;US+Can;3175;2010;NA;NA;NA;NA;16;0.092;UN;W_ATL;10;4;Otolith Chemistry
2179;2179;US+Can;3177;2010;NA;NA;NA;NA;15;0.476;UN;W_ATL;10;4;Otolith Chemistry
2180;2180;US+Can;3178;2010;NA;NA;NA;NA;14;0.218;UN;W_ATL;10;4;Otolith Chemistry
2181;2181;US+Can;3179;2010;NA;NA;NA;NA;11;0.072;UN;W_ATL;10;4;Otolith Chemistry
2183;2183;US+Can;3180;2010;NA;NA;NA;NA;16;0.08;UN;W_ATL;10;4;Otolith Chemistry
2184;2184;US+Can;3181;2010;NA;NA;NA;NA;9;0.13;UN;W_ATL;10;4;Otolith Chemistry
2185;2185;US+Can;3182;2010;NA;NA;NA;NA;11;0.728;UN;W_ATL;10;4;Otolith Chemistry
2186;2186;US+Can;3183;2010;NA;NA;NA;NA;10;0.07;UN;W_ATL;10;4;Otolith Chemistry
2187;2187;US+Can;3184;2010;NA;NA;NA;NA;9;0.274;UN;W_ATL;10;4;Otolith Chemistry
2188;2188;US+Can;3185;2010;267.6381983;EST_W;336;NA;18;0.154;UN;GSL;8;3;Otolith Chemistry
2189;2189;US+Can;3186;2010;NA;NA;NA;NA;7;0.514;UN;W_ATL;10;4;Otolith Chemistry
2190;2190;US+Can;3187;2010;NA;NA;NA;NA;10;0.274;UN;W_ATL;10;4;Otolith Chemistry
2191;2191;US+Can;3188;2010;NA;NA;NA;NA;20;0.11;UN;W_ATL;10;4;Otolith Chemistry
2192;2192;US+Can;3189;2010;NA;NA;NA;NA;10;0.858;UN;W_ATL;10;4;Otolith Chemistry
2194;2194;US+Can;3190;2010;NA;NA;NA;NA;16;0.148;UN;W_ATL;10;4;Otolith Chemistry
2195;2195;US+Can;3191;2010;214.130848;EST_L;185.97;NA;10;0.154;UN;W_ATL;9;3;Otolith Chemistry
2196;2196;US+Can;3192;2010;236.090164;EST_L;164.43;NA;20;0.178;RR;W_ATL;9;3;Otolith Chemistry
2197;2197;US+Can;3193;2010;206.811076;EST_L;163.29;NA;11;0.108;UN;W_ATL;9;3;Otolith Chemistry
2198;2198;US+Can;3194;2010;245.84986;EST_L;314.11;NA;14;0.094;TL;W_ATL;9;3;Otolith Chemistry
2199;2199;US+Can;3195;2010;228.770392;EST_L;233.03;NA;14;0.272;UN;W_ATL;9;3;Otolith Chemistry
2200;2200;US+Can;3196;2010;245.84986;EST_L;287.46;NA;10;0.232;UN;W_ATL;9;3;Otolith Chemistry
2201;2201;US+Can;3197;2010;280.008796;EST_L;304.81;NA;20;0.152;UN;GSL;9;3;Otolith Chemistry
2202;2202;US+Can;3198;2010;292.208416;EST_L;304.81;NA;20;0.5;UN;GSL;9;3;Otolith Chemistry
2203;2203;US+Can;3199;2010;243.409936;EST_L;304.81;NA;16;0.382;UN;GSL;9;3;Otolith Chemistry
2205;2205;US+Can;3200;2010;250.729708;EST_L;257.64;NA;20;0.282;UN;GSL;9;3;Otolith Chemistry
2206;2206;US+Can;3201;2010;260.489404;EST_L;281.23;NA;19;0.324;UN;GSL;9;3;Otolith Chemistry
2207;2207;US+Can;3202;2010;265.369252;EST_L;304.81;NA;19;0.276;UN;GSL;9;3;Otolith Chemistry
2208;2208;US+Can;3203;2010;289.768492;EST_L;374.67;NA;16;0.172;UN;GSL;9;3;Otolith Chemistry
2209;2209;US+Can;3204;2010;265.369252;EST_W;304.81;RWT;16;0.308;UN;GSL;9;3;Otolith Chemistry
2210;2210;US+Can;3205;2010;250.1140353;EST_W;306.17;RWT;13;0.28;TP;W_ATL;9;3;Otolith Chemistry
2211;2211;US+Can;3206;2010;266.4543468;EST_W;371.95;RWT;21;0.298;TP;W_ATL;9;3;Otolith Chemistry
2212;2212;US+Can;3207;2010;243.8508694;EST_W;263.65;RWT;16;0.288;TP;W_ATL;8;3;Otolith Chemistry
2213;2213;US+Can;3208;2010;247.8351918;EST_W;297.67;RWT;15;0.272;TP;W_ATL;9;3;Otolith Chemistry
2214;2214;US+Can;3209;2010;246.2906307;EST_W;292;RWT;11;0.332;TP;W_ATL;9;3;Otolith Chemistry
2216;2216;US+Can;3210;2010;241.2093571;EST_W;273.86;RWT;14;0.56;TP;W_ATL;9;3;Otolith Chemistry
2217;2217;US+Can;3211;2010;276.0033353;EST_W;414.47;RWT;17;0.226;TP;W_ATL;9;3;Otolith Chemistry
2218;2218;US+Can;3212;2010;294.64834;EST_L;456.99;NA;18;0.28;TL;W_ATL;10;4;Otolith Chemistry
2219;2219;US+Can;3213;2010;231.210316;EST_L;251.74;NA;10;0.13;UN;W_ATL;10;4;Otolith Chemistry
2220;2220;US+Can;3214;2010;250.729708;EST_L;243.24;NA;12;0.288;RR;W_ATL;10;4;Otolith Chemistry
2221;2221;US+Can;3215;2010;221.45062;EST_L;196.75;NA;8;0.232;UN;W_ATL;10;4;Otolith Chemistry
2222;2222;US+Can;3216;2010;236.090164;EST_L;234.73;NA;10;0.25;UN;W_ATL;10;4;Otolith Chemistry
2223;2223;US+Can;3217;2010;250.729708;EST_L;333.39;NA;10;0.1;UN;W_ATL;10;4;Otolith Chemistry
2224;2224;US+Can;3218;2010;255.590344;EST_L;314.11;NA;20;0.264;UN;W_ATL;10;4;Otolith Chemistry
2225;2225;US+Can;3219;2010;243.409936;EST_L;247.21;NA;11;0.262;TL;W_ATL;10;4;Otolith Chemistry
2227;2227;US+Can;3220;2010;201.931228;EST_L;171.23;NA;12;0.202;UN;W_ATL;10;4;Otolith Chemistry
2228;2228;US+Can;3221;2010;179.971912;EST_L;108.3;NA;7;0.508;TL;W_ATL;10;4;Otolith Chemistry
2229;2229;US+Can;3222;2010;231.210316;EST_L;247.21;NA;11;0.128;UN;W_ATL;10;4;Otolith Chemistry
2230;2230;US+Can;3223;2010;221.45062;EST_L;197.31;NA;9;0.874;TL;W_ATL;10;4;Otolith Chemistry
2231;2231;US+Can;3224;2010;226.330468;EST_L;166.13;NA;9;0.616;RR;W_ATL;10;4;Otolith Chemistry
2232;2232;US+Can;3225;2010;262.929328;EST_L;319.22;NA;12;0.542;TL;W_ATL;10;4;Otolith Chemistry
2233;2233;US+Can;3226;2010;236.090164;EST_L;223.96;NA;13;0.116;UN;W_ATL;10;4;Otolith Chemistry
2234;2234;US+Can;3227;2010;262.929328;EST_L;304.47;NA;19;0.144;TL;W_ATL;10;4;Otolith Chemistry
2235;2235;US+Can;3228;2010;182.411836;EST_L;128.14;NA;6;0.294;UN;W_ATL;10;4;Otolith Chemistry
2236;2236;US+Can;3229;2010;248.289784;EST_L;233.03;NA;16;0.598;UN;W_ATL;10;4;Otolith Chemistry
2238;2238;US+Can;3230;2010;289.768492;EST_L;351.53;NA;19;0.216;RR;W_ATL;10;4;Otolith Chemistry
2239;2239;US+Can;3231;2010;253.169632;EST_L;269.32;NA;17;0.47;RR;W_ATL;10;4;Otolith Chemistry
2240;2240;US+Can;3232;2010;243.409936;EST_L;240.97;NA;10;0.474;UN;W_ATL;10;4;Otolith Chemistry
2241;2241;US+Can;3233;2010;243.409936;EST_L;212.62;NA;15;0.14;RR;W_ATL;10;4;Otolith Chemistry
2242;2242;US+Can;3234;2010;223.890544;EST_L;196.18;NA;10;0.294;UN;W_ATL;10;4;Otolith Chemistry
2243;2243;US+Can;3235;2010;NA;NA;NA;NA;15;0.182;UN;W_ATL;11;4;Otolith Chemistry
2244;2244;US+Can;3236;2010;NA;NA;NA;NA;16;0.178;UN;W_ATL;11;4;Otolith Chemistry
2245;2245;US+Can;3237;2011;247.77106;EST_L;292.57;NA;9;0.08;UN;GSL;7;3;Otolith Chemistry
2246;2246;US+Can;3238;2011;278.51026;EST_L;353.8;NA;19;0.162;UN;GSL;7;3;Otolith Chemistry
2247;2247;US+Can;3239;2011;262.18006;EST_L;306.17;NA;14;0.024;UN;GSL;8;3;Otolith Chemistry
2249;2249;US+Can;3240;2011;269.86486;EST_L;324.77;NA;18;0.074;UN;GSL;8;3;Otolith Chemistry
2250;2250;US+Can;3241;2011;254.49526;EST_L;183.7;NA;12;0.088;UN;GSL;8;3;Otolith Chemistry
2251;2251;US+Can;3242;2011;261.21946;EST_L;297.56;NA;13;0.018;UN;GSL;7;3;Otolith Chemistry
2252;2252;US+Can;3243;2011;260.25886;EST_L;293.93;NA;16;0.188;UN;GSL;8;3;Otolith Chemistry
2253;2253;US+Can;3244;2011;252.57406;EST_L;274.88;NA;13;0.028;UN;GSL;8;3;Otolith Chemistry
2254;2254;US+Can;3245;2011;280.43146;EST_L;367.41;NA;17;0.07;UN;GSL;8;3;Otolith Chemistry
2255;2255;US+Can;3247;2011;261.21946;EST_L;302.55;NA;17;0.242;UN;GSL;8;3;Otolith Chemistry
2256;2256;US+Can;3248;2011;282.35266;EST_L;382.38;NA;21;0.112;UN;GSL;8;3;Otolith Chemistry
2257;2257;US+Can;3249;2011;203.58346;EST_L;353.8;NA;22;0.046;UN;GSL;8;3;Otolith Chemistry
2259;2259;US+Can;3250;2011;226.63786;EST_L;229.97;NA;9;0.932;UN;GSL;8;3;Otolith Chemistry
2260;2260;US+Can;3251;2011;261.21946;EST_L;351.08;NA;15;0.072;UN;GSL;8;3;Otolith Chemistry
2261;2261;US+Can;3252;2011;269.3720722;EST_L;342.5687506;EST_L;21;0.102;UN;GSL;8;3;Otolith Chemistry
2262;2262;US+Can;3253;2011;282.35266;EST_L;358.79;NA;21;0.082;UN;GSL;8;3;Otolith Chemistry
2263;2263;US+Can;3254;2011;257.37706;EST_L;337.47;NA;17;0.048;UN;GSL;8;3;Otolith Chemistry
2264;2264;US+Can;3255;2011;274.66786;EST_L;381.47;NA;21;0.09;UN;GSL;8;3;Otolith Chemistry
2265;2265;US+Can;3256;2011;258.33766;EST_L;303.91;NA;15;0.03;UN;GSL;8;3;Otolith Chemistry
2266;2266;US+Can;3257;2011;213.18946;EST_L;156.04;NA;11;0.398;UN;GSL;8;3;Otolith Chemistry
2267;2267;US+Can;3258;2011;265.06186;EST_L;284.86;NA;22;0.088;UN;GSL;8;3;Otolith Chemistry
2268;2268;US+Can;3259;2011;227.59846;EST_L;201.4;NA;10;0.102;UN;GSL;8;3;Otolith Chemistry
2270;2270;US+Can;3260;2011;191.09566;EST_L;120.2;NA;10;0.036;UN;GSL;8;3;Otolith Chemistry
2271;2271;US+Can;3261;2011;261.21946;EST_L;393.72;NA;14;0.058;UN;GSL;8;3;Otolith Chemistry
2272;2272;US+Can;3262;2011;261.21946;EST_L;372.4;NA;16;0.12;UN;GSL;8;3;Otolith Chemistry
2273;2273;US+Can;3263;2011;271.78606;EST_L;361.06;NA;21;0.052;UN;GSL;8;3;Otolith Chemistry
2274;2274;US+Can;3264;2011;226.330468;EST_L;174.066072;NA;9;0.89;UN;W_ATL;8;3;Otolith Chemistry
2275;2275;US+Can;3265;2011;226.330468;EST_L;195.6117096;NA;10;0.924;UN;W_ATL;8;3;Otolith Chemistry
2276;2276;US+Can;3266;2011;231.210316;EST_L;223.3942422;NA;11;0.156;RR;W_ATL;8;3;Otolith Chemistry
2277;2277;US+Can;3267;2011;243.409936;EST_L;271.0214411;NA;17;0.14;RR;W_ATL;8;3;Otolith Chemistry
2278;2278;US+Can;3268;2011;267.809176;EST_L;292.5670787;NA;15;0.326;RR;W_ATL;8;3;Otolith Chemistry
2279;2279;US+Can;3269;2011;197.05138;EST_L;120.2019781;NA;7;0.02;UN;W_ATL;8;3;Otolith Chemistry
2281;2281;US+Can;3270;2011;226.330468;EST_L;188.807824;NA;11;0.174;UN;W_ATL;8;3;Otolith Chemistry
2282;2282;US+Can;3271;2011;192.171532;EST_L;127.0058636;NA;8;0.242;UN;W_ATL;8;3;Otolith Chemistry
2284;2284;US+Can;3273;2011;203.58346;EST_L;140.16;NA;10;0.09;UN;GSL;9;3;Otolith Chemistry
2285;2285;US+Can;3274;2011;193.97746;EST_L;126.1;NA;8;0.202;UN;GSL;9;3;Otolith Chemistry
2286;2286;US+Can;3275;2011;262.18006;EST_L;358.34;NA;22;0.278;UN;GSL;9;3;Otolith Chemistry
2287;2287;US+Can;3276;2011;261.21946;EST_L;318.88;NA;12;0.374;UN;GSL;9;3;Otolith Chemistry
2288;2288;US+Can;3277;2011;193.97746;EST_L;276.69;NA;15;0.078;UN;GSL;9;3;Otolith Chemistry
2289;2289;US+Can;3278;2011;215.5361008;EST_W;193.68;RWT;11;0.11;UN;GSL;9;3;Otolith Chemistry
2290;2290;US+Can;3279;2011;266.02246;EST_L;362.42;NA;14;0.064;UN;GSL;9;3;Otolith Chemistry
2292;2292;US+Can;3280;2011;265.06186;EST_L;348.81;NA;13;0.202;UN;GSL;9;3;Otolith Chemistry
2293;2293;US+Can;3281;2011;295.80106;EST_L;412.32;NA;19;0.15;UN;GSL;9;3;Otolith Chemistry
2294;2294;US+Can;3282;2011;277.54966;EST_L;427.28;NA;17;0.078;UN;GSL;9;3;Otolith Chemistry
2295;2295;US+Can;3283;2011;259.29826;EST_L;360.15;NA;18;0.112;UN;GSL;9;3;Otolith Chemistry
2296;2296;US+Can;3284;2011;266.02246;EST_L;324.77;NA;15;0.294;UN;GSL;9;3;Otolith Chemistry
2297;2297;US+Can;3285;2011;275.62846;EST_L;299.82;NA;13;0.286;UN;GSL;9;3;Otolith Chemistry
2298;2298;US+Can;3286;2011;250.65286;EST_L;238.59;NA;12;0.066;UN;GSL;9;3;Otolith Chemistry
2299;2299;US+Can;3287;2011;241.04686;EST_L;262.63;NA;10;0.026;UN;GSL;9;3;Otolith Chemistry
2300;2300;US+Can;3288;2011;242.00746;EST_L;313.89;NA;12;0.156;UN;GSL;9;3;Otolith Chemistry
2301;2301;US+Can;3289;2011;272.74666;EST_L;396.44;NA;21;0.098;UN;GSL;9;3;Otolith Chemistry
2303;2303;US+Can;3290;2011;260.25886;EST_L;316.15;NA;12;0.148;UN;GSL;9;3;Otolith Chemistry
2304;2304;US+Can;3291;2011;266.02246;EST_L;324.77;NA;17;0.106;UN;GSL;9;3;Otolith Chemistry
2305;2305;US+Can;3292;2011;257.37706;EST_L;311.16;NA;15;0.03;UN;GSL;9;3;Otolith Chemistry
2306;2306;US+Can;3293;2011;267.94366;EST_L;309.8;NA;15;0.038;UN;GSL;9;3;Otolith Chemistry
2307;2307;US+Can;3294;2011;263.14066;EST_L;292.57;NA;15;0.132;UN;GSL;9;3;Otolith Chemistry
2308;2308;US+Can;3295;2011;249.8978284;EST_L;283.8579177;EST_L;14;0.09;UN;GSL;11;4;Otolith Chemistry
2309;2309;US+Can;3296;2011;243.92866;EST_L;264.9;NA;9;0.084;UN;GSL;9;3;Otolith Chemistry
2310;2310;US+Can;3297;2011;262.1973508;EST_L;322.1274588;EST_L;13;0.08;UN;GSL;9;3;Otolith Chemistry
2311;2311;US+Can;3298;2011;253.53466;EST_L;327.49;NA;17;0.03;UN;GSL;9;3;Otolith Chemistry
2312;2312;US+Can;3299;2011;253.53466;EST_L;314.79;NA;15;0.39;UN;GSL;9;3;Otolith Chemistry
2315;2315;US+Can;3300;2011;247.77106;EST_L;273.97;NA;10;0.026;UN;GSL;9;3;Otolith Chemistry
2316;2316;US+Can;3301;2011;257.37706;EST_L;289.85;NA;20;0.048;UN;GSL;9;3;Otolith Chemistry
2317;2317;US+Can;3302;2011;269.86486;EST_L;360.15;NA;15;0.068;UN;GSL;9;3;Otolith Chemistry
2318;2318;US+Can;3303;2011;251.61346;EST_L;288.94;NA;16;0.12;UN;GSL;9;3;Otolith Chemistry
2319;2319;US+Can;3304;2011;251.61346;EST_L;237.68;NA;17;0.102;UN;GSL;9;3;Otolith Chemistry
2320;2320;US+Can;3305;2011;258.33766;EST_L;317.51;NA;15;0.086;UN;GSL;9;3;Otolith Chemistry
2321;2321;US+Can;3306;2011;246.81046;EST_L;234.96;NA;11;0.172;UN;GSL;9;3;Otolith Chemistry
2322;2322;US+Can;3307;2011;265.06186;EST_L;385.1;NA;16;0.226;UN;GSL;9;3;Otolith Chemistry
2323;2323;US+Can;3308;2011;243.92866;EST_L;252.65;NA;17;0.028;UN;GSL;8;3;Otolith Chemistry
2324;2324;US+Can;3309;2011;245.84986;EST_L;232.69;NA;16;0.01;UN;GSL;8;3;Otolith Chemistry
2326;2326;US+Can;3310;2011;227.59846;EST_L;195.04;NA;10;0.094;UN;GSL;9;3;Otolith Chemistry
2327;2327;US+Can;3311;2011;213.18946;EST_L;151.05;NA;8;0.034;UN;GSL;9;3;Otolith Chemistry
2328;2328;US+Can;3312;2011;269.86486;EST_L;331.12;NA;16;0.092;UN;GSL;9;3;Otolith Chemistry
2329;2329;US+Can;3313;2011;231.44086;EST_L;251.29;NA;10;0.038;UN;GSL;8;3;Otolith Chemistry
2330;2330;US+Can;3314;2011;237.20446;EST_L;276.24;NA;11;0.07;UN;GSL;9;3;Otolith Chemistry
2331;2331;US+Can;3315;2011;264.10126;EST_L;355.16;NA;17;0.298;UN;GSL;9;3;Otolith Chemistry
2332;2332;US+Can;3316;2011;270.82546;EST_L;358.79;NA;14;0.042;UN;GSL;9;3;Otolith Chemistry
2333;2333;US+Can;3317;2011;257.37706;EST_L;301.19;NA;16;0.05;UN;GSL;9;3;Otolith Chemistry
2334;2334;US+Can;3318;2011;249.69226;EST_L;307.54;NA;12;0.298;UN;GSL;9;3;Otolith Chemistry
2335;2335;US+Can;3319;2011;270.82546;EST_L;298.92;NA;20;0.062;UN;GSL;8;3;Otolith Chemistry
2336;2336;US+Can;3320;2011;NA;NA;NA;NA;22;0.342;UN;GSL;9;3;Otolith Chemistry
2337;2337;US+Can;3321;2011;282.35266;EST_L;380.11;NA;34;0.116;UN;GSL;9;3;Otolith Chemistry
2338;2338;US+Can;3322;2011;206.46526;EST_L;165.11;NA;10;0.338;UN;GSL;10;4;Otolith Chemistry
2339;2339;US+Can;3323;2011;241.04686;EST_L;270.79;NA;8;0.414;UN;GSL;10;4;Otolith Chemistry
2340;2340;US+Can;3324;2011;251.61346;EST_L;298.92;NA;13;0.218;UN;GSL;9;3;Otolith Chemistry
2341;2341;US+Can;3325;2011;283.31326;EST_L;415.49;NA;17;0.028;UN;GSL;10;4;Otolith Chemistry
2342;2342;US+Can;3326;2011;266.98306;EST_L;302.09;NA;15;0.294;UN;GSL;10;4;Otolith Chemistry
2343;2343;US+Can;3327;2011;255.45586;EST_L;317.06;NA;17;0.058;UN;GSL;10;4;Otolith Chemistry
2344;2344;US+Can;3328;2011;253.53466;EST_L;277.6;NA;15;0.288;UN;GSL;10;4;Otolith Chemistry
2345;2345;US+Can;3329;2011;257.37706;EST_L;337.47;NA;14;0.082;UN;GSL;10;4;Otolith Chemistry
2346;2346;US+Can;3330;2011;241.04686;EST_L;270.79;NA;14;0.022;UN;GSL;10;4;Otolith Chemistry
2347;2347;US+Can;3331;2011;197.822297;EST_W;152.41;RWT;10;0.134;UN;GSL;10;4;Otolith Chemistry
2348;2348;US+Can;3332;2011;244.88926;EST_L;316.15;NA;10;0.072;UN;GSL;10;4;Otolith Chemistry
2349;2349;US+Can;3333;2011;290.03746;EST_L;418.67;NA;18;0.282;UN;GSL;10;4;Otolith Chemistry
2350;2350;US+Can;3334;2011;253.53466;EST_L;304.81;NA;17;0.114;UN;GSL;11;4;Otolith Chemistry
2351;2351;US+Can;3335;2011;198.78046;EST_L;155.58;NA;9;0.192;UN;GSL;11;4;Otolith Chemistry
2352;2352;US+Can;3336;2011;236.24386;EST_L;234.96;NA;8;0.76;UN;GSL;10;4;Otolith Chemistry
2353;2353;US+Can;3337;2011;198.78046;EST_L;148.78;NA;10;0.174;UN;GSL;10;4;Otolith Chemistry
2354;2354;US+Can;3338;2011;240.08626;EST_L;217.72;NA;17;0.278;UN;GSL;10;4;Otolith Chemistry
2355;2355;US+Can;3339;2011;263.14066;EST_L;396.44;NA;13;0.078;UN;GSL;10;4;Otolith Chemistry
2356;2356;US+Can;3340;2011;247.77106;EST_L;330.22;NA;17;0.276;UN;GSL;10;4;Otolith Chemistry
2357;2357;US+Can;3341;2011;193.97746;EST_L;144.24;NA;10;0.294;UN;GSL;10;4;Otolith Chemistry
2358;2358;US+Can;3342;2011;216.07126;EST_L;226.8;NA;11;0.042;UN;GSL;11;4;Otolith Chemistry
2359;2359;US+Can;3343;2011;298.68286;EST_L;415.49;NA;22;0.004;UN;GSL;10;4;Otolith Chemistry
2360;2360;US+Can;3344;2011;247.77106;EST_L;258.55;NA;13;0.028;UN;GSL;10;4;Otolith Chemistry
2361;2361;US+Can;3345;2011;280.43146;EST_L;428.19;NA;20;0.132;UN;GSL;10;4;Otolith Chemistry
2362;2362;US+Can;3346;2011;190.13506;EST_L;127.46;NA;9;0.14;UN;GSL;10;4;Otolith Chemistry
2363;2363;US+Can;3347;2011;230.48026;EST_L;216.82;NA;10;0.906;UN;GSL;11;4;Otolith Chemistry
2364;2364;US+Can;3348;2011;270.82546;EST_L;368.77;NA;12;0.042;UN;GSL;10;4;Otolith Chemistry
2365;2365;US+Can;3349;2011;222.79546;EST_L;215;NA;10;0.278;UN;GSL;10;4;Otolith Chemistry
2366;2366;US+Can;3350;2011;280.43146;EST_L;400.52;NA;17;0.078;UN;GSL;10;4;Otolith Chemistry
2367;2367;US+Can;3351;2011;247.77106;EST_L;272.61;NA;10;0.434;UN;GSL;9;3;Otolith Chemistry
2368;2368;US+Can;3352;2011;220.87426;EST_L;206.84;NA;11;0.546;UN;GSL;9;3;Otolith Chemistry
2369;2369;US+Can;3353;2011;201.66226;EST_L;132.9;NA;13;0.83;UN;GSL;10;4;Otolith Chemistry
2370;2370;US+Can;3354;2011;180.52906;EST_L;104.78;NA;10;0.128;UN;GSL;10;4;Otolith Chemistry
2371;2371;US+Can;3355;2011;261.21946;EST_L;374.21;NA;16;0.384;UN;GSL;10;4;Otolith Chemistry
2372;2372;US+Can;3356;2011;261.21946;EST_L;261.72;NA;18;0.034;UN;GSL;10;4;Otolith Chemistry
2373;2373;US+Can;3357;2011;221.1989428;EST_L;193.3591304;EST_L;10;0.108;UN;GSL;9;3;Otolith Chemistry
2374;2374;US+Can;3358;2011;242.00746;EST_L;257.64;NA;11;0.058;UN;GSL;10;4;Otolith Chemistry
2375;2375;US+Can;3359;2011;251.61346;EST_L;290.75;NA;15;0.27;UN;GSL;10;4;Otolith Chemistry
2376;2376;US+Can;3360;2011;270.82546;EST_L;358.79;NA;17;0.358;UN;GSL;10;4;Otolith Chemistry
2377;2377;US+Can;3361;2011;283.31326;EST_L;417.3;NA;14;0.094;UN;GSL;10;4;Otolith Chemistry
2378;2378;US+Can;3362;2011;227.59846;EST_L;203.66;NA;13;0.318;UN;GSL;10;4;Otolith Chemistry
2379;2379;US+Can;3364;2011;251.9477488;EST_L;285.7882968;EST_L;14;0.472;UN;GSL;9;3;Otolith Chemistry
2380;2380;US+Can;3365;2011;272.74666;EST_L;333.84;NA;19;0.068;UN;GSL;10;4;Otolith Chemistry
2381;2381;US+Can;3366;2011;288.11626;EST_L;403.24;NA;14;0.382;UN;GSL;10;4;Otolith Chemistry
2382;2382;US+Can;3367;2011;186.9413247;EST_W;126.1;RWT;10;0.362;UN;GSL;10;4;Otolith Chemistry
2383;2383;US+Can;3368;2011;220.87426;EST_L;201.85;NA;9;0.458;UN;GSL;10;4;Otolith Chemistry
2384;2384;US+Can;3369;2011;263.14066;EST_L;333.84;NA;16;0.206;UN;GSL;10;4;Otolith Chemistry
2385;2385;US+Can;3370;2011;NA;NA;NA;NA;10;0.396;UN;GSL;11;4;Otolith Chemistry
2386;2386;US+Can;3371;2011;NA;NA;NA;NA;21;0.09;UN;GSL;11;4;Otolith Chemistry
2387;2387;US+Can;3372;2011;280.43146;EST_L;346.09;NA;17;0.43;UN;GSL;9;3;Otolith Chemistry
2388;2388;US+Can;3373;2011;275.62846;EST_L;387.37;NA;16;0.046;UN;GSL;9;3;Otolith Chemistry
2389;2389;US+Can;3374;2011;290.03746;EST_L;458.58;NA;16;0.186;UN;GSL;9;3;Otolith Chemistry
2390;2390;US+Can;3375;2011;NA;NA;NA;NA;19;0.106;UN;GSL;11;4;Otolith Chemistry
2391;2391;US+Can;3376;2011;271.78606;EST_L;358.79;NA;20;0.05;UN;GSL;9;3;Otolith Chemistry
2392;2392;US+Can;3377;2011;253.169632;EST_L;271.0214411;NA;13;0.204;HP;W_ATL;10;4;Otolith Chemistry
2393;2393;US+Can;3378;2011;206.811076;EST_L;174.6330625;NA;10;0.05;HP;W_ATL;10;4;Otolith Chemistry
2394;2394;US+Can;3379;2011;289.768492;EST_L;407.0991521;NA;21;0.084;UN;W_ATL;9;3;Otolith Chemistry
2395;2395;US+Can;3380;2011;182.411836;EST_L;105.460226;NA;9;0.902;UN;W_ATL;9;3;Otolith Chemistry
2396;2396;US+Can;3381;2011;248.289784;EST_L;268.7534792;NA;12;0.164;UN;W_ATL;10;4;Otolith Chemistry
2397;2397;US+Can;3382;2011;211.974301;EST_L;173.1052472;EST_L;11;0.108;UN;W_ATL;11;4;Otolith Chemistry
2398;2398;US+Can;3383;2011;224.2738234;EST_L;205.0771709;EST_L;13;0.106;UN;W_ATL;11;4;Otolith Chemistry
2399;2399;US+Can;3384;2011;199.491304;EST_L;120.2019781;NA;9;0.108;UN;W_ATL;9;3;Otolith Chemistry
2400;2400;US+Can;3385;2011;226.330468;EST_L;202.4155951;NA;11;0.22;HP;W_ATL;10;4;Otolith Chemistry
2401;2401;US+Can;3386;2011;262.929328;EST_L;335.6583538;NA;13;0.064;HP;W_ATL;10;4;Otolith Chemistry
2402;2402;US+Can;3387;2011;255.609556;EST_L;345.2971917;NA;20;0.062;HP;W_ATL;10;4;Otolith Chemistry
2403;2403;US+Can;3388;2011;226.330468;EST_L;193.3437477;NA;10;0.38;UN;W_ATL;9;3;Otolith Chemistry
2404;2404;US+Can;3389;2011;199.491304;EST_L;137.7786824;NA;10;0.916;RR;W_ATL;9;3;Otolith Chemistry
2405;2405;US+Can;3390;2011;209.251;EST_L;157.0563581;NA;11;0.522;TL;W_ATL;9;3;Otolith Chemistry
