"Year","Quarter","Area","Fleet","Catch"
1995,4,2,14,39.53009
1996,4,2,14,124.84017
1997,4,2,14,68.05924
1998,4,2,14,98.9407
2000,4,2,14,119.03686
2001,4,2,14,73.264
2002,4,2,14,1.23074
2004,4,2,14,51.78369
2005,4,2,14,114.40138
2006,4,2,14,108.24485
2007,4,2,14,121.9709
2008,4,2,14,93.46382
2009,4,2,14,33.0199
2010,4,2,14,8.9078
2011,4,2,14,65.46788
2012,4,2,14,75.60814
2013,4,2,14,95.57779
2014,4,2,14,54.50205
2015,4,2,14,57.40977
2016,4,2,14,59.26939
1975,3,3,14,187
1976,3,3,14,251
1977,3,3,14,253
1978,3,3,14,169.1866
1979,3,3,14,136
1980,3,3,14,248
1981,3,3,14,243.1559
1990,3,3,14,8.40832
1991,3,3,14,15.36063
1992,3,3,14,43.90076
1993,3,3,14,21.70202
1994,3,3,14,63.85895
1995,3,3,14,105.17034
1996,3,3,14,100.29762
1997,3,3,14,52.2103
1998,3,3,14,96.84625
2000,3,3,14,180.37153
2001,3,3,14,114.1
2002,3,3,14,206.84065
2003,3,3,14,192.5777
2004,3,3,14,235.59258
2005,3,3,14,244.66516
2006,3,3,14,276.72357
2007,3,3,14,174.30094
2008,3,3,14,123.25136
2009,3,3,14,155.90795
2010,3,3,14,125.39056
2011,3,3,14,150.2141
2012,3,3,14,173.86358
2013,3,3,14,180.48054
2014,3,3,14,167.20481
2015,3,3,14,180.56256
2016,3,3,14,157.53407
1975,4,3,14,7
1976,4,3,14,89
1977,4,3,14,47
1978,4,3,14,36.82297
1979,4,3,14,77
1980,4,3,14,11
1981,4,3,14,34.93793
1990,4,3,14,0.5005
1991,4,3,14,51.17027
1992,4,3,14,21.75083
1993,4,3,14,89.27226
1994,4,3,14,1.40059
1995,4,3,14,70.78245
1996,4,3,14,16.16747
1997,4,3,14,52.53457
1998,4,3,14,22.36338
2000,4,3,14,56.01
2001,4,3,14,47.469
2004,4,3,14,3.0432
2005,4,3,14,7.629
2006,4,3,14,47.73193
2007,4,3,14,45.40643
2008,4,3,14,144.37648
2009,4,3,14,113.53896
2010,4,3,14,176.0705
2011,4,3,14,55.70068
2012,4,3,14,85.6151
2013,4,3,14,74.58678
2014,4,3,14,124.02481
2015,4,3,14,159.2311
2016,4,3,14,123.18556
1950,2,6,3,130.997244640812
1951,2,6,3,170.483668034907
1952,2,6,3,206.287481641367
1953,2,6,3,182.069233541673
1954,2,6,3,242.175436226368
1955,2,6,3,288.79411743882
1956,2,6,3,150.097643037909
1957,2,6,3,176.867771218328
1958,2,6,3,186.73045002164
1959,2,6,3,167.313301127619
1960,2,6,3,60.4969673024601
1961,2,6,3,70.3356058261893
1962,2,6,3,74.9420492149452
1963,2,6,3,60.8051760150636
1964,2,6,3,55.4775682686315
1965,2,6,3,78.6646380755865
1966,2,6,3,146.849475445596
1967,2,6,3,77.9974983022482
1968,2,6,3,57.8606380344819
1969,2,6,3,77.5100882381738
1970,2,6,3,104.214479903176
1971,2,6,3,99.290845719335
1972,2,6,3,92.5498808765354
1973,2,6,3,106.116611987917
1974,2,6,3,72.573861526932
1975,2,6,3,171.606498217546
1976,2,6,3,18.8349153173274
1977,2,6,3,98.1735471359944
1978,2,6,3,32.6592776978417
1979,2,6,3,60.1685504691743
1980,2,6,3,53.4223175952888
1981,2,6,3,38.9808700966715
1982,2,6,3,28.8746150912558
1983,2,6,3,15.431429800857
1984,2,6,3,52.7078363155
1985,2,6,3,40.0588978434879
1986,2,6,3,38.6099104345938
1987,2,6,3,36.7906608083465
1989,2,6,3,123.757460918996
1990,2,6,3,62.2776624246484
1991,2,6,3,8.3558282208589
1993,2,6,3,21.9731542372881
1994,2,6,3,48.3429783616693
1995,2,6,3,42.6077633477633
1996,2,6,3,917.691526002972
1997,2,6,3,494.67132166302
1998,2,6,3,297.743780897265
1999,2,6,3,67.2197843217228
2000,2,6,3,154.717340586381
2001,2,6,3,219.729668322577
2002,2,6,3,227.589163961933
2003,2,6,3,61.9726576077202
2004,2,6,3,161.477778366203
2005,2,6,3,493.251928278889
2006,2,6,3,488.356777395473
2007,2,6,3,340.231819747107
2008,2,6,3,1034.21314250878
2009,2,6,4,56.1149355157245
2010,2,6,4,18.6220351524967
2011,2,6,4,35.892961804824
2012,2,6,4,0.113740823644402
2015,2,6,4,4.14236293104218
2016,2,6,4,24.9443398239271
1950,3,6,3,2384.38950544206
1951,3,6,3,3103.114649673
1952,3,6,3,3754.80955861653
1953,3,6,3,3313.99313711515
1954,3,6,3,4408.03598730125
1955,3,6,3,5256.58127193918
1956,3,6,3,2732.05169950329
1957,3,6,3,3219.31700701224
1958,3,6,3,3398.83580451554
1959,3,6,3,3045.40817193092
1960,3,6,3,1101.15548111397
1961,3,6,3,1280.23670154835
1962,3,6,3,1364.08239848403
1963,3,6,3,1106.76544353595
1964,3,6,3,1009.79323595604
1965,3,6,3,1431.84032603989
1966,3,6,3,2672.92910696127
1967,3,6,3,1419.69716166591
1968,3,6,3,1053.16946540278
1969,3,6,3,1410.82540680716
1970,3,6,3,1896.89418947382
1971,3,6,3,1807.27503978272
1972,3,6,3,1684.57714738203
1973,3,6,3,1931.51647327265
1974,3,6,3,1320.97705007996
1975,3,6,3,1416.72360826595
1976,3,6,3,905.044588019462
1977,3,6,3,1521.53214532313
1978,3,6,3,1818.03312517986
1979,3,6,3,1195.90822487276
1980,3,6,3,1061.82031153803
1981,3,6,3,774.7825533073
1982,3,6,3,843.33789594116
1983,3,6,3,623.285356668127
1984,3,6,3,2167.22348088236
1985,3,6,3,1647.12858833752
1986,3,6,3,1587.5496005517
1987,3,6,3,1512.74629267184
1988,3,6,3,1624.21718404613
1989,3,6,3,1765.83562292752
1990,3,6,3,1605.51813730743
1991,3,6,3,1364.78527607362
1992,3,6,3,847.49552097429
1993,3,6,3,3664.28505423729
1994,3,6,3,436.137739567233
1995,3,6,3,1553.05297402597
1996,3,6,3,3615.21318276374
1997,3,6,3,4314.25673231218
1998,3,6,3,2196.64751401538
1999,3,6,3,1394.9000714577
2000,3,6,3,1017.50519753585
2001,3,6,3,1621.08719188581
2002,3,6,3,1679.07174996988
2003,3,6,3,457.212183779906
2004,3,6,3,1191.32550593638
2005,3,6,3,1012.99216330552
2006,3,6,3,164.477497591531
2007,3,6,3,1763.74808525289
2008,3,6,3,708.663362727914
2009,3,6,4,880.516059577598
2010,3,6,4,506.765299756111
2011,3,6,4,454.244594837218
2012,3,6,4,173.14492925025
2013,3,6,4,73.5787981131348
2014,3,6,4,2.2958
2015,3,6,4,36.6849179743656
2016,3,6,4,593.355178699395
1950,4,6,3,459.807249917124
1951,4,6,3,598.406682292097
1952,4,6,3,724.079959742108
1953,4,6,3,639.072629343178
1954,4,6,3,850.048576472378
1955,4,6,3,1013.682610622
1956,4,6,3,526.8506574588
1957,4,6,3,620.815221769433
1958,4,6,3,655.433745462825
1959,4,6,3,587.278526941461
1960,4,6,3,212.34755158357
1961,4,6,3,246.881692625459
1962,4,6,3,263.050552301023
1963,4,6,3,213.429380448989
1964,4,6,3,194.729195775326
1965,4,6,3,276.117035884528
1966,4,6,3,515.449417593135
1967,4,6,3,273.775340031839
1968,4,6,3,203.093896562742
1969,4,6,3,272.06450495467
1970,4,6,3,365.798330623008
1971,4,6,3,348.516114497948
1972,4,6,3,324.854971741438
1973,4,6,3,372.474914739429
1974,4,6,3,254.738088393109
1975,4,6,3,324.117893516506
1976,4,6,3,88.1204966632102
1977,4,6,3,170.909307540878
1978,4,6,3,671.329597122302
1979,4,6,3,192.244224658067
1980,4,6,3,170.689370866678
1981,4,6,3,124.547576596028
1982,4,6,3,41.5694889675838
1983,4,6,3,2120.20121353102
1984,4,6,3,711.253682802143
1985,4,6,3,540.565513818992
1986,4,6,3,521.012489013707
1987,4,6,3,496.463046519815
1988,4,6,3,936.385815953868
1989,4,6,3,529.406916153482
1990,4,6,3,191.815200267917
1991,4,6,3,215.858895705521
1992,4,6,3,541.194479025711
1993,4,6,3,17.7877915254237
1994,4,6,3,875.428282071097
1995,4,6,3,1357.05726262626
1996,4,6,3,499.976291233284
1997,4,6,3,1384.6279460248
1998,4,6,3,299.821705087358
1999,4,6,3,1.55214422057264
2000,4,6,3,137.877461877767
2001,4,6,3,221.263139791612
2002,4,6,3,229.17748606819
2003,4,6,3,62.4051586123737
2004,4,6,3,162.604715697416
2005,4,6,3,641.972294415589
2006,4,6,3,287.578325012997
2008,4,6,3,357.262494763304
2009,4,6,4,56.6449349066776
2010,4,6,4,87.4571650913923
2011,4,6,4,53.2279433579575
2012,4,6,4,45.9918299261059
2013,4,6,4,0.122201886865207
2015,4,6,4,0.940719094592229
2016,4,6,4,133.938481476678
1970,2,1,17,14.90625
1971,2,1,17,13.21875
1972,2,1,17,8.15625
1973,3,1,17,0.45614
1950,1,2,17,89.075
1951,1,2,17,129.45
1952,1,2,17,49.875
1953,1,2,17,191.5
1954,1,2,17,132.75
1955,1,2,17,94.25
1956,1,2,17,45.25
1957,1,2,17,101
1958,1,2,17,217.25
1959,1,2,17,95.25
1960,1,2,17,59
1961,1,2,17,39.5
1962,1,2,17,56
1963,1,2,17,75.75
1964,1,2,17,119.75
1965,1,2,17,61.75
1966,1,2,17,55.25
1967,1,2,17,78.25
1968,1,2,17,31.5
1969,1,2,17,57.75
1970,1,2,17,32.5
1971,1,2,17,14.75
1972,1,2,17,7.25
1973,1,2,17,36
1974,1,2,17,64
1985,1,2,17,1.5
1987,1,2,17,0.75
1988,1,2,17,0.75
1989,1,2,17,0.75
1990,1,2,17,4
1991,1,2,17,3.5
1992,1,2,17,3.5
1993,1,2,17,0.5
1994,1,2,17,10.75
1995,1,2,17,2.25
1996,1,2,17,1
1997,1,2,17,0.5
2012,1,2,17,0.1025
2013,1,2,17,0.18675
1950,2,2,17,89.075
1951,2,2,17,129.45
1952,2,2,17,49.875
1953,2,2,17,191.5
1954,2,2,17,132.75
1955,2,2,17,94.25
1956,2,2,17,45.25
1957,2,2,17,101
1958,2,2,17,217.25
1959,2,2,17,95.25
1960,2,2,17,59
1961,2,2,17,39.5
1962,2,2,17,56
1963,2,2,17,75.75
1964,2,2,17,119.75
1965,2,2,17,61.75
1966,2,2,17,55.25
1967,2,2,17,78.25
1968,2,2,17,31.5
1969,2,2,17,57.75
1970,2,2,17,70.59375
1971,2,2,17,48.53125
1972,2,2,17,28.09375
1973,2,2,17,48.54386
1974,2,2,17,83.27711
1975,2,2,17,1
1985,2,2,17,1.5
1987,2,2,17,0.75
1988,2,2,17,0.75
1989,2,2,17,0.75
1990,2,2,17,4
1991,2,2,17,3.5
1992,2,2,17,3.5
1993,2,2,17,0.5
1994,2,2,17,11.14849
1995,2,2,17,2.25
1996,2,2,17,1
1997,2,2,17,0.5
1998,2,2,17,0.39824
1999,2,2,17,0.49992
2000,2,2,17,1.604
2003,2,2,17,0.1684
2005,2,2,17,0.623
2007,2,2,17,1.0797
2010,2,2,17,6.556
2012,2,2,17,1.86361
2013,2,2,17,2.09158
1950,3,2,17,89.075
1951,3,2,17,129.45
1952,3,2,17,49.875
1953,3,2,17,191.5
1954,3,2,17,132.75
1955,3,2,17,94.25
1956,3,2,17,45.25
1957,3,2,17,101
1958,3,2,17,217.25
1959,3,2,17,95.25
1960,3,2,17,59
1961,3,2,17,39.5
1962,3,2,17,56
1963,3,2,17,75.75
1964,3,2,17,119.75
1965,3,2,17,61.75
1966,3,2,17,55.25
1967,3,2,17,78.25
1968,3,2,17,31.5
1969,3,2,17,57.75
1970,3,2,17,32.5
1971,3,2,17,14.75
1972,3,2,17,7.25
1973,3,2,17,36
1974,3,2,17,64.72289
1975,3,2,17,143
1976,3,2,17,97
1977,3,2,17,195
1978,3,2,17,70
1979,3,2,17,6.2
1980,3,2,17,3.43902
1981,3,2,17,3
1982,3,2,17,4.97561
1983,3,2,17,0.51219
1984,3,2,17,2.62432
1985,3,2,17,18.99549
1987,3,2,17,11.375
1988,3,2,17,9.5
1989,3,2,17,1.375
1990,3,2,17,5.26316
1991,3,2,17,3.5
1992,3,2,17,3.5
1993,3,2,17,18.42361
1994,3,2,17,67.23549
1995,3,2,17,46.63494
1996,3,2,17,45.90044
1997,3,2,17,51.9
1998,3,2,17,67.00439
1999,3,2,17,43.99308
2000,3,2,17,13.21
2001,3,2,17,13.881
2002,3,2,17,28.129
2003,3,2,17,83.8216
2004,3,2,17,25.52465
2005,3,2,17,5.37
2006,3,2,17,2.682
2007,3,2,17,2.5113
2008,3,2,17,23.005
2009,3,2,17,20.31013
2010,3,2,17,32.231
2011,3,2,17,26.259
2012,3,2,17,14.91639
2013,3,2,17,9.65392
2014,3,2,17,18.453
2015,3,2,17,6.4728
2016,3,2,17,9.5176
1950,4,2,17,89.075
1951,4,2,17,129.45
1952,4,2,17,49.875
1953,4,2,17,191.5
1954,4,2,17,132.75
1955,4,2,17,94.25
1956,4,2,17,45.25
1957,4,2,17,101
1958,4,2,17,217.25
1959,4,2,17,95.25
1960,4,2,17,59
1961,4,2,17,39.5
1962,4,2,17,56
1963,4,2,17,75.75
1964,4,2,17,119.75
1965,4,2,17,61.75
1966,4,2,17,55.25
1967,4,2,17,78.25
1968,4,2,17,31.5
1969,4,2,17,57.75
1970,4,2,17,32.5
1971,4,2,17,14.75
1972,4,2,17,7.25
1973,4,2,17,36
1974,4,2,17,64
1976,4,2,17,75
1977,4,2,17,177
1978,4,2,17,151
1979,4,2,17,24.8
1980,4,2,17,43.56098
1981,4,2,17,38
1982,4,2,17,63.02439
1983,4,2,17,6.48781
1984,4,2,17,0.37568
1985,4,2,17,4.00451
1987,4,2,17,7.125
1988,4,2,17,6
1989,4,2,17,1.125
1990,4,2,17,4.73684
1991,4,2,17,3.5
1992,4,2,17,4.5
1993,4,2,17,11.57639
1994,4,2,17,32.86602
1995,4,2,17,29.86506
1996,4,2,17,46.09956
1997,4,2,17,8.1
1998,4,2,17,2.59737
1999,4,2,17,1
2000,4,2,17,2.238
2001,4,2,17,2.905
2002,4,2,17,0.5
2003,4,2,17,0.25
2004,4,2,17,6.50335
2005,4,2,17,2.441
2006,4,2,17,0.316
2009,4,2,17,3.15287
2012,4,2,17,0.1025
2013,4,2,17,0.18675
2014,4,2,17,1.091
2011,3,3,17,16.346
1950,1,4,17,112.9575
1951,1,4,17,447.585
1952,1,4,17,250.9225
1953,1,4,17,550.6
1954,1,4,17,78.0575
1955,1,4,17,480.26
1956,1,4,17,13.855
1957,1,4,17,251.115
1958,1,4,17,634.75
1959,1,4,17,871.45875
1960,1,4,17,571.5
1961,1,4,17,748.5
1962,1,4,17,407
1963,1,4,17,398
1964,1,4,17,515.67328
1965,1,4,17,244.83027
1966,1,4,17,465.15644
1967,1,4,17,534.98262
1968,1,4,17,138.46575
1969,1,4,17,197.04192
1970,1,4,17,161.98057
1971,1,4,17,81.93763
1972,1,4,17,86.53374
1973,1,4,17,84.70077
1974,1,4,17,50.80368
1975,1,4,17,91
1976,1,4,17,222.11165
1977,1,4,17,638.34758
1978,1,4,17,231.75431
1979,1,4,17,180.77446
1980,1,4,17,140.45476
1981,1,4,17,142.36067
1982,1,4,17,483.24087
1983,1,4,17,185.87008
1984,1,4,17,112.60432
1985,1,4,17,88.7127
1986,1,4,17,87.39576
1987,1,4,17,75.85317
1988,1,4,17,51.59125
1989,1,4,17,131.10095
1990,1,4,17,23.37847
1991,1,4,17,58.80779
1992,1,4,17,124.75347
1993,1,4,17,8.14169
1994,1,4,17,169.27514887282
1995,1,4,17,117.684837708067
1996,1,4,17,129.256115495751
1997,1,4,17,787.466633880597
1998,1,4,17,592.772906386768
1999,1,4,17,568.28091
2000,1,4,17,539.59648
2001,1,4,17,223.14200654232
2002,1,4,17,759.365557615979
2003,1,4,17,594.422416202532
2004,1,4,17,997.05405
2005,1,4,17,775.7289
2006,1,4,17,354.69731
2007,1,4,17,93.04198
2008,1,4,17,61.94089
2009,1,4,17,5.90457
2010,1,4,17,10.32066
2011,1,4,17,36.40599
2012,1,4,17,38.406
2013,1,4,17,145.223
2014,1,4,17,66.8164
2015,1,4,17,123.63083
2016,1,4,17,227.0574
1950,2,4,17,112.9575
1951,2,4,17,447.585
1952,2,4,17,250.9225
1953,2,4,17,550.6
1954,2,4,17,78.0575
1955,2,4,17,480.26
1956,2,4,17,13.855
1957,2,4,17,251.115
1958,2,4,17,634.75
1959,2,4,17,871.45875
1960,2,4,17,571.5
1961,2,4,17,748.5
1962,2,4,17,407
1963,2,4,17,398
1964,2,4,17,515.25103
1965,2,4,17,242.01023
1966,2,4,17,461.97853
1967,2,4,17,531.44683
1968,2,4,17,134.5864
1969,2,4,17,192.8047
1970,2,4,17,152.67587
1971,2,4,17,70.48568
1972,2,4,17,209.12323
1973,2,4,17,74.83266
1974,2,4,17,64.8766
1975,2,4,17,575.55924
1976,2,4,17,281.00662
1977,2,4,17,730.54738
1978,2,4,17,919.03356
1979,2,4,17,339.98257
1980,2,4,17,146.64157
1981,2,4,17,256.59008
1982,2,4,17,165.47341
1983,2,4,17,183.42617
1984,2,4,17,102.77546
1985,2,4,17,53.17918
1986,2,4,17,49.36931
1987,2,4,17,72.95083
1988,2,4,17,108.89196
1989,2,4,17,139.21843
1990,2,4,17,33.00432
1991,2,4,17,25.76741
1992,2,4,17,126.36458
1993,2,4,17,13.85016
1994,2,4,17,176.726838902595
1995,2,4,17,117.719800256082
1996,2,4,17,111.396859008499
1997,2,4,17,645.833240345832
1998,2,4,17,450.251272391857
1999,2,4,17,198.65506
2000,2,4,17,172.18565
2001,2,4,17,76.3131728701444
2002,2,4,17,221.90519499755
2003,2,4,17,501.892454894515
2004,2,4,17,218.02748
2005,2,4,17,218.3774
2006,2,4,17,103.97749
2007,2,4,17,142.35643
2008,2,4,17,3.39711
2009,2,4,17,2.55478
2010,2,4,17,9.26
2011,2,4,17,26.86689
2012,2,4,17,3.51304
2013,2,4,17,17.399
2014,2,4,17,2.41427
2015,2,4,17,10.78169
2016,2,4,17,38.50907
1950,3,4,17,112.9575
1951,3,4,17,447.585
1952,3,4,17,250.9225
1953,3,4,17,550.6
1954,3,4,17,78.0575
1955,3,4,17,480.26
1956,3,4,17,13.855
1957,3,4,17,251.115
1958,3,4,17,634.75
1959,3,4,17,871.45875
1960,3,4,17,571.5
1961,3,4,17,748.5
1962,3,4,17,407
1963,3,4,17,398
1964,3,4,17,515.62833
1965,3,4,17,321.57567
1966,3,4,17,551.6411
1967,3,4,17,631.20654
1968,3,4,17,244.03937
1969,3,4,17,312.35481
1970,3,4,17,415.20143
1971,3,4,17,393.59407
1972,3,4,17,835.52566
1973,3,4,17,464.86231
1974,3,4,17,855.93866
1975,3,4,17,2592.35953
1976,3,4,17,646.55402
1977,3,4,17,742.67954
1978,3,4,17,862.3147
1979,3,4,17,1215.21307
1980,3,4,17,40.50153
1981,3,4,17,74.71824
1982,3,4,17,47
1983,3,4,17,152.31146
1984,3,4,17,83.53756
1985,3,4,17,14.78933
1986,3,4,17,192.00501
1987,3,4,17,121.14207
1988,3,4,17,111.16462
1989,3,4,17,60.21416
1990,3,4,17,169.67385
1991,3,4,17,18.47997
1992,3,4,17,117.98035
1993,3,4,17,122.79533
1994,3,4,17,145.625906273926
1995,3,4,17,117.674812740077
1996,3,4,17,214.186260623229
1997,3,4,17,183.372270658901
1998,3,4,17,47.0318550636132
1999,3,4,17,59.08688
2000,3,4,17,400.90864
2001,3,4,17,173.79364222208
2002,3,4,17,302.564654599842
2003,3,4,17,86.05815
2004,3,4,17,112.20458
2005,3,4,17,22.2737
2006,3,4,17,13.4402
2007,3,4,17,100.221
2008,3,4,17,188.98741
2009,3,4,17,198.18409
2010,3,4,17,93.25137
2011,3,4,17,33.4784
2012,3,4,17,32.58622
2013,3,4,17,10.727
2014,3,4,17,19.32583
2015,3,4,17,46.72871
2016,3,4,17,39.64417
1950,4,4,17,112.9575
1951,4,4,17,447.585
1952,4,4,17,250.9225
1953,4,4,17,550.6
1954,4,4,17,78.0575
1955,4,4,17,480.26
1956,4,4,17,13.855
1957,4,4,17,251.115
1958,4,4,17,634.75
1959,4,4,17,871.45875
1960,4,4,17,571.5
1961,4,4,17,748.5
1962,4,4,17,407
1963,4,4,17,398
1964,4,4,17,515.44741
1965,4,4,17,294.58384
1966,4,4,17,521.22393
1967,4,4,17,597.36401
1968,4,4,17,206.90849
1969,4,4,17,271.79857
1970,4,4,17,326.14213
1971,4,4,17,283.98262
1972,4,4,17,329.81737
1973,4,4,17,793.60425
1974,4,4,17,355.38106
1975,4,4,17,646.08123
1976,4,4,17,37.32771
1977,4,4,17,114.4255
1978,4,4,17,77.08843
1979,4,4,17,261.0299
1980,4,4,17,286.76614
1981,4,4,17,242.44702
1982,4,4,17,4.92572
1983,4,4,17,193.99233
1984,4,4,17,59.3827
1985,4,4,17,69.15779
1986,4,4,17,39.59188
1987,4,4,17,70.86194
1988,4,4,17,61.45213
1989,4,4,17,93.4665
1990,4,4,17,70.52336
1991,4,4,17,14.69483
1992,4,4,17,133.52659
1993,4,4,17,63.24782
1994,4,4,17,991.190115950659
1995,4,4,17,255.561549295775
1996,4,4,17,224.160764872521
1997,4,4,17,394.364855114671
1998,4,4,17,17.0559661577608
1999,4,4,17,50.93617
2000,4,4,17,432.37823
2001,4,4,17,131.008188365456
2002,4,4,17,175.143592786629
2003,4,4,17,244.504978902954
2004,4,4,17,1.26589
2006,4,4,17,33.978
2007,4,4,17,6.58385
2008,4,4,17,45.24059
2009,4,4,17,63.34582
2010,4,4,17,20.2667
2011,4,4,17,15.0656
2012,4,4,17,13.82794
2013,4,4,17,17.427
2014,4,4,17,20.05539
2015,4,4,17,9.12716
2016,4,4,17,62.92826
1950,3,5,17,94
1951,3,5,17,222
1952,3,5,17,316
1953,3,5,17,52
1954,3,5,17,95
1955,3,5,17,94
1956,3,5,17,12
1957,3,5,17,96
1958,3,5,17,6
1959,3,5,17,34
1960,3,5,17,42
1961,3,5,17,13
1962,3,5,17,15
1970,3,5,17,4
1971,3,5,17,3
1975,3,5,17,2
1976,3,5,17,8
1977,3,5,17,2
1978,3,5,17,2
1981,3,5,17,0.36868
1983,3,5,17,1
1991,3,5,17,1
2009,3,5,17,0.862
2010,3,5,17,0.311
2011,3,5,17,2.77381
2012,3,5,17,2.84502
2013,3,5,17,1.293
2014,3,5,17,8.17954
2016,3,5,17,2.03
1998,4,5,17,1
1971,1,6,17,25
1972,1,6,17,25
1973,1,6,17,2.75
1974,1,6,17,0.75
1976,1,6,17,0.75
1984,1,6,17,9
1985,1,6,17,27.5
1986,1,6,17,19
1988,1,6,17,61.25
1989,1,6,17,13.25
1990,1,6,17,35.75
1991,1,6,17,29.25
1992,1,6,17,130.5
1993,1,6,17,233.75
1994,1,6,17,67.5
1995,1,6,17,136
1996,1,6,17,63.25
1997,1,6,17,33.75
1998,1,6,17,82.75
1999,1,6,17,79.5
2000,1,6,17,114.6
2001,1,6,17,132
2002,1,6,17,151.25
2003,1,6,17,129.525
2004,1,6,17,128.5
2005,1,6,17,187.3059
2006,1,6,17,288.0736
2007,1,6,17,125.22375
2008,1,6,17,0.3
2011,1,6,17,0.12472
2012,1,6,17,0.26407
2013,1,6,17,1.12583
2014,1,6,17,1.9975
2015,1,6,17,55.7535
2016,1,6,17,8.35263
1950,2,6,17,1047.722
1951,2,6,17,1502.11
1952,2,6,17,2418.282
1953,2,6,17,1115.262
1954,2,6,17,1562.598
1955,2,6,17,2222.316
1956,2,6,17,1034.208
1957,2,6,17,1934.01
1958,2,6,17,616.626
1959,2,6,17,1794.474
1960,2,6,17,493.506
1961,2,6,17,441.18
1962,2,6,17,354.996
1963,2,6,17,3.078
1964,2,6,17,44.118
1965,2,6,17,23.4441
1966,2,6,17,2
1967,2,6,17,15
1968,2,6,17,8
1969,2,6,17,1
1970,2,6,17,15
1971,2,6,17,28
1972,2,6,17,32
1973,2,6,17,7.75
1974,2,6,17,1.75
1975,2,6,17,2
1976,2,6,17,1.75
1977,2,6,17,3
1978,2,6,17,1.348
1979,2,6,17,2
1980,2,6,17,2
1981,2,6,17,3
1982,2,6,17,0.37
1983,2,6,17,0.13
1984,2,6,17,9
1985,2,6,17,64.5
1986,2,6,17,19
1988,2,6,17,62.25
1989,2,6,17,18.41722
1990,2,6,17,35.88
1991,2,6,17,29.25
1992,2,6,17,130.5
1993,2,6,17,270.75
1994,2,6,17,67.5
1995,2,6,17,136
1996,2,6,17,63.25
1997,2,6,17,33.75
1998,2,6,17,83.75
1999,2,6,17,79.5
2000,2,6,17,112.6
2001,2,6,17,131.37
2002,2,6,17,151.25
2003,2,6,17,129.525
2004,2,6,17,128.5
2005,2,6,17,187.3059
2006,2,6,17,288.0736
2007,2,6,17,125.22375
2008,2,6,17,1.28672
2012,2,6,17,0.15864
2013,2,6,17,1.12583
2014,2,6,17,1.9975
2015,2,6,17,55.7535
2016,2,6,17,3.31157
1971,3,6,17,25
1972,3,6,17,25
1973,3,6,17,2.75
1974,3,6,17,0.75
1976,3,6,17,0.75
1981,3,6,17,0.63132
1984,3,6,17,9
1985,3,6,17,27.5
1986,3,6,17,19
1988,3,6,17,61.25
1989,3,6,17,86.97857
1990,3,6,17,35.75
1991,3,6,17,29.25
1992,3,6,17,130.5
1993,3,6,17,233.75
1994,3,6,17,67.5
1995,3,6,17,137
1996,3,6,17,63.396
1997,3,6,17,34.091
1998,3,6,17,102.75
1999,3,6,17,79.5
2000,3,6,17,121
2001,3,6,17,134.77
2002,3,6,17,165.25
2003,3,6,17,132.795
2004,3,6,17,129.976
2005,3,6,17,187.6859
2006,3,6,17,288.8316
2007,3,6,17,126.49875
2008,3,6,17,184.30999
2009,3,6,17,302.33188
2010,3,6,17,85.40035
2011,3,6,17,46.0178
2012,3,6,17,57.59475
2013,3,6,17,147.08805
2014,3,6,17,211.74548
2015,3,6,17,65.2565
2016,3,6,17,223.54681
1971,4,6,17,25
1972,4,6,17,25
1973,4,6,17,2.75
1974,4,6,17,0.75
1976,4,6,17,0.75
1984,4,6,17,9
1985,4,6,17,27.5
1986,4,6,17,19
1988,4,6,17,61.25
1989,4,6,17,35.35422
1990,4,6,17,35.75
1991,4,6,17,29.25
1992,4,6,17,130.5
1993,4,6,17,233.75
1994,4,6,17,67.5
1995,4,6,17,136
1996,4,6,17,63.25
1997,4,6,17,33.75
1998,4,6,17,82.75
1999,4,6,17,132.627
2000,4,6,17,125.02
2001,4,6,17,133.43
2002,4,6,17,152.25
2003,4,6,17,129.525
2004,4,6,17,128.5
2005,4,6,17,187.8759
2006,4,6,17,289.6386
2007,4,6,17,125.22375
2008,4,6,17,0.55329
2009,4,6,17,2.50662
2010,4,6,17,61.27045
2011,4,6,17,18.14988
2012,4,6,17,15.38117
2013,4,6,17,16.23461
2014,4,6,17,12.76143
2015,4,6,17,60.4835
2016,4,6,17,23.81231
1950,1,7,17,251.75
1951,1,7,17,329
1952,1,7,17,366.5
1953,1,7,17,449.75
1954,1,7,17,374.992
1955,1,7,17,522.2954
1956,1,7,17,343.5994
1957,1,7,17,505.1956
1958,1,7,17,383.2486
1959,1,7,17,421.7344
1960,1,7,17,425.2
1961,1,7,17,524.75
1962,1,7,17,380.7625
1963,1,7,17,528.525
1964,1,7,17,414.4875
1965,1,7,17,326.825
1966,1,7,17,175
1967,1,7,17,547
1968,1,7,17,227.5
1969,1,7,17,223.25
1970,1,7,17,89.5125
1971,1,7,17,55.975
1972,1,7,17,43.3
1973,1,7,17,55.6
1974,1,7,17,45.29
1975,1,7,17,55.73323
1976,1,7,17,84.658
1977,1,7,17,87.88626
1978,1,7,17,67.74646
1979,1,7,17,94.47314
1980,1,7,17,168.1305
1981,1,7,17,240.40466
1982,1,7,17,142.11676
1983,1,7,17,93.11414
1984,1,7,17,602.57755
1985,1,7,17,488.87788
1986,1,7,17,199.2287
